url,information,date_time
https://www.fincaraiz.com.co//oficina-en-arriendo-en-usaquen-bogota/10520463,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 290.000.000 | $ 1.800.000.000 | $ 780.000 | $ 550.000.000 | $ 1.800.000 | $ 5.500.000 | $ 747.256 | $ 1.365.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-31 18:06:54.656817+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-san-victorino-bogota/193169010,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 290.000.000 | $ 1.800.000.000 | $ 780.000 | $ 550.000.000 | $ 1.800.000 | $ 5.500.000 | $ 747.256 | $ 1.365.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-31 18:06:54.666382+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-barrios-unidos-bogota/193108875,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 290.000.000 | $ 1.800.000.000 | $ 780.000 | $ 550.000.000 | $ 1.800.000 | $ 5.500.000 | $ 747.256 | $ 1.365.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-31 18:06:54.718793+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-bosque-de-pinos-bogota/192750243,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 290.000.000 | $ 1.800.000.000 | $ 780.000 | $ 550.000.000 | $ 1.800.000 | $ 5.500.000 | $ 747.256 | $ 1.365.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-31 18:06:54.742509+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/192813390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 290.000.000 | $ 1.800.000.000 | $ 780.000 | $ 550.000.000 | $ 1.800.000 | $ 5.500.000 | $ 747.256 | $ 1.365.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-31 18:06:54.936190+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-bogota/193092274,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 290.000.000 | $ 1.800.000.000 | $ 780.000 | $ 550.000.000 | $ 1.800.000 | $ 5.500.000 | $ 747.256 | $ 1.365.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-31 18:06:54.945104+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-cedritos-bogota/192772526,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 290.000.000 | $ 1.800.000.000 | $ 780.000 | $ 550.000.000 | $ 1.800.000 | $ 5.500.000 | $ 747.256 | $ 1.365.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-31 18:06:54.996742+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-morato-bogota/193190693,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 290.000.000 | $ 1.800.000.000 | $ 780.000 | $ 550.000.000 | $ 1.800.000 | $ 5.500.000 | $ 747.256 | $ 1.365.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-31 18:06:55.018380+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-chapinero-bogota/191102322,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 290.000.000 | $ 1.800.000.000 | $ 780.000 | $ 550.000.000 | $ 1.800.000 | $ 5.500.000 | $ 747.256 | $ 1.365.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-31 18:06:55.594612+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-compartir-bogota/193281943,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 290.000.000 | $ 1.800.000.000 | $ 780.000 | $ 550.000.000 | $ 1.800.000 | $ 5.500.000 | $ 747.256 | $ 1.365.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-31 18:06:55.601262+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/193238373,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 290.000.000 | $ 1.800.000.000 | $ 780.000 | $ 550.000.000 | $ 1.800.000 | $ 5.500.000 | $ 747.256 | $ 1.365.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-31 18:06:55.608080+00:00
