url,information,date_time
https://www.fincaraiz.com.co//oficina-en-arriendo-en-santa-paula-bogota/193282905,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 225.000.000 | $ 1.800.000 | $ 1.150.000.000 | $ 6.900.000 | $ 2.400.000 | $ 3.500.000 | $ 5.900.000 | $ 820.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-24 06:39:35.622872+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-colina-campestre-bogota/193409625,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 225.000.000 | $ 1.800.000 | $ 1.150.000.000 | $ 6.900.000 | $ 2.400.000 | $ 3.500.000 | $ 5.900.000 | $ 820.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-24 06:39:35.806644+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-bogota/193470251,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 225.000.000 | $ 1.800.000 | $ 1.150.000.000 | $ 6.900.000 | $ 2.400.000 | $ 3.500.000 | $ 5.900.000 | $ 820.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-24 06:39:35.835772+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-la-macarena-bogota/192657270,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 225.000.000 | $ 1.800.000 | $ 1.150.000.000 | $ 6.900.000 | $ 2.400.000 | $ 3.500.000 | $ 5.900.000 | $ 820.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-24 06:39:35.855428+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-quinta-camacho-bogota/192750262,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 225.000.000 | $ 1.800.000 | $ 1.150.000.000 | $ 6.900.000 | $ 2.400.000 | $ 3.500.000 | $ 5.900.000 | $ 820.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-24 06:39:35.878104+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-chapinero-bogota/193351990,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 225.000.000 | $ 1.800.000 | $ 1.150.000.000 | $ 6.900.000 | $ 2.400.000 | $ 3.500.000 | $ 5.900.000 | $ 820.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-24 06:39:35.917870+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-occidental-bogota/192750095,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 225.000.000 | $ 1.800.000 | $ 1.150.000.000 | $ 6.900.000 | $ 2.400.000 | $ 3.500.000 | $ 5.900.000 | $ 820.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-24 06:39:36.159355+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-boyaca-real-bogota/193585869,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 225.000.000 | $ 1.800.000 | $ 1.150.000.000 | $ 6.900.000 | $ 2.400.000 | $ 3.500.000 | $ 5.900.000 | $ 820.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-24 06:39:36.194382+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-puente-aranda-bogota/193657766,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 225.000.000 | $ 1.800.000 | $ 1.150.000.000 | $ 6.900.000 | $ 2.400.000 | $ 3.500.000 | $ 5.900.000 | $ 820.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-24 06:39:36.665348+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-occidental-bogota/193655560,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 225.000.000 | $ 1.800.000 | $ 1.150.000.000 | $ 6.900.000 | $ 2.400.000 | $ 3.500.000 | $ 5.900.000 | $ 820.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-24 06:39:36.677283+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-santa-fe-bogota/192750030,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 225.000.000 | $ 1.800.000 | $ 1.150.000.000 | $ 6.900.000 | $ 2.400.000 | $ 3.500.000 | $ 5.900.000 | $ 820.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-24 06:39:36.702984+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-el-chico-bogota/193378438,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 225.000.000 | $ 1.800.000 | $ 1.150.000.000 | $ 6.900.000 | $ 2.400.000 | $ 3.500.000 | $ 5.900.000 | $ 820.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-24 06:39:36.785993+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-olaya-bogota/7092019,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 225.000.000 | $ 1.800.000 | $ 1.150.000.000 | $ 6.900.000 | $ 2.400.000 | $ 3.500.000 | $ 5.900.000 | $ 820.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-24 06:39:36.798693+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cedro-golf-bogota/193372709,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 225.000.000 | $ 1.800.000 | $ 1.150.000.000 | $ 6.900.000 | $ 2.400.000 | $ 3.500.000 | $ 5.900.000 | $ 820.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-24 06:39:36.856391+00:00
https://www.fincaraiz.com.co//edificio-en-arriendo-en-santa-ana-oriental-bogota/193555567,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 225.000.000 | $ 1.800.000 | $ 1.150.000.000 | $ 6.900.000 | $ 2.400.000 | $ 3.500.000 | $ 5.900.000 | $ 820.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-24 06:39:36.915099+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-la-calleja-bogota/193663566,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 225.000.000 | $ 1.800.000 | $ 1.150.000.000 | $ 6.900.000 | $ 2.400.000 | $ 3.500.000 | $ 5.900.000 | $ 820.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-24 06:39:36.967503+00:00
