url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-bogota/193687683,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 730.000.000 | $ 2.600.000.000 | $ 670.000.000 | $ 3.300.000 | $ 2.500.000.000 | $ 230.000.000 | $ 1.680.000.000 | $ 1.850.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-22 12:49:19.010589+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-chapinero-bogota/193470079,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 730.000.000 | $ 2.600.000.000 | $ 670.000.000 | $ 3.300.000 | $ 2.500.000.000 | $ 230.000.000 | $ 1.680.000.000 | $ 1.850.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-22 12:49:19.204516+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-chico-norte-bogota/193390131,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 730.000.000 | $ 2.600.000.000 | $ 670.000.000 | $ 3.300.000 | $ 2.500.000.000 | $ 230.000.000 | $ 1.680.000.000 | $ 1.850.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-22 12:49:19.212939+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193420807,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 730.000.000 | $ 2.600.000.000 | $ 670.000.000 | $ 3.300.000 | $ 2.500.000.000 | $ 230.000.000 | $ 1.680.000.000 | $ 1.850.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-22 12:49:19.231439+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193413670,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 730.000.000 | $ 2.600.000.000 | $ 670.000.000 | $ 3.300.000 | $ 2.500.000.000 | $ 230.000.000 | $ 1.680.000.000 | $ 1.850.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-22 12:49:19.246935+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-santa-isabel-bogota/193692182,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 730.000.000 | $ 2.600.000.000 | $ 670.000.000 | $ 3.300.000 | $ 2.500.000.000 | $ 230.000.000 | $ 1.680.000.000 | $ 1.850.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-22 12:49:19.260225+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-chapinero-central-bogota/193631662,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 730.000.000 | $ 2.600.000.000 | $ 670.000.000 | $ 3.300.000 | $ 2.500.000.000 | $ 230.000.000 | $ 1.680.000.000 | $ 1.850.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-22 12:49:19.391788+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-navarra-bogota/193606209,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 730.000.000 | $ 2.600.000.000 | $ 670.000.000 | $ 3.300.000 | $ 2.500.000.000 | $ 230.000.000 | $ 1.680.000.000 | $ 1.850.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-22 12:49:19.881570+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-antiguo-country-bogota/192750152,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 730.000.000 | $ 2.600.000.000 | $ 670.000.000 | $ 3.300.000 | $ 2.500.000.000 | $ 230.000.000 | $ 1.680.000.000 | $ 1.850.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-22 12:49:19.943539+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-nuevo-country-bogota/193775987,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 730.000.000 | $ 2.600.000.000 | $ 670.000.000 | $ 3.300.000 | $ 2.500.000.000 | $ 230.000.000 | $ 1.680.000.000 | $ 1.850.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-22 12:49:20.020180+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-calleja-bogota/193719294,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 730.000.000 | $ 2.600.000.000 | $ 670.000.000 | $ 3.300.000 | $ 2.500.000.000 | $ 230.000.000 | $ 1.680.000.000 | $ 1.850.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-22 12:49:20.033605+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/193679848,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 730.000.000 | $ 2.600.000.000 | $ 670.000.000 | $ 3.300.000 | $ 2.500.000.000 | $ 230.000.000 | $ 1.680.000.000 | $ 1.850.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-22 12:49:20.093386+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-bogota/193759425,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 730.000.000 | $ 2.600.000.000 | $ 670.000.000 | $ 3.300.000 | $ 2.500.000.000 | $ 230.000.000 | $ 1.680.000.000 | $ 1.850.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-22 12:49:20.108494+00:00
