url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-calleja-bogota/193358620,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 950.000 | $ 5.350.000.000 | $ 661.000.000 | $ 1.000.000 | $ 4.800.000 | $ 2.900.000 | $ 1.750.000.000 | $ 1.400.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-13 00:22:21.089405+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-usaquen-bogota/10520463,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 950.000 | $ 5.350.000.000 | $ 661.000.000 | $ 1.000.000 | $ 4.800.000 | $ 2.900.000 | $ 1.750.000.000 | $ 1.400.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-13 00:22:21.101259+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-colinas-de-suba-bogota/193120422,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 950.000 | $ 5.350.000.000 | $ 661.000.000 | $ 1.000.000 | $ 4.800.000 | $ 2.900.000 | $ 1.750.000.000 | $ 1.400.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-13 00:22:21.225377+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-redil-bogota/193267147,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 950.000 | $ 5.350.000.000 | $ 661.000.000 | $ 1.000.000 | $ 4.800.000 | $ 2.900.000 | $ 1.750.000.000 | $ 1.400.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-13 00:22:21.252551+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-autopista-muzu-bogota/193250798,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 950.000 | $ 5.350.000.000 | $ 661.000.000 | $ 1.000.000 | $ 4.800.000 | $ 2.900.000 | $ 1.750.000.000 | $ 1.400.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-13 00:22:21.306428+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-campi%C3%B1a-bogota/193196775,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 950.000 | $ 5.350.000.000 | $ 661.000.000 | $ 1.000.000 | $ 4.800.000 | $ 2.900.000 | $ 1.750.000.000 | $ 1.400.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-13 00:22:21.377391+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cerros-de-suba-bogota/192648174,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 950.000 | $ 5.350.000.000 | $ 661.000.000 | $ 1.000.000 | $ 4.800.000 | $ 2.900.000 | $ 1.750.000.000 | $ 1.400.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-13 00:22:21.644357+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/192813390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 950.000 | $ 5.350.000.000 | $ 661.000.000 | $ 1.000.000 | $ 4.800.000 | $ 2.900.000 | $ 1.750.000.000 | $ 1.400.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-13 00:22:21.654276+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-virrey-bogota/193374785,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 950.000 | $ 5.350.000.000 | $ 661.000.000 | $ 1.000.000 | $ 4.800.000 | $ 2.900.000 | $ 1.750.000.000 | $ 1.400.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-13 00:22:22.044593+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-usaquen-bogota/193366953,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 950.000 | $ 5.350.000.000 | $ 661.000.000 | $ 1.000.000 | $ 4.800.000 | $ 2.900.000 | $ 1.750.000.000 | $ 1.400.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-13 00:22:22.053264+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-fontibon-bogota/193355456,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 950.000 | $ 5.350.000.000 | $ 661.000.000 | $ 1.000.000 | $ 4.800.000 | $ 2.900.000 | $ 1.750.000.000 | $ 1.400.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-13 00:22:22.089308+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-las-nieves-bogota/193112027,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 950.000 | $ 5.350.000.000 | $ 661.000.000 | $ 1.000.000 | $ 4.800.000 | $ 2.900.000 | $ 1.750.000.000 | $ 1.400.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-13 00:22:22.096316+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-milenta-bogota/193001187,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 950.000 | $ 5.350.000.000 | $ 661.000.000 | $ 1.000.000 | $ 4.800.000 | $ 2.900.000 | $ 1.750.000.000 | $ 1.400.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-13 00:22:22.163058+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-central-bogota/192745092,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 950.000 | $ 5.350.000.000 | $ 661.000.000 | $ 1.000.000 | $ 4.800.000 | $ 2.900.000 | $ 1.750.000.000 | $ 1.400.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-13 00:22:22.307300+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-gratamira-bogota/192586792,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 950.000 | $ 5.350.000.000 | $ 661.000.000 | $ 1.000.000 | $ 4.800.000 | $ 2.900.000 | $ 1.750.000.000 | $ 1.400.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-13 00:22:22.478021+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-maranta-iii-sector-bogota/193373064,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 950.000 | $ 5.350.000.000 | $ 661.000.000 | $ 1.000.000 | $ 4.800.000 | $ 2.900.000 | $ 1.750.000.000 | $ 1.400.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-13 00:22:22.540615+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-paloquemao-bogota/192625708,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 950.000 | $ 5.350.000.000 | $ 661.000.000 | $ 1.000.000 | $ 4.800.000 | $ 2.900.000 | $ 1.750.000.000 | $ 1.400.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-13 00:22:23.010928+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-victoria-norte-bogota/193375951,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 950.000 | $ 5.350.000.000 | $ 661.000.000 | $ 1.000.000 | $ 4.800.000 | $ 2.900.000 | $ 1.750.000.000 | $ 1.400.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-13 00:22:23.034590+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-quinta-paredes-bogota/193284604,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 950.000 | $ 5.350.000.000 | $ 661.000.000 | $ 1.000.000 | $ 4.800.000 | $ 2.900.000 | $ 1.750.000.000 | $ 1.400.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-13 00:22:23.085879+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-suba-bogota/193337567,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 950.000 | $ 5.350.000.000 | $ 661.000.000 | $ 1.000.000 | $ 4.800.000 | $ 2.900.000 | $ 1.750.000.000 | $ 1.400.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-13 00:22:23.104692+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-iberia-bogota/192563302,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 950.000 | $ 5.350.000.000 | $ 661.000.000 | $ 1.000.000 | $ 4.800.000 | $ 2.900.000 | $ 1.750.000.000 | $ 1.400.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-13 00:22:23.122427+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-ciudadela-colsubsidio-bogota/192984181,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 950.000 | $ 5.350.000.000 | $ 661.000.000 | $ 1.000.000 | $ 4.800.000 | $ 2.900.000 | $ 1.750.000.000 | $ 1.400.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-13 00:22:23.135183+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-toberin-bogota/193146962,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 950.000 | $ 5.350.000.000 | $ 661.000.000 | $ 1.000.000 | $ 4.800.000 | $ 2.900.000 | $ 1.750.000.000 | $ 1.400.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-13 00:22:23.376472+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-antiguo-country-bogota/193347003,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 950.000 | $ 5.350.000.000 | $ 661.000.000 | $ 1.000.000 | $ 4.800.000 | $ 2.900.000 | $ 1.750.000.000 | $ 1.400.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-13 00:22:23.629136+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-las-nieves-bogota/192901073,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 950.000 | $ 5.350.000.000 | $ 661.000.000 | $ 1.000.000 | $ 4.800.000 | $ 2.900.000 | $ 1.750.000.000 | $ 1.400.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-13 00:22:24.022669+00:00
