url,information,date_time
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193690056,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 170.000.000 | $ 6.800.000 | $ 7.000.000 | $ 450.000.000 | $ 2.640.000 | $ 4.995.800 | $ 1.100.000 | $ 2.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-01 18:39:51.960786+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-las-nieves-bogota/193581337,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 170.000.000 | $ 6.800.000 | $ 7.000.000 | $ 450.000.000 | $ 2.640.000 | $ 4.995.800 | $ 1.100.000 | $ 2.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-01 18:39:52.168190+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-paula-bogota/193442339,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 170.000.000 | $ 6.800.000 | $ 7.000.000 | $ 450.000.000 | $ 2.640.000 | $ 4.995.800 | $ 1.100.000 | $ 2.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-01 18:39:52.240732+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-mazuren-bogota/193928136,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 170.000.000 | $ 6.800.000 | $ 7.000.000 | $ 450.000.000 | $ 2.640.000 | $ 4.995.800 | $ 1.100.000 | $ 2.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-01 18:39:52.262455+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-el-cortijo-bogota/193691287,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 170.000.000 | $ 6.800.000 | $ 7.000.000 | $ 450.000.000 | $ 2.640.000 | $ 4.995.800 | $ 1.100.000 | $ 2.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-01 18:39:52.360166+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-polo-club-bogota/193801301,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 170.000.000 | $ 6.800.000 | $ 7.000.000 | $ 450.000.000 | $ 2.640.000 | $ 4.995.800 | $ 1.100.000 | $ 2.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-01 18:39:52.419495+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-la-esmeralda-bogota/193826909,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 170.000.000 | $ 6.800.000 | $ 7.000.000 | $ 450.000.000 | $ 2.640.000 | $ 4.995.800 | $ 1.100.000 | $ 2.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-01 18:39:52.427029+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-bellavista-occidental-bogota/193868668,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 170.000.000 | $ 6.800.000 | $ 7.000.000 | $ 450.000.000 | $ 2.640.000 | $ 4.995.800 | $ 1.100.000 | $ 2.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-01 18:39:52.739905+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-antiguo-country-bogota/192750152,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 170.000.000 | $ 6.800.000 | $ 7.000.000 | $ 450.000.000 | $ 2.640.000 | $ 4.995.800 | $ 1.100.000 | $ 2.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-01 18:39:53.006424+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-kennedy-bogota/193733211,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 170.000.000 | $ 6.800.000 | $ 7.000.000 | $ 450.000.000 | $ 2.640.000 | $ 4.995.800 | $ 1.100.000 | $ 2.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-01 18:39:53.012352+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193881519,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 170.000.000 | $ 6.800.000 | $ 7.000.000 | $ 450.000.000 | $ 2.640.000 | $ 4.995.800 | $ 1.100.000 | $ 2.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-01 18:39:53.122399+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chapinero-bogota/193063091,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 170.000.000 | $ 6.800.000 | $ 7.000.000 | $ 450.000.000 | $ 2.640.000 | $ 4.995.800 | $ 1.100.000 | $ 2.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-01 18:39:53.199273+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-las-ferias-bogota/193424704,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 170.000.000 | $ 6.800.000 | $ 7.000.000 | $ 450.000.000 | $ 2.640.000 | $ 4.995.800 | $ 1.100.000 | $ 2.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-01 18:39:53.205188+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-fontibon-bogota/193815880,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 170.000.000 | $ 6.800.000 | $ 7.000.000 | $ 450.000.000 | $ 2.640.000 | $ 4.995.800 | $ 1.100.000 | $ 2.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-01 18:39:53.379409+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-ciudad-salitre-bogota/193839918,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 170.000.000 | $ 6.800.000 | $ 7.000.000 | $ 450.000.000 | $ 2.640.000 | $ 4.995.800 | $ 1.100.000 | $ 2.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-01 18:39:53.417467+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-san-jose-de-usaquen-bogota/193765426,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 170.000.000 | $ 6.800.000 | $ 7.000.000 | $ 450.000.000 | $ 2.640.000 | $ 4.995.800 | $ 1.100.000 | $ 2.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-01 18:39:53.580493+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-colina-campestre-bogota/193923335,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 170.000.000 | $ 6.800.000 | $ 7.000.000 | $ 450.000.000 | $ 2.640.000 | $ 4.995.800 | $ 1.100.000 | $ 2.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-01 18:39:53.929507+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-carolina-bogota/193365302,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 170.000.000 | $ 6.800.000 | $ 7.000.000 | $ 450.000.000 | $ 2.640.000 | $ 4.995.800 | $ 1.100.000 | $ 2.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-01 18:39:53.987919+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-barrancas-norte-bogota/193747685,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 170.000.000 | $ 6.800.000 | $ 7.000.000 | $ 450.000.000 | $ 2.640.000 | $ 4.995.800 | $ 1.100.000 | $ 2.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-01 18:39:54.001561+00:00
