url,information,date_time
https://www.fincaraiz.com.co//edificio-en-arriendo-en-la-castellana-bogota/192890904,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 10.400.000 | $ 3.500.000 | $ 1.750.000 | $ 536.000.000 | $ 460.000.000 | $ 1.500.000 | $ 3.800.000 | $ 4.300.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-10 00:25:18.851051+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-usaquen-bogota/10520463,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 10.400.000 | $ 3.500.000 | $ 1.750.000 | $ 536.000.000 | $ 460.000.000 | $ 1.500.000 | $ 3.800.000 | $ 4.300.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-10 00:25:18.858414+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/193264291,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 10.400.000 | $ 3.500.000 | $ 1.750.000 | $ 536.000.000 | $ 460.000.000 | $ 1.500.000 | $ 3.800.000 | $ 4.300.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-10 00:25:18.867928+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-modelia-bogota/193135632,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 10.400.000 | $ 3.500.000 | $ 1.750.000 | $ 536.000.000 | $ 460.000.000 | $ 1.500.000 | $ 3.800.000 | $ 4.300.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-10 00:25:18.949235+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-barrios-unidos-bogota/193108875,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 10.400.000 | $ 3.500.000 | $ 1.750.000 | $ 536.000.000 | $ 460.000.000 | $ 1.500.000 | $ 3.800.000 | $ 4.300.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-10 00:25:19.063505+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cedritos-bogota/193350501,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 10.400.000 | $ 3.500.000 | $ 1.750.000 | $ 536.000.000 | $ 460.000.000 | $ 1.500.000 | $ 3.800.000 | $ 4.300.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-10 00:25:19.178725+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-consuelo-bogota/193129766,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 10.400.000 | $ 3.500.000 | $ 1.750.000 | $ 536.000.000 | $ 460.000.000 | $ 1.500.000 | $ 3.800.000 | $ 4.300.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-10 00:25:19.321049+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/192813390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 10.400.000 | $ 3.500.000 | $ 1.750.000 | $ 536.000.000 | $ 460.000.000 | $ 1.500.000 | $ 3.800.000 | $ 4.300.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-10 00:25:19.402321+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-olaya-bogota/10510376,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 10.400.000 | $ 3.500.000 | $ 1.750.000 | $ 536.000.000 | $ 460.000.000 | $ 1.500.000 | $ 3.800.000 | $ 4.300.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-10 00:25:19.683884+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-alto-bogota/193241881,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 10.400.000 | $ 3.500.000 | $ 1.750.000 | $ 536.000.000 | $ 460.000.000 | $ 1.500.000 | $ 3.800.000 | $ 4.300.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-10 00:25:19.858727+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-bosque-de-pinos-bogota/192750243,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 10.400.000 | $ 3.500.000 | $ 1.750.000 | $ 536.000.000 | $ 460.000.000 | $ 1.500.000 | $ 3.800.000 | $ 4.300.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-10 00:25:19.904373+00:00
