url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193397398,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.500.000 | $ 16.280.000 | $ 1.400.000 | $ 2.700.000 | $ 470.000.000 | $ 287.000.000 | $ 1.500.000.000 | $ 5.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-20 18:13:11.358009+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-los-rosales-bogota/193397410,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.500.000 | $ 16.280.000 | $ 1.400.000 | $ 2.700.000 | $ 470.000.000 | $ 287.000.000 | $ 1.500.000.000 | $ 5.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-20 18:13:11.376016+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-usaquen-bogota/10520463,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.500.000 | $ 16.280.000 | $ 1.400.000 | $ 2.700.000 | $ 470.000.000 | $ 287.000.000 | $ 1.500.000.000 | $ 5.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-20 18:13:11.383159+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-quinta-camacho-bogota/193397381,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.500.000 | $ 16.280.000 | $ 1.400.000 | $ 2.700.000 | $ 470.000.000 | $ 287.000.000 | $ 1.500.000.000 | $ 5.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-20 18:13:11.496881+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cedritos-bogota/193397362,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.500.000 | $ 16.280.000 | $ 1.400.000 | $ 2.700.000 | $ 470.000.000 | $ 287.000.000 | $ 1.500.000.000 | $ 5.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-20 18:13:11.672631+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193149472,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.500.000 | $ 16.280.000 | $ 1.400.000 | $ 2.700.000 | $ 470.000.000 | $ 287.000.000 | $ 1.500.000.000 | $ 5.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-20 18:13:11.679983+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-belalcazar-bogota/10276235,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.500.000 | $ 16.280.000 | $ 1.400.000 | $ 2.700.000 | $ 470.000.000 | $ 287.000.000 | $ 1.500.000.000 | $ 5.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-20 18:13:11.688284+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/192813390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.500.000 | $ 16.280.000 | $ 1.400.000 | $ 2.700.000 | $ 470.000.000 | $ 287.000.000 | $ 1.500.000.000 | $ 5.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-20 18:13:11.890716+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/192588248,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.500.000 | $ 16.280.000 | $ 1.400.000 | $ 2.700.000 | $ 470.000.000 | $ 287.000.000 | $ 1.500.000.000 | $ 5.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-20 18:13:12.184344+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-refugio-bogota/193306979,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.500.000 | $ 16.280.000 | $ 1.400.000 | $ 2.700.000 | $ 470.000.000 | $ 287.000.000 | $ 1.500.000.000 | $ 5.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-20 18:13:12.277696+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-cedritos-bogota/193326610,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.500.000 | $ 16.280.000 | $ 1.400.000 | $ 2.700.000 | $ 470.000.000 | $ 287.000.000 | $ 1.500.000.000 | $ 5.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-20 18:13:12.327066+00:00
