url,information,date_time
https://www.fincaraiz.com.co//bodega-en-arriendo-en-bogota/193660266,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.348.000.000 | $ 425.000.000 | $ 535.000.000 | $ 535.000.000 | $ 218.000.000 | $ 790.000.000 | $ 305.000.000 | $ 263.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-28 07:19:57.361054+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-puente-aranda-bogota/193719110,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.348.000.000 | $ 425.000.000 | $ 535.000.000 | $ 535.000.000 | $ 218.000.000 | $ 790.000.000 | $ 305.000.000 | $ 263.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-28 07:19:57.367479+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-el-chico-bogota/193378438,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.348.000.000 | $ 425.000.000 | $ 535.000.000 | $ 535.000.000 | $ 218.000.000 | $ 790.000.000 | $ 305.000.000 | $ 263.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-28 07:19:57.388812+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/191878773,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.348.000.000 | $ 425.000.000 | $ 535.000.000 | $ 535.000.000 | $ 218.000.000 | $ 790.000.000 | $ 305.000.000 | $ 263.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-28 07:19:57.500180+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-chico-norte-bogota/193674574,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.348.000.000 | $ 425.000.000 | $ 535.000.000 | $ 535.000.000 | $ 218.000.000 | $ 790.000.000 | $ 305.000.000 | $ 263.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-28 07:19:57.507207+00:00
https://www.fincaraiz.com.co//edificio-en-arriendo-en-santa-ana-oriental-bogota/193555567,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.348.000.000 | $ 425.000.000 | $ 535.000.000 | $ 535.000.000 | $ 218.000.000 | $ 790.000.000 | $ 305.000.000 | $ 263.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-28 07:19:57.513645+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-santa-paula-bogota/193282905,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.348.000.000 | $ 425.000.000 | $ 535.000.000 | $ 535.000.000 | $ 218.000.000 | $ 790.000.000 | $ 305.000.000 | $ 263.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-28 07:19:57.578755+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-bogota/193778077,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.348.000.000 | $ 425.000.000 | $ 535.000.000 | $ 535.000.000 | $ 218.000.000 | $ 790.000.000 | $ 305.000.000 | $ 263.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-28 07:19:58.195713+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-calleja-bogota/193719294,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.348.000.000 | $ 425.000.000 | $ 535.000.000 | $ 535.000.000 | $ 218.000.000 | $ 790.000.000 | $ 305.000.000 | $ 263.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-28 07:19:58.233301+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-gran-america-bogota/193579168,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.348.000.000 | $ 425.000.000 | $ 535.000.000 | $ 535.000.000 | $ 218.000.000 | $ 790.000.000 | $ 305.000.000 | $ 263.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-28 07:19:58.250369+00:00
