url,information,date_time
https://www.fincaraiz.com.co//local-en-arriendo-en-la-veracruz-bogota/192803397,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.500.000 | $ 600.000.000 | $ 330.000.000 | $ 1.900.000 | $ 3.000.000 | $ 1.600.000 | $ 3.200.000 | $ 247.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-17 12:20:05.076953+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-bosque-de-pinos-bogota/10769713,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.500.000 | $ 600.000.000 | $ 330.000.000 | $ 1.900.000 | $ 3.000.000 | $ 1.600.000 | $ 3.200.000 | $ 247.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-17 12:20:05.831005+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-teusaquillo-bogota/192857773,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.500.000 | $ 600.000.000 | $ 330.000.000 | $ 1.900.000 | $ 3.000.000 | $ 1.600.000 | $ 3.200.000 | $ 247.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-17 12:20:05.846209+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-bella-suiza-bogota/193620251,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.500.000 | $ 600.000.000 | $ 330.000.000 | $ 1.900.000 | $ 3.000.000 | $ 1.600.000 | $ 3.200.000 | $ 247.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-17 12:20:05.854147+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/191878773,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.500.000 | $ 600.000.000 | $ 330.000.000 | $ 1.900.000 | $ 3.000.000 | $ 1.600.000 | $ 3.200.000 | $ 247.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-17 12:20:05.860117+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-belalcazar-bogota/10276235,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.500.000 | $ 600.000.000 | $ 330.000.000 | $ 1.900.000 | $ 3.000.000 | $ 1.600.000 | $ 3.200.000 | $ 247.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-17 12:20:05.866771+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-chapinero-bogota/191102322,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.500.000 | $ 600.000.000 | $ 330.000.000 | $ 1.900.000 | $ 3.000.000 | $ 1.600.000 | $ 3.200.000 | $ 247.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-17 12:20:05.873580+00:00
https://www.fincaraiz.com.co//edificio-en-arriendo-en-santa-ana-oriental-bogota/193555567,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.500.000 | $ 600.000.000 | $ 330.000.000 | $ 1.900.000 | $ 3.000.000 | $ 1.600.000 | $ 3.200.000 | $ 247.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-17 12:20:06.093631+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-tierra-buena-bogota/193593819,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.500.000 | $ 600.000.000 | $ 330.000.000 | $ 1.900.000 | $ 3.000.000 | $ 1.600.000 | $ 3.200.000 | $ 247.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-17 12:20:06.129946+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-los-monjes-bogota/193452880,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.500.000 | $ 600.000.000 | $ 330.000.000 | $ 1.900.000 | $ 3.000.000 | $ 1.600.000 | $ 3.200.000 | $ 247.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-17 12:20:06.696553+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-el-batan-bogota/192663470,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.500.000 | $ 600.000.000 | $ 330.000.000 | $ 1.900.000 | $ 3.000.000 | $ 1.600.000 | $ 3.200.000 | $ 247.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-17 12:20:06.731524+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-bogota/10300318,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.500.000 | $ 600.000.000 | $ 330.000.000 | $ 1.900.000 | $ 3.000.000 | $ 1.600.000 | $ 3.200.000 | $ 247.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-17 12:20:06.807172+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-bogota/193371665,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.500.000 | $ 600.000.000 | $ 330.000.000 | $ 1.900.000 | $ 3.000.000 | $ 1.600.000 | $ 3.200.000 | $ 247.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-17 12:20:06.963315+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-batan-bogota/193441918,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.500.000 | $ 600.000.000 | $ 330.000.000 | $ 1.900.000 | $ 3.000.000 | $ 1.600.000 | $ 3.200.000 | $ 247.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-17 12:20:06.981075+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-galerias-bogota/193256970,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.500.000 | $ 600.000.000 | $ 330.000.000 | $ 1.900.000 | $ 3.000.000 | $ 1.600.000 | $ 3.200.000 | $ 247.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-17 12:20:06.997462+00:00
