url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-navarra-bogota/193602440,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.300.000 | $ 1.000.000.000 | $ 5.000.000 | $ 6.499.999 | $ 470.000.000 | $ 1.500.000 | $ 360.000.000 | $ 780.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-08 12:29:04.969661+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-la-macarena-bogota/192657270,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.300.000 | $ 1.000.000.000 | $ 5.000.000 | $ 6.499.999 | $ 470.000.000 | $ 1.500.000 | $ 360.000.000 | $ 780.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-08 12:29:04.996303+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193717113,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.300.000 | $ 1.000.000.000 | $ 5.000.000 | $ 6.499.999 | $ 470.000.000 | $ 1.500.000 | $ 360.000.000 | $ 780.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-08 12:29:05.008287+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193420807,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.300.000 | $ 1.000.000.000 | $ 5.000.000 | $ 6.499.999 | $ 470.000.000 | $ 1.500.000 | $ 360.000.000 | $ 780.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-08 12:29:05.021235+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/10924799,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.300.000 | $ 1.000.000.000 | $ 5.000.000 | $ 6.499.999 | $ 470.000.000 | $ 1.500.000 | $ 360.000.000 | $ 780.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-08 12:29:05.241694+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193576476,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.300.000 | $ 1.000.000.000 | $ 5.000.000 | $ 6.499.999 | $ 470.000.000 | $ 1.500.000 | $ 360.000.000 | $ 780.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-08 12:29:05.250197+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-fontibon-bogota/193542241,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.300.000 | $ 1.000.000.000 | $ 5.000.000 | $ 6.499.999 | $ 470.000.000 | $ 1.500.000 | $ 360.000.000 | $ 780.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-08 12:29:05.443515+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-quinta-paredes-bogota/193291243,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.300.000 | $ 1.000.000.000 | $ 5.000.000 | $ 6.499.999 | $ 470.000.000 | $ 1.500.000 | $ 360.000.000 | $ 780.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-08 12:29:05.555561+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-milenta-bogota/193001187,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.300.000 | $ 1.000.000.000 | $ 5.000.000 | $ 6.499.999 | $ 470.000.000 | $ 1.500.000 | $ 360.000.000 | $ 780.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-08 12:29:05.957822+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-chico-norte-bogota/193390131,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.300.000 | $ 1.000.000.000 | $ 5.000.000 | $ 6.499.999 | $ 470.000.000 | $ 1.500.000 | $ 360.000.000 | $ 780.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-08 12:29:05.966887+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-zona-franca-bogota/193070184,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.300.000 | $ 1.000.000.000 | $ 5.000.000 | $ 6.499.999 | $ 470.000.000 | $ 1.500.000 | $ 360.000.000 | $ 780.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-08 12:29:05.985709+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-bogota/5736240,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.300.000 | $ 1.000.000.000 | $ 5.000.000 | $ 6.499.999 | $ 470.000.000 | $ 1.500.000 | $ 360.000.000 | $ 780.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-08 12:29:06.014485+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-barrios-unidos-bogota/193656137,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.300.000 | $ 1.000.000.000 | $ 5.000.000 | $ 6.499.999 | $ 470.000.000 | $ 1.500.000 | $ 360.000.000 | $ 780.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-08 12:29:06.048406+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-las-orquideas-bogota/193454696,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.300.000 | $ 1.000.000.000 | $ 5.000.000 | $ 6.499.999 | $ 470.000.000 | $ 1.500.000 | $ 360.000.000 | $ 780.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-08 12:29:06.232991+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-la-esmeralda-bogota/193468903,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.300.000 | $ 1.000.000.000 | $ 5.000.000 | $ 6.499.999 | $ 470.000.000 | $ 1.500.000 | $ 360.000.000 | $ 780.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-08 12:29:06.243732+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cerros-de-suba-bogota/192648174,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.300.000 | $ 1.000.000.000 | $ 5.000.000 | $ 6.499.999 | $ 470.000.000 | $ 1.500.000 | $ 360.000.000 | $ 780.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-08 12:29:06.309668+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-fontibon-bogota/193066062,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.300.000 | $ 1.000.000.000 | $ 5.000.000 | $ 6.499.999 | $ 470.000.000 | $ 1.500.000 | $ 360.000.000 | $ 780.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-08 12:29:06.913456+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cedritos-bogota/193691560,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.300.000 | $ 1.000.000.000 | $ 5.000.000 | $ 6.499.999 | $ 470.000.000 | $ 1.500.000 | $ 360.000.000 | $ 780.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-08 12:29:06.943696+00:00
