url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-san-patricio-bogota/191269207,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 492.000.000 | $ 600.000.000 | $ 350.000.000 | $ 5.500.000 | $ 15.000.000 | $ 15.000.000 | $ 700.000 | $ 2.650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-20 12:51:13.550450+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193736850,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 492.000.000 | $ 600.000.000 | $ 350.000.000 | $ 5.500.000 | $ 15.000.000 | $ 15.000.000 | $ 700.000 | $ 2.650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-20 12:51:13.560066+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-bogota/193660266,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 492.000.000 | $ 600.000.000 | $ 350.000.000 | $ 5.500.000 | $ 15.000.000 | $ 15.000.000 | $ 700.000 | $ 2.650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-20 12:51:13.593320+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-las-ferias-bogota/193424704,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 492.000.000 | $ 600.000.000 | $ 350.000.000 | $ 5.500.000 | $ 15.000.000 | $ 15.000.000 | $ 700.000 | $ 2.650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-20 12:51:13.646188+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193486539,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 492.000.000 | $ 600.000.000 | $ 350.000.000 | $ 5.500.000 | $ 15.000.000 | $ 15.000.000 | $ 700.000 | $ 2.650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-20 12:51:13.655968+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-chapinero-central-bogota/193631662,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 492.000.000 | $ 600.000.000 | $ 350.000.000 | $ 5.500.000 | $ 15.000.000 | $ 15.000.000 | $ 700.000 | $ 2.650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-20 12:51:13.680825+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193420807,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 492.000.000 | $ 600.000.000 | $ 350.000.000 | $ 5.500.000 | $ 15.000.000 | $ 15.000.000 | $ 700.000 | $ 2.650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-20 12:51:13.744510+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-chapinero-bogota/192927100,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 492.000.000 | $ 600.000.000 | $ 350.000.000 | $ 5.500.000 | $ 15.000.000 | $ 15.000.000 | $ 700.000 | $ 2.650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-20 12:51:13.966480+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-bosques-del-marques-bogota/193617043,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 492.000.000 | $ 600.000.000 | $ 350.000.000 | $ 5.500.000 | $ 15.000.000 | $ 15.000.000 | $ 700.000 | $ 2.650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-20 12:51:14.375382+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-san-cristobal-norte-bogota/193732828,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 492.000.000 | $ 600.000.000 | $ 350.000.000 | $ 5.500.000 | $ 15.000.000 | $ 15.000.000 | $ 700.000 | $ 2.650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-20 12:51:14.444925+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-chapinero-bogota/193638884,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 492.000.000 | $ 600.000.000 | $ 350.000.000 | $ 5.500.000 | $ 15.000.000 | $ 15.000.000 | $ 700.000 | $ 2.650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-20 12:51:14.453726+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-la-soledad-bogota/193584080,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 492.000.000 | $ 600.000.000 | $ 350.000.000 | $ 5.500.000 | $ 15.000.000 | $ 15.000.000 | $ 700.000 | $ 2.650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-20 12:51:14.460084+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-ciudad-salitre-bogota/193631069,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 492.000.000 | $ 600.000.000 | $ 350.000.000 | $ 5.500.000 | $ 15.000.000 | $ 15.000.000 | $ 700.000 | $ 2.650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-20 12:51:14.515166+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-cedritos-bogota/193619138,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 492.000.000 | $ 600.000.000 | $ 350.000.000 | $ 5.500.000 | $ 15.000.000 | $ 15.000.000 | $ 700.000 | $ 2.650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-20 12:51:14.652178+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-alhambra-bogota/192253651,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 492.000.000 | $ 600.000.000 | $ 350.000.000 | $ 5.500.000 | $ 15.000.000 | $ 15.000.000 | $ 700.000 | $ 2.650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-20 12:51:14.752218+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-santa-paula-bogota/193282905,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 492.000.000 | $ 600.000.000 | $ 350.000.000 | $ 5.500.000 | $ 15.000.000 | $ 15.000.000 | $ 700.000 | $ 2.650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-20 12:51:14.827926+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193566489,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 492.000.000 | $ 600.000.000 | $ 350.000.000 | $ 5.500.000 | $ 15.000.000 | $ 15.000.000 | $ 700.000 | $ 2.650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-20 12:51:15.300723+00:00
