url,information,date_time
https://www.fincaraiz.com.co//bodega-en-arriendo-en-montevideo-bogota/194224905,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.900.000.000 | $ 2.900.000 | $ 250.000.000 | $ 4.300.000.000 | $ 1.450.000 | $ 2.500.000 | $ 300.000.000 | $ 600.000.000 | Desde $ 179.820.000 | Desde $ 3.957.960.000 | Desde $ 1.430.120.917 | Desde $ 459.300.000 | Desde $ 476.300.000 | Desde $ 327.560.000 | Desde $ 277.523.000 | Desde $ 296.822.732 | Desde $ 237.013.000 | Desde $ 262.635.000 | Desde $ 270.623.000 | Desde $ 459.300.000 | Desde $ 320.685.000 | Desde $ 571.110.000 | Desde $ 300.000.000 | Desde $ 185.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-15 10:52:36.883449+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chapinero-bogota/193886634,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.900.000.000 | $ 2.900.000 | $ 250.000.000 | $ 4.300.000.000 | $ 1.450.000 | $ 2.500.000 | $ 300.000.000 | $ 600.000.000 | Desde $ 179.820.000 | Desde $ 3.957.960.000 | Desde $ 1.430.120.917 | Desde $ 459.300.000 | Desde $ 476.300.000 | Desde $ 327.560.000 | Desde $ 277.523.000 | Desde $ 296.822.732 | Desde $ 237.013.000 | Desde $ 262.635.000 | Desde $ 270.623.000 | Desde $ 459.300.000 | Desde $ 320.685.000 | Desde $ 571.110.000 | Desde $ 300.000.000 | Desde $ 185.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-15 10:52:36.941807+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-alameda-bogota/194255765,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.900.000.000 | $ 2.900.000 | $ 250.000.000 | $ 4.300.000.000 | $ 1.450.000 | $ 2.500.000 | $ 300.000.000 | $ 600.000.000 | Desde $ 179.820.000 | Desde $ 3.957.960.000 | Desde $ 1.430.120.917 | Desde $ 459.300.000 | Desde $ 476.300.000 | Desde $ 327.560.000 | Desde $ 277.523.000 | Desde $ 296.822.732 | Desde $ 237.013.000 | Desde $ 262.635.000 | Desde $ 270.623.000 | Desde $ 459.300.000 | Desde $ 320.685.000 | Desde $ 571.110.000 | Desde $ 300.000.000 | Desde $ 185.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-15 10:52:36.958249+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-santander-sur-bogota/194073270,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.900.000.000 | $ 2.900.000 | $ 250.000.000 | $ 4.300.000.000 | $ 1.450.000 | $ 2.500.000 | $ 300.000.000 | $ 600.000.000 | Desde $ 179.820.000 | Desde $ 3.957.960.000 | Desde $ 1.430.120.917 | Desde $ 459.300.000 | Desde $ 476.300.000 | Desde $ 327.560.000 | Desde $ 277.523.000 | Desde $ 296.822.732 | Desde $ 237.013.000 | Desde $ 262.635.000 | Desde $ 270.623.000 | Desde $ 459.300.000 | Desde $ 320.685.000 | Desde $ 571.110.000 | Desde $ 300.000.000 | Desde $ 185.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-15 10:52:36.974142+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-emaus-bogota/193997834,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.900.000.000 | $ 2.900.000 | $ 250.000.000 | $ 4.300.000.000 | $ 1.450.000 | $ 2.500.000 | $ 300.000.000 | $ 600.000.000 | Desde $ 179.820.000 | Desde $ 3.957.960.000 | Desde $ 1.430.120.917 | Desde $ 459.300.000 | Desde $ 476.300.000 | Desde $ 327.560.000 | Desde $ 277.523.000 | Desde $ 296.822.732 | Desde $ 237.013.000 | Desde $ 262.635.000 | Desde $ 270.623.000 | Desde $ 459.300.000 | Desde $ 320.685.000 | Desde $ 571.110.000 | Desde $ 300.000.000 | Desde $ 185.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-15 10:52:37.001582+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/194024657,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.900.000.000 | $ 2.900.000 | $ 250.000.000 | $ 4.300.000.000 | $ 1.450.000 | $ 2.500.000 | $ 300.000.000 | $ 600.000.000 | Desde $ 179.820.000 | Desde $ 3.957.960.000 | Desde $ 1.430.120.917 | Desde $ 459.300.000 | Desde $ 476.300.000 | Desde $ 327.560.000 | Desde $ 277.523.000 | Desde $ 296.822.732 | Desde $ 237.013.000 | Desde $ 262.635.000 | Desde $ 270.623.000 | Desde $ 459.300.000 | Desde $ 320.685.000 | Desde $ 571.110.000 | Desde $ 300.000.000 | Desde $ 185.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-15 10:52:37.263252+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-niza-bogota/193947250,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.900.000.000 | $ 2.900.000 | $ 250.000.000 | $ 4.300.000.000 | $ 1.450.000 | $ 2.500.000 | $ 300.000.000 | $ 600.000.000 | Desde $ 179.820.000 | Desde $ 3.957.960.000 | Desde $ 1.430.120.917 | Desde $ 459.300.000 | Desde $ 476.300.000 | Desde $ 327.560.000 | Desde $ 277.523.000 | Desde $ 296.822.732 | Desde $ 237.013.000 | Desde $ 262.635.000 | Desde $ 270.623.000 | Desde $ 459.300.000 | Desde $ 320.685.000 | Desde $ 571.110.000 | Desde $ 300.000.000 | Desde $ 185.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-15 10:52:37.282058+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-san-gabriel-norte-bogota/194048536,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.900.000.000 | $ 2.900.000 | $ 250.000.000 | $ 4.300.000.000 | $ 1.450.000 | $ 2.500.000 | $ 300.000.000 | $ 600.000.000 | Desde $ 179.820.000 | Desde $ 3.957.960.000 | Desde $ 1.430.120.917 | Desde $ 459.300.000 | Desde $ 476.300.000 | Desde $ 327.560.000 | Desde $ 277.523.000 | Desde $ 296.822.732 | Desde $ 237.013.000 | Desde $ 262.635.000 | Desde $ 270.623.000 | Desde $ 459.300.000 | Desde $ 320.685.000 | Desde $ 571.110.000 | Desde $ 300.000.000 | Desde $ 185.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-15 10:52:37.295717+00:00
https://www.fincaraiz.com.co//edificio-en-arriendo-en-niza-bogota/194254306,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.900.000.000 | $ 2.900.000 | $ 250.000.000 | $ 4.300.000.000 | $ 1.450.000 | $ 2.500.000 | $ 300.000.000 | $ 600.000.000 | Desde $ 179.820.000 | Desde $ 3.957.960.000 | Desde $ 1.430.120.917 | Desde $ 459.300.000 | Desde $ 476.300.000 | Desde $ 327.560.000 | Desde $ 277.523.000 | Desde $ 296.822.732 | Desde $ 237.013.000 | Desde $ 262.635.000 | Desde $ 270.623.000 | Desde $ 459.300.000 | Desde $ 320.685.000 | Desde $ 571.110.000 | Desde $ 300.000.000 | Desde $ 185.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-15 10:52:38.371063+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-montevideo-bogota/193145777,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.900.000.000 | $ 2.900.000 | $ 250.000.000 | $ 4.300.000.000 | $ 1.450.000 | $ 2.500.000 | $ 300.000.000 | $ 600.000.000 | Desde $ 179.820.000 | Desde $ 3.957.960.000 | Desde $ 1.430.120.917 | Desde $ 459.300.000 | Desde $ 476.300.000 | Desde $ 327.560.000 | Desde $ 277.523.000 | Desde $ 296.822.732 | Desde $ 237.013.000 | Desde $ 262.635.000 | Desde $ 270.623.000 | Desde $ 459.300.000 | Desde $ 320.685.000 | Desde $ 571.110.000 | Desde $ 300.000.000 | Desde $ 185.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-15 10:52:38.396408+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chapinero-alto-bogota/194075195,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.900.000.000 | $ 2.900.000 | $ 250.000.000 | $ 4.300.000.000 | $ 1.450.000 | $ 2.500.000 | $ 300.000.000 | $ 600.000.000 | Desde $ 179.820.000 | Desde $ 3.957.960.000 | Desde $ 1.430.120.917 | Desde $ 459.300.000 | Desde $ 476.300.000 | Desde $ 327.560.000 | Desde $ 277.523.000 | Desde $ 296.822.732 | Desde $ 237.013.000 | Desde $ 262.635.000 | Desde $ 270.623.000 | Desde $ 459.300.000 | Desde $ 320.685.000 | Desde $ 571.110.000 | Desde $ 300.000.000 | Desde $ 185.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-15 10:52:38.415808+00:00
