url,information,date_time
https://www.fincaraiz.com.co//local-en-arriendo-en-zona-franca-bogota/193070184,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 49.500.000 | $ 1.400.000 | $ 1.395.000.000 | $ 1.050.000.000 | $ 1.400.000 | $ 300.000.000 | $ 2.300.000 | $ 16.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-11 18:10:01.424064+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-alcazares-norte-bogota/191248514,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 49.500.000 | $ 1.400.000 | $ 1.395.000.000 | $ 1.050.000.000 | $ 1.400.000 | $ 300.000.000 | $ 2.300.000 | $ 16.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-11 18:10:01.493322+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-batan-bogota/193481563,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 49.500.000 | $ 1.400.000 | $ 1.395.000.000 | $ 1.050.000.000 | $ 1.400.000 | $ 300.000.000 | $ 2.300.000 | $ 16.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-11 18:10:01.536464+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-la-veracruz-bogota/192803397,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 49.500.000 | $ 1.400.000 | $ 1.395.000.000 | $ 1.050.000.000 | $ 1.400.000 | $ 300.000.000 | $ 2.300.000 | $ 16.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-11 18:10:01.710801+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-barrios-unidos-bogota/193486843,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 49.500.000 | $ 1.400.000 | $ 1.395.000.000 | $ 1.050.000.000 | $ 1.400.000 | $ 300.000.000 | $ 2.300.000 | $ 16.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-11 18:10:01.718150+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-puente-aranda-bogota/193506520,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 49.500.000 | $ 1.400.000 | $ 1.395.000.000 | $ 1.050.000.000 | $ 1.400.000 | $ 300.000.000 | $ 2.300.000 | $ 16.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-11 18:10:01.894129+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-chapinero-bogota/193351990,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 49.500.000 | $ 1.400.000 | $ 1.395.000.000 | $ 1.050.000.000 | $ 1.400.000 | $ 300.000.000 | $ 2.300.000 | $ 16.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-11 18:10:02.063434+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-santa-barbara-oriental-bogota/193611572,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 49.500.000 | $ 1.400.000 | $ 1.395.000.000 | $ 1.050.000.000 | $ 1.400.000 | $ 300.000.000 | $ 2.300.000 | $ 16.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-11 18:10:02.441167+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-bogota/193470251,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 49.500.000 | $ 1.400.000 | $ 1.395.000.000 | $ 1.050.000.000 | $ 1.400.000 | $ 300.000.000 | $ 2.300.000 | $ 16.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-11 18:10:02.614226+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193593700,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 49.500.000 | $ 1.400.000 | $ 1.395.000.000 | $ 1.050.000.000 | $ 1.400.000 | $ 300.000.000 | $ 2.300.000 | $ 16.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-11 18:10:02.693470+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-villa-del-rosario-bogota/193503649,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 49.500.000 | $ 1.400.000 | $ 1.395.000.000 | $ 1.050.000.000 | $ 1.400.000 | $ 300.000.000 | $ 2.300.000 | $ 16.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-11 18:10:02.725982+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-colina-campestre-bogota/193409625,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 49.500.000 | $ 1.400.000 | $ 1.395.000.000 | $ 1.050.000.000 | $ 1.400.000 | $ 300.000.000 | $ 2.300.000 | $ 16.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-11 18:10:02.774127+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/191878773,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 49.500.000 | $ 1.400.000 | $ 1.395.000.000 | $ 1.050.000.000 | $ 1.400.000 | $ 300.000.000 | $ 2.300.000 | $ 16.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-11 18:10:02.837679+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-bosque-de-pinos-bogota/10769713,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 49.500.000 | $ 1.400.000 | $ 1.395.000.000 | $ 1.050.000.000 | $ 1.400.000 | $ 300.000.000 | $ 2.300.000 | $ 16.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-11 18:10:02.855225+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-chapinero-bogota/192246598,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 49.500.000 | $ 1.400.000 | $ 1.395.000.000 | $ 1.050.000.000 | $ 1.400.000 | $ 300.000.000 | $ 2.300.000 | $ 16.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-11 18:10:02.970194+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-macarena-bogota/192827261,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 49.500.000 | $ 1.400.000 | $ 1.395.000.000 | $ 1.050.000.000 | $ 1.400.000 | $ 300.000.000 | $ 2.300.000 | $ 16.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-11 18:10:03.444283+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/10924799,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 49.500.000 | $ 1.400.000 | $ 1.395.000.000 | $ 1.050.000.000 | $ 1.400.000 | $ 300.000.000 | $ 2.300.000 | $ 16.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-11 18:10:03.531587+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-galerias-bogota/193256970,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 49.500.000 | $ 1.400.000 | $ 1.395.000.000 | $ 1.050.000.000 | $ 1.400.000 | $ 300.000.000 | $ 2.300.000 | $ 16.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-11 18:10:03.541244+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-los-monjes-bogota/193452880,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 49.500.000 | $ 1.400.000 | $ 1.395.000.000 | $ 1.050.000.000 | $ 1.400.000 | $ 300.000.000 | $ 2.300.000 | $ 16.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-11 18:10:03.792421+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-cedritos-bogota/193462191,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 49.500.000 | $ 1.400.000 | $ 1.395.000.000 | $ 1.050.000.000 | $ 1.400.000 | $ 300.000.000 | $ 2.300.000 | $ 16.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-11 18:10:04.065803+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chapinero-bogota/193486847,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 49.500.000 | $ 1.400.000 | $ 1.395.000.000 | $ 1.050.000.000 | $ 1.400.000 | $ 300.000.000 | $ 2.300.000 | $ 16.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-11 18:10:04.087221+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-fontibon-bogota/193150679,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 49.500.000 | $ 1.400.000 | $ 1.395.000.000 | $ 1.050.000.000 | $ 1.400.000 | $ 300.000.000 | $ 2.300.000 | $ 16.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-11 18:10:04.121915+00:00
