url,information,date_time
https://www.fincaraiz.com.co//casa-en-arriendo-en-chapinero-bogota/194193700,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 586.000.000 | $ 1.950.000 | $ 1.300.000.000 | $ 3.500.000.000 | $ 325.000.000 | $ 2.600.000.000 | $ 230.000.000 | $ 2.850.000.000 | Desde $ 634.818.500 | Desde $ 715.847.506 | Desde $ 425.090.659 | Desde $ 341.961.077 | Desde $ 179.820.000 | Desde $ 3.957.960.000 | Desde $ 1.430.120.917 | Desde $ 459.300.000 | Desde $ 237.013.000 | Desde $ 270.623.000 | Desde $ 262.635.000 | Desde $ 459.300.000 | Desde $ 320.685.000 | Desde $ 571.110.000 | Desde $ 300.000.000 | Desde $ 185.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-18 10:25:21.616408+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-santa-barbara-central-bogota/193709784,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 586.000.000 | $ 1.950.000 | $ 1.300.000.000 | $ 3.500.000.000 | $ 325.000.000 | $ 2.600.000.000 | $ 230.000.000 | $ 2.850.000.000 | Desde $ 634.818.500 | Desde $ 715.847.506 | Desde $ 425.090.659 | Desde $ 341.961.077 | Desde $ 179.820.000 | Desde $ 1.430.120.917 | Desde $ 3.957.960.000 | Desde $ 459.300.000 | Desde $ 237.013.000 | Desde $ 270.623.000 | Desde $ 262.635.000 | Desde $ 459.300.000 | Desde $ 320.685.000 | Desde $ 571.110.000 | Desde $ 300.000.000 | Desde $ 185.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-18 10:25:21.843251+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chapinero-bogota/193655701,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 586.000.000 | $ 1.950.000 | $ 1.300.000.000 | $ 3.500.000.000 | $ 325.000.000 | $ 2.600.000.000 | $ 230.000.000 | $ 2.850.000.000 | Desde $ 634.818.500 | Desde $ 715.847.506 | Desde $ 425.090.659 | Desde $ 341.961.077 | Desde $ 179.820.000 | Desde $ 3.957.960.000 | Desde $ 1.430.120.917 | Desde $ 459.300.000 | Desde $ 237.013.000 | Desde $ 270.623.000 | Desde $ 262.635.000 | Desde $ 459.300.000 | Desde $ 320.685.000 | Desde $ 571.110.000 | Desde $ 300.000.000 | Desde $ 185.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-18 10:25:21.865915+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-la-porciuncula-bogota/193930407,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 586.000.000 | $ 1.950.000 | $ 1.300.000.000 | $ 3.500.000.000 | $ 325.000.000 | $ 2.600.000.000 | $ 230.000.000 | $ 2.850.000.000 | Desde $ 634.818.500 | Desde $ 715.847.506 | Desde $ 425.090.659 | Desde $ 341.961.077 | Desde $ 179.820.000 | Desde $ 3.957.960.000 | Desde $ 1.430.120.917 | Desde $ 459.300.000 | Desde $ 237.013.000 | Desde $ 270.623.000 | Desde $ 262.635.000 | Desde $ 459.300.000 | Desde $ 320.685.000 | Desde $ 571.110.000 | Desde $ 300.000.000 | Desde $ 185.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-18 10:25:21.908309+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-usaquen-bogota/194233483,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 586.000.000 | $ 1.950.000 | $ 1.300.000.000 | $ 3.500.000.000 | $ 325.000.000 | $ 2.600.000.000 | $ 230.000.000 | $ 2.850.000.000 | Desde $ 634.818.500 | Desde $ 715.847.506 | Desde $ 425.090.659 | Desde $ 341.961.077 | Desde $ 179.820.000 | Desde $ 3.957.960.000 | Desde $ 1.430.120.917 | Desde $ 459.300.000 | Desde $ 237.013.000 | Desde $ 262.635.000 | Desde $ 270.623.000 | Desde $ 459.300.000 | Desde $ 320.685.000 | Desde $ 571.110.000 | Desde $ 300.000.000 | Desde $ 185.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-18 10:25:21.930764+00:00
https://www.fincaraiz.com.co//consultorio-en-arriendo-en-chapinero-bogota/193568740,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 586.000.000 | $ 1.950.000 | $ 1.300.000.000 | $ 3.500.000.000 | $ 325.000.000 | $ 2.600.000.000 | $ 230.000.000 | $ 2.850.000.000 | Desde $ 634.818.500 | Desde $ 715.847.506 | Desde $ 425.090.659 | Desde $ 341.961.077 | Desde $ 179.820.000 | Desde $ 3.957.960.000 | Desde $ 1.430.120.917 | Desde $ 459.300.000 | Desde $ 237.013.000 | Desde $ 262.635.000 | Desde $ 270.623.000 | Desde $ 459.300.000 | Desde $ 320.685.000 | Desde $ 571.110.000 | Desde $ 300.000.000 | Desde $ 185.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-18 10:25:21.946103+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-polo-club-bogota/194097872,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 586.000.000 | $ 1.950.000 | $ 1.300.000.000 | $ 3.500.000.000 | $ 325.000.000 | $ 2.600.000.000 | $ 230.000.000 | $ 2.850.000.000 | Desde $ 634.818.500 | Desde $ 715.847.506 | Desde $ 425.090.659 | Desde $ 341.961.077 | Desde $ 179.820.000 | Desde $ 1.430.120.917 | Desde $ 3.957.960.000 | Desde $ 459.300.000 | Desde $ 237.013.000 | Desde $ 270.623.000 | Desde $ 262.635.000 | Desde $ 459.300.000 | Desde $ 320.685.000 | Desde $ 571.110.000 | Desde $ 300.000.000 | Desde $ 185.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-18 10:25:21.968778+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-boyaca-real-bogota/192531930,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 586.000.000 | $ 1.950.000 | $ 1.300.000.000 | $ 3.500.000.000 | $ 325.000.000 | $ 2.600.000.000 | $ 230.000.000 | $ 2.850.000.000 | Desde $ 634.818.500 | Desde $ 715.847.506 | Desde $ 425.090.659 | Desde $ 341.961.077 | Desde $ 179.820.000 | Desde $ 3.957.960.000 | Desde $ 1.430.120.917 | Desde $ 459.300.000 | Desde $ 237.013.000 | Desde $ 262.635.000 | Desde $ 270.623.000 | Desde $ 459.300.000 | Desde $ 320.685.000 | Desde $ 571.110.000 | Desde $ 300.000.000 | Desde $ 185.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-18 10:25:22.206652+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-san-simon-bogota/194275295,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 586.000.000 | $ 1.950.000 | $ 1.300.000.000 | $ 3.500.000.000 | $ 325.000.000 | $ 2.600.000.000 | $ 230.000.000 | $ 2.850.000.000 | Desde $ 634.818.500 | Desde $ 715.847.506 | Desde $ 425.090.659 | Desde $ 341.961.077 | Desde $ 179.820.000 | Desde $ 3.957.960.000 | Desde $ 1.430.120.917 | Desde $ 459.300.000 | Desde $ 237.013.000 | Desde $ 270.623.000 | Desde $ 262.635.000 | Desde $ 459.300.000 | Desde $ 320.685.000 | Desde $ 571.110.000 | Desde $ 300.000.000 | Desde $ 185.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-18 10:25:22.780443+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-bogota/194244857,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 586.000.000 | $ 1.950.000 | $ 1.300.000.000 | $ 3.500.000.000 | $ 325.000.000 | $ 2.600.000.000 | $ 230.000.000 | $ 2.850.000.000 | Desde $ 634.818.500 | Desde $ 715.847.506 | Desde $ 425.090.659 | Desde $ 341.961.077 | Desde $ 179.820.000 | Desde $ 3.957.960.000 | Desde $ 1.430.120.917 | Desde $ 459.300.000 | Desde $ 237.013.000 | Desde $ 270.623.000 | Desde $ 262.635.000 | Desde $ 459.300.000 | Desde $ 320.685.000 | Desde $ 571.110.000 | Desde $ 300.000.000 | Desde $ 185.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-18 10:25:22.835471+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-virrey-bogota/194194285,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 586.000.000 | $ 1.950.000 | $ 1.300.000.000 | $ 3.500.000.000 | $ 325.000.000 | $ 2.600.000.000 | $ 230.000.000 | $ 2.850.000.000 | Desde $ 634.818.500 | Desde $ 715.847.506 | Desde $ 425.090.659 | Desde $ 341.961.077 | Desde $ 179.820.000 | Desde $ 3.957.960.000 | Desde $ 1.430.120.917 | Desde $ 459.300.000 | Desde $ 237.013.000 | Desde $ 270.623.000 | Desde $ 262.635.000 | Desde $ 459.300.000 | Desde $ 320.685.000 | Desde $ 571.110.000 | Desde $ 300.000.000 | Desde $ 185.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-18 10:25:22.981409+00:00
