url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/192813390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.638.000 | $ 1.900.000 | $ 2.150.000 | $ 520.000.000 | $ 412.000.000 | $ 2.000.000 | $ 16.000.000 | $ 1.650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-19 18:19:04.451994+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cedritos-bogota/193350501,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.638.000 | $ 1.900.000 | $ 2.150.000 | $ 520.000.000 | $ 412.000.000 | $ 2.000.000 | $ 16.000.000 | $ 1.650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-19 18:19:04.487111+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-usaquen-bogota/10520463,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.638.000 | $ 1.900.000 | $ 2.150.000 | $ 520.000.000 | $ 412.000.000 | $ 2.000.000 | $ 16.000.000 | $ 1.650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-19 18:19:05.024641+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-chico-reservado-bogota/192291972,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.638.000 | $ 1.900.000 | $ 2.150.000 | $ 520.000.000 | $ 412.000.000 | $ 2.000.000 | $ 16.000.000 | $ 1.650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-19 18:19:05.608372+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-usaquen-bogota/193398760,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.638.000 | $ 1.900.000 | $ 2.150.000 | $ 520.000.000 | $ 412.000.000 | $ 2.000.000 | $ 16.000.000 | $ 1.650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-19 18:19:06.474058+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-quinta-camacho-bogota/192750262,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.638.000 | $ 1.900.000 | $ 2.150.000 | $ 520.000.000 | $ 412.000.000 | $ 2.000.000 | $ 16.000.000 | $ 1.650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-19 18:19:06.513026+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193149472,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.638.000 | $ 1.900.000 | $ 2.150.000 | $ 520.000.000 | $ 412.000.000 | $ 2.000.000 | $ 16.000.000 | $ 1.650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-19 18:19:07.279379+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-cedritos-bogota/193307037,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.638.000 | $ 1.900.000 | $ 2.150.000 | $ 520.000.000 | $ 412.000.000 | $ 2.000.000 | $ 16.000.000 | $ 1.650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-19 18:19:07.457643+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193397398,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.638.000 | $ 1.900.000 | $ 2.150.000 | $ 520.000.000 | $ 412.000.000 | $ 2.000.000 | $ 16.000.000 | $ 1.650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-19 18:19:07.633530+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-chico-norte-bogota/193384869,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.638.000 | $ 1.900.000 | $ 2.150.000 | $ 520.000.000 | $ 412.000.000 | $ 2.000.000 | $ 16.000.000 | $ 1.650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-19 18:19:08.529711+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-paula-bogota/192123067,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.638.000 | $ 1.900.000 | $ 2.150.000 | $ 520.000.000 | $ 412.000.000 | $ 2.000.000 | $ 16.000.000 | $ 1.650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-19 18:19:08.591926+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-los-rosales-bogota/193397410,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.638.000 | $ 1.900.000 | $ 2.150.000 | $ 520.000.000 | $ 412.000.000 | $ 2.000.000 | $ 16.000.000 | $ 1.650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-19 18:19:08.664800+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cedritos-bogota/193397362,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.638.000 | $ 1.900.000 | $ 2.150.000 | $ 520.000.000 | $ 412.000.000 | $ 2.000.000 | $ 16.000.000 | $ 1.650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-19 18:19:10.135752+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-bosque-calderon-bogota/193099538,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.638.000 | $ 1.900.000 | $ 2.150.000 | $ 520.000.000 | $ 412.000.000 | $ 2.000.000 | $ 16.000.000 | $ 1.650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-19 18:19:10.154389+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-siberia-bogota/193116222,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.638.000 | $ 1.900.000 | $ 2.150.000 | $ 520.000.000 | $ 412.000.000 | $ 2.000.000 | $ 16.000.000 | $ 1.650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-19 18:19:11.227911+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-quinta-camacho-bogota/193397381,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.638.000 | $ 1.900.000 | $ 2.150.000 | $ 520.000.000 | $ 412.000.000 | $ 2.000.000 | $ 16.000.000 | $ 1.650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-19 18:19:11.393338+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-navarra-bogota/193363257,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.638.000 | $ 1.900.000 | $ 2.150.000 | $ 520.000.000 | $ 412.000.000 | $ 2.000.000 | $ 16.000.000 | $ 1.650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-19 18:19:11.580564+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chapinero-bogota/193295486,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.638.000 | $ 1.900.000 | $ 2.150.000 | $ 520.000.000 | $ 412.000.000 | $ 2.000.000 | $ 16.000.000 | $ 1.650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-19 18:19:11.675212+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-bella-suiza-bogota/193388722,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.638.000 | $ 1.900.000 | $ 2.150.000 | $ 520.000.000 | $ 412.000.000 | $ 2.000.000 | $ 16.000.000 | $ 1.650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-19 18:19:12.928753+00:00
