url,information,date_time
https://www.fincaraiz.com.co//casa-en-arriendo-en-chico-norte-bogota/193390131,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 680.000.000 | $ 225.000.000 | $ 230.000.000 | $ 13.000.000 | $ 1.900.000.000 | $ 370.000.000 | $ 9.450.000 | $ 279.999.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-15 06:37:37.948707+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-centro-internacional-bogota/193420316,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 680.000.000 | $ 225.000.000 | $ 230.000.000 | $ 13.000.000 | $ 1.900.000.000 | $ 370.000.000 | $ 9.450.000 | $ 279.999.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-15 06:37:38.206238+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-morato-bogota/191732929,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 680.000.000 | $ 225.000.000 | $ 230.000.000 | $ 13.000.000 | $ 1.900.000.000 | $ 370.000.000 | $ 9.450.000 | $ 279.999.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-15 06:37:38.213696+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-montevideo-bogota/193592330,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 680.000.000 | $ 225.000.000 | $ 230.000.000 | $ 13.000.000 | $ 1.900.000.000 | $ 370.000.000 | $ 9.450.000 | $ 279.999.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-15 06:37:38.225869+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-alcazares-norte-bogota/191248514,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 680.000.000 | $ 225.000.000 | $ 230.000.000 | $ 13.000.000 | $ 1.900.000.000 | $ 370.000.000 | $ 9.450.000 | $ 279.999.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-15 06:37:38.243941+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-americas-central-bogota/193478079,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 680.000.000 | $ 225.000.000 | $ 230.000.000 | $ 13.000.000 | $ 1.900.000.000 | $ 370.000.000 | $ 9.450.000 | $ 279.999.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-15 06:37:38.541633+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-zona-franca-bogota/193070184,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 680.000.000 | $ 225.000.000 | $ 230.000.000 | $ 13.000.000 | $ 1.900.000.000 | $ 370.000.000 | $ 9.450.000 | $ 279.999.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-15 06:37:38.549178+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-usatama-bogota/193380265,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 680.000.000 | $ 225.000.000 | $ 230.000.000 | $ 13.000.000 | $ 1.900.000.000 | $ 370.000.000 | $ 9.450.000 | $ 279.999.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-15 06:37:38.661286+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-bogota/7598985,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 680.000.000 | $ 225.000.000 | $ 230.000.000 | $ 13.000.000 | $ 1.900.000.000 | $ 370.000.000 | $ 9.450.000 | $ 279.999.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-15 06:37:38.889391+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-chapinero-bogota/192246598,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 680.000.000 | $ 225.000.000 | $ 230.000.000 | $ 13.000.000 | $ 1.900.000.000 | $ 370.000.000 | $ 9.450.000 | $ 279.999.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-15 06:37:38.916601+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-hayuelos-bogota/193572516,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 680.000.000 | $ 225.000.000 | $ 230.000.000 | $ 13.000.000 | $ 1.900.000.000 | $ 370.000.000 | $ 9.450.000 | $ 279.999.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-15 06:37:39.104155+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-el-batan-bogota/193547442,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 680.000.000 | $ 225.000.000 | $ 230.000.000 | $ 13.000.000 | $ 1.900.000.000 | $ 370.000.000 | $ 9.450.000 | $ 279.999.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-15 06:37:39.142508+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-villa-del-rosario-bogota/193503649,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 680.000.000 | $ 225.000.000 | $ 230.000.000 | $ 13.000.000 | $ 1.900.000.000 | $ 370.000.000 | $ 9.450.000 | $ 279.999.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-15 06:37:39.222284+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-virrey-bogota/193281300,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 680.000.000 | $ 225.000.000 | $ 230.000.000 | $ 13.000.000 | $ 1.900.000.000 | $ 370.000.000 | $ 9.450.000 | $ 279.999.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-15 06:37:39.229716+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-bogota/193336407,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 680.000.000 | $ 225.000.000 | $ 230.000.000 | $ 13.000.000 | $ 1.900.000.000 | $ 370.000.000 | $ 9.450.000 | $ 279.999.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-15 06:37:39.235966+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-los-rosales-bogota/193406957,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 680.000.000 | $ 225.000.000 | $ 230.000.000 | $ 13.000.000 | $ 1.900.000.000 | $ 370.000.000 | $ 9.450.000 | $ 279.999.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-15 06:37:39.243059+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-chico-navarra-bogota/193446805,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 680.000.000 | $ 225.000.000 | $ 230.000.000 | $ 13.000.000 | $ 1.900.000.000 | $ 370.000.000 | $ 9.450.000 | $ 279.999.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-15 06:37:39.824768+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-britalia-bogota/193452934,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 680.000.000 | $ 225.000.000 | $ 230.000.000 | $ 13.000.000 | $ 1.900.000.000 | $ 370.000.000 | $ 9.450.000 | $ 279.999.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-15 06:37:39.839430+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-chico-norte-bogota/193485149,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 680.000.000 | $ 225.000.000 | $ 230.000.000 | $ 13.000.000 | $ 1.900.000.000 | $ 370.000.000 | $ 9.450.000 | $ 279.999.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-15 06:37:39.865555+00:00
