url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-paula-bogota/192911859,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 433.000.000 | $ 1.300.000 | $ 2.190.000 | $ 700.000.000 | $ 1.750.000 | $ 160.000.000 | $ 2.400.000.000 | $ 999.999.999', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-26 00:17:42.277828+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-polo-club-bogota/192846817,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 433.000.000 | $ 1.300.000 | $ 2.190.000 | $ 700.000.000 | $ 1.750.000 | $ 160.000.000 | $ 2.400.000.000 | $ 999.999.999', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-26 00:17:42.296213+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-bonanza-bogota/193155940,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 433.000.000 | $ 1.300.000 | $ 2.190.000 | $ 700.000.000 | $ 1.750.000 | $ 160.000.000 | $ 2.400.000.000 | $ 999.999.999', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-26 00:17:42.346457+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-verbenal-san-antonio-bogota/193306237,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 433.000.000 | $ 1.300.000 | $ 2.190.000 | $ 700.000.000 | $ 1.750.000 | $ 160.000.000 | $ 2.400.000.000 | $ 999.999.999', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-26 00:17:42.353890+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chapinero-bogota/193218668,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 433.000.000 | $ 1.300.000 | $ 2.190.000 | $ 700.000.000 | $ 1.750.000 | $ 160.000.000 | $ 2.400.000.000 | $ 999.999.999', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-26 00:17:42.535757+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cerros-de-suba-bogota/192648174,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 433.000.000 | $ 1.300.000 | $ 2.190.000 | $ 700.000.000 | $ 1.750.000 | $ 160.000.000 | $ 2.400.000.000 | $ 999.999.999', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-26 00:17:42.566177+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-barrios-unidos-bogota/193108875,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 433.000.000 | $ 1.300.000 | $ 2.190.000 | $ 700.000.000 | $ 1.750.000 | $ 160.000.000 | $ 2.400.000.000 | $ 999.999.999', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-26 00:17:42.589387+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/192813390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 433.000.000 | $ 1.300.000 | $ 2.190.000 | $ 700.000.000 | $ 1.750.000 | $ 160.000.000 | $ 2.400.000.000 | $ 999.999.999', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-26 00:17:42.607314+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-puente-largo-bogota/192750159,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 433.000.000 | $ 1.300.000 | $ 2.190.000 | $ 700.000.000 | $ 1.750.000 | $ 160.000.000 | $ 2.400.000.000 | $ 999.999.999', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-26 00:17:43.229668+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-santa-fe-bogota/192750030,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 433.000.000 | $ 1.300.000 | $ 2.190.000 | $ 700.000.000 | $ 1.750.000 | $ 160.000.000 | $ 2.400.000.000 | $ 999.999.999', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-26 00:17:43.238515+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-bogota/192920547,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 433.000.000 | $ 1.300.000 | $ 2.190.000 | $ 700.000.000 | $ 1.750.000 | $ 160.000.000 | $ 2.400.000.000 | $ 999.999.999', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-26 00:17:43.245878+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-ciudad-salitre-bogota/193308777,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 433.000.000 | $ 1.300.000 | $ 2.190.000 | $ 700.000.000 | $ 1.750.000 | $ 160.000.000 | $ 2.400.000.000 | $ 999.999.999', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-26 00:17:43.279378+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-centro-internacional-bogota/193293781,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 433.000.000 | $ 1.300.000 | $ 2.190.000 | $ 700.000.000 | $ 1.750.000 | $ 160.000.000 | $ 2.400.000.000 | $ 999.999.999', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-26 00:17:43.445394+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-zona-norte-bogota/192034819,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 433.000.000 | $ 1.300.000 | $ 2.190.000 | $ 700.000.000 | $ 1.750.000 | $ 160.000.000 | $ 2.400.000.000 | $ 999.999.999', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-26 00:17:43.453396+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-colina-campestre-bogota/193254684,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 433.000.000 | $ 1.300.000 | $ 2.190.000 | $ 700.000.000 | $ 1.750.000 | $ 160.000.000 | $ 2.400.000.000 | $ 999.999.999', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-26 00:17:43.488755+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cedritos-bogota/193163675,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 433.000.000 | $ 1.300.000 | $ 2.190.000 | $ 700.000.000 | $ 1.750.000 | $ 160.000.000 | $ 2.400.000.000 | $ 999.999.999', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-26 00:17:43.530328+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chapinero-bogota/193100858,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 433.000.000 | $ 1.300.000 | $ 2.190.000 | $ 700.000.000 | $ 1.750.000 | $ 160.000.000 | $ 2.400.000.000 | $ 999.999.999', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-26 00:17:44.161441+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-ciudad-salitre-bogota/193217879,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 433.000.000 | $ 1.300.000 | $ 2.190.000 | $ 700.000.000 | $ 1.750.000 | $ 160.000.000 | $ 2.400.000.000 | $ 999.999.999', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-26 00:17:44.211884+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-bogota/193279243,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 433.000.000 | $ 1.300.000 | $ 2.190.000 | $ 700.000.000 | $ 1.750.000 | $ 160.000.000 | $ 2.400.000.000 | $ 999.999.999', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-26 00:17:44.255253+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-chico-norte-bogota/193115999,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 433.000.000 | $ 1.300.000 | $ 2.190.000 | $ 700.000.000 | $ 1.750.000 | $ 160.000.000 | $ 2.400.000.000 | $ 999.999.999', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-26 00:17:44.270305+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-chico-norte-bogota/192089858,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 433.000.000 | $ 1.300.000 | $ 2.190.000 | $ 700.000.000 | $ 1.750.000 | $ 160.000.000 | $ 2.400.000.000 | $ 999.999.999', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-26 00:17:44.281914+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-toberin-bogota/193146962,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 433.000.000 | $ 1.300.000 | $ 2.190.000 | $ 700.000.000 | $ 1.750.000 | $ 160.000.000 | $ 2.400.000.000 | $ 999.999.999', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-26 00:17:44.394142+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-niza-bogota/193277613,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 433.000.000 | $ 1.300.000 | $ 2.190.000 | $ 700.000.000 | $ 1.750.000 | $ 160.000.000 | $ 2.400.000.000 | $ 999.999.999', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-26 00:17:44.403473+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-teusaquillo-bogota/192857773,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 433.000.000 | $ 1.300.000 | $ 2.190.000 | $ 700.000.000 | $ 1.750.000 | $ 160.000.000 | $ 2.400.000.000 | $ 999.999.999', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-26 00:17:44.480187+00:00
