url,information,date_time
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/10924799,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 590.000.000 | $ 355.000.000 | $ 650.000.000 | $ 5.000.000.000 | $ 1.200.000 | $ 3.900.000 | $ 399.000.000 | $ 2.950.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-28 06:21:34.395299+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-quinta-paredes-bogota/193291243,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 590.000.000 | $ 355.000.000 | $ 650.000.000 | $ 5.000.000.000 | $ 1.200.000 | $ 3.900.000 | $ 399.000.000 | $ 2.950.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-28 06:21:34.522519+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cedritos-bogota/193445985,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 590.000.000 | $ 355.000.000 | $ 650.000.000 | $ 5.000.000.000 | $ 1.200.000 | $ 3.900.000 | $ 399.000.000 | $ 2.950.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-28 06:21:34.557502+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-bogota/193336407,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 590.000.000 | $ 355.000.000 | $ 650.000.000 | $ 5.000.000.000 | $ 1.200.000 | $ 3.900.000 | $ 399.000.000 | $ 2.950.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-28 06:21:34.585062+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-chapinero-bogota/192246598,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 590.000.000 | $ 355.000.000 | $ 650.000.000 | $ 5.000.000.000 | $ 1.200.000 | $ 3.900.000 | $ 399.000.000 | $ 2.950.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-28 06:21:34.607544+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193413670,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 590.000.000 | $ 355.000.000 | $ 650.000.000 | $ 5.000.000.000 | $ 1.200.000 | $ 3.900.000 | $ 399.000.000 | $ 2.950.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-28 06:21:34.616560+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-engativa-bogota/193475832,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 590.000.000 | $ 355.000.000 | $ 650.000.000 | $ 5.000.000.000 | $ 1.200.000 | $ 3.900.000 | $ 399.000.000 | $ 2.950.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-28 06:21:34.630512+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-redil-bogota/193267147,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 590.000.000 | $ 355.000.000 | $ 650.000.000 | $ 5.000.000.000 | $ 1.200.000 | $ 3.900.000 | $ 399.000.000 | $ 2.950.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-28 06:21:34.759305+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-bosque-de-pinos-bogota/10769713,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 590.000.000 | $ 355.000.000 | $ 650.000.000 | $ 5.000.000.000 | $ 1.200.000 | $ 3.900.000 | $ 399.000.000 | $ 2.950.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-28 06:21:35.371326+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-modelia-bogota/193374690,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 590.000.000 | $ 355.000.000 | $ 650.000.000 | $ 5.000.000.000 | $ 1.200.000 | $ 3.900.000 | $ 399.000.000 | $ 2.950.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-28 06:21:35.381356+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-chapinero-bogota/191102322,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 590.000.000 | $ 355.000.000 | $ 650.000.000 | $ 5.000.000.000 | $ 1.200.000 | $ 3.900.000 | $ 399.000.000 | $ 2.950.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-28 06:21:35.528999+00:00
