url,information,date_time
https://www.fincaraiz.com.co//local-en-arriendo-en-chapinero-bogota/191801473,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.900.000 | $ 240.000.000 | $ 800.000.000 | $ 2.500.000 | $ 850.000.000 | $ 420.000.000 | $ 580.000.000 | $ 1.100.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-16 07:57:04.101751+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-san-patricio-bogota/193830025,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.900.000 | $ 240.000.000 | $ 800.000.000 | $ 2.500.000 | $ 850.000.000 | $ 420.000.000 | $ 580.000.000 | $ 1.100.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-16 07:57:04.302367+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-antiguo-country-bogota/193347003,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.900.000 | $ 240.000.000 | $ 800.000.000 | $ 2.500.000 | $ 850.000.000 | $ 420.000.000 | $ 580.000.000 | $ 1.100.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-16 07:57:04.369063+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chapinero-bogota/193655701,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.900.000 | $ 240.000.000 | $ 800.000.000 | $ 2.500.000 | $ 850.000.000 | $ 420.000.000 | $ 580.000.000 | $ 1.100.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-16 07:57:04.399526+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193468821,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.900.000 | $ 240.000.000 | $ 800.000.000 | $ 2.500.000 | $ 850.000.000 | $ 420.000.000 | $ 580.000.000 | $ 1.100.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-16 07:57:04.416959+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-alcazares-norte-bogota/191248514,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.900.000 | $ 240.000.000 | $ 800.000.000 | $ 2.500.000 | $ 850.000.000 | $ 420.000.000 | $ 580.000.000 | $ 1.100.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-16 07:57:04.538145+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-modelia-bogota/193384788,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.900.000 | $ 240.000.000 | $ 800.000.000 | $ 2.500.000 | $ 850.000.000 | $ 420.000.000 | $ 580.000.000 | $ 1.100.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-16 07:57:04.706660+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-aeropuerto-el-dorado-bogota/192803824,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.900.000 | $ 240.000.000 | $ 800.000.000 | $ 2.500.000 | $ 850.000.000 | $ 420.000.000 | $ 580.000.000 | $ 1.100.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-16 07:57:04.718209+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-normandia-bogota/193543817,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.900.000 | $ 240.000.000 | $ 800.000.000 | $ 2.500.000 | $ 850.000.000 | $ 420.000.000 | $ 580.000.000 | $ 1.100.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-16 07:57:05.265192+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-cedritos-bogota/193544349,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.900.000 | $ 240.000.000 | $ 800.000.000 | $ 2.500.000 | $ 850.000.000 | $ 420.000.000 | $ 580.000.000 | $ 1.100.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-16 07:57:05.324986+00:00
https://www.fincaraiz.com.co//edificio-en-arriendo-en-santa-ana-oriental-bogota/193555567,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.900.000 | $ 240.000.000 | $ 800.000.000 | $ 2.500.000 | $ 850.000.000 | $ 420.000.000 | $ 580.000.000 | $ 1.100.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-16 07:57:05.375761+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-bellavista-occidental-bogota/193868668,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.900.000 | $ 240.000.000 | $ 800.000.000 | $ 2.500.000 | $ 850.000.000 | $ 420.000.000 | $ 580.000.000 | $ 1.100.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-16 07:57:05.435349+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-bogota/193778125,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.900.000 | $ 240.000.000 | $ 800.000.000 | $ 2.500.000 | $ 850.000.000 | $ 420.000.000 | $ 580.000.000 | $ 1.100.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-16 07:57:05.442523+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/192551610,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.900.000 | $ 240.000.000 | $ 800.000.000 | $ 2.500.000 | $ 850.000.000 | $ 420.000.000 | $ 580.000.000 | $ 1.100.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-16 07:57:05.552474+00:00
