url,information,date_time
https://www.fincaraiz.com.co//oficina-en-arriendo-en-antiguo-country-bogota/193397320,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 442.000.000 | $ 890.000.000 | $ 3.600.000 | $ 1.300.000 | $ 4.000.000 | $ 450.000.000 | $ 1.871.000.000 | $ 1.200.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-03 00:20:41.670816+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/192813390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 442.000.000 | $ 890.000.000 | $ 3.600.000 | $ 1.300.000 | $ 4.000.000 | $ 450.000.000 | $ 1.871.000.000 | $ 1.200.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-03 00:20:41.688145+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-usaquen-bogota/10520463,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 442.000.000 | $ 890.000.000 | $ 3.600.000 | $ 1.300.000 | $ 4.000.000 | $ 450.000.000 | $ 1.871.000.000 | $ 1.200.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-03 00:20:41.745927+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-florida-blanca-bogota/193437464,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 442.000.000 | $ 890.000.000 | $ 3.600.000 | $ 1.300.000 | $ 4.000.000 | $ 450.000.000 | $ 1.871.000.000 | $ 1.200.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-03 00:20:41.782082+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-el-nogal-bogota/192567194,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 442.000.000 | $ 890.000.000 | $ 3.600.000 | $ 1.300.000 | $ 4.000.000 | $ 450.000.000 | $ 1.871.000.000 | $ 1.200.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-03 00:20:41.934801+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-chapinero-central-bogota/193141540,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 442.000.000 | $ 890.000.000 | $ 3.600.000 | $ 1.300.000 | $ 4.000.000 | $ 450.000.000 | $ 1.871.000.000 | $ 1.200.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-03 00:20:42.000189+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/192588248,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 442.000.000 | $ 890.000.000 | $ 3.600.000 | $ 1.300.000 | $ 4.000.000 | $ 450.000.000 | $ 1.871.000.000 | $ 1.200.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-03 00:20:42.318917+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-chico-reservado-bogota/192291972,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 442.000.000 | $ 890.000.000 | $ 3.600.000 | $ 1.300.000 | $ 4.000.000 | $ 450.000.000 | $ 1.871.000.000 | $ 1.200.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-03 00:20:42.544474+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-cabrera-bogota/193440186,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 442.000.000 | $ 890.000.000 | $ 3.600.000 | $ 1.300.000 | $ 4.000.000 | $ 450.000.000 | $ 1.871.000.000 | $ 1.200.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-03 00:20:42.559558+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-siberia-bogota/193116222,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 442.000.000 | $ 890.000.000 | $ 3.600.000 | $ 1.300.000 | $ 4.000.000 | $ 450.000.000 | $ 1.871.000.000 | $ 1.200.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-03 00:20:42.568324+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193420807,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 442.000.000 | $ 890.000.000 | $ 3.600.000 | $ 1.300.000 | $ 4.000.000 | $ 450.000.000 | $ 1.871.000.000 | $ 1.200.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-03 00:20:42.583690+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-toberin-bogota/193451004,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 442.000.000 | $ 890.000.000 | $ 3.600.000 | $ 1.300.000 | $ 4.000.000 | $ 450.000.000 | $ 1.871.000.000 | $ 1.200.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-03 00:20:42.678813+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-morato-bogota/193190693,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 442.000.000 | $ 890.000.000 | $ 3.600.000 | $ 1.300.000 | $ 4.000.000 | $ 450.000.000 | $ 1.871.000.000 | $ 1.200.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-03 00:20:42.709611+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-ciudadela-colsubsidio-bogota/192984181,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 442.000.000 | $ 890.000.000 | $ 3.600.000 | $ 1.300.000 | $ 4.000.000 | $ 450.000.000 | $ 1.871.000.000 | $ 1.200.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-03 00:20:42.850276+00:00
