url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-los-rosales-bogota/193665516,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 85.387.500 | $ 202.275.000 | $ 540.000.000 | $ 139.732.800 | $ 314.000.000 | $ 10.500.000 | $ 764.057.440 | $ 844.524.340 | Desde $ 590.000.000 | Desde $ 443.000.000 | Desde $ 466.800.000 | Desde $ 207.580.000 | Desde $ 276.000.000 | Desde $ 417.500.000 | Desde $ 1.213.000.000 | Desde $ 1.125.585.055 | Desde $ 224.750.000 | Desde $ 230.607.000 | Desde $ 262.635.750 | Desde $ 262.635.750 | Desde $ 262.000.000 | Desde $ 247.666.000 | Desde $ 262.000.000 | Desde $ 295.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-02 02:28:37.906880+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-usaquen-bogota/194193899,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 85.387.500 | $ 202.275.000 | $ 540.000.000 | $ 139.732.800 | $ 314.000.000 | $ 10.500.000 | $ 764.057.440 | $ 844.524.340 | Desde $ 590.000.000 | Desde $ 443.000.000 | Desde $ 466.800.000 | Desde $ 207.580.000 | Desde $ 276.000.000 | Desde $ 417.500.000 | Desde $ 1.213.000.000 | Desde $ 1.125.585.055 | Desde $ 224.750.000 | Desde $ 230.607.000 | Desde $ 262.635.750 | Desde $ 262.635.750 | Desde $ 262.000.000 | Desde $ 247.666.000 | Desde $ 262.000.000 | Desde $ 295.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-02 02:28:37.969652+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-ismael-perdomo-bogota/194122218,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 85.387.500 | $ 202.275.000 | $ 540.000.000 | $ 139.732.800 | $ 314.000.000 | $ 10.500.000 | $ 764.057.440 | $ 844.524.340 | Desde $ 590.000.000 | Desde $ 443.000.000 | Desde $ 466.800.000 | Desde $ 207.580.000 | Desde $ 276.000.000 | Desde $ 417.500.000 | Desde $ 1.213.000.000 | Desde $ 1.125.585.055 | Desde $ 224.750.000 | Desde $ 230.607.000 | Desde $ 262.635.750 | Desde $ 262.635.750 | Desde $ 262.000.000 | Desde $ 247.666.000 | Desde $ 262.000.000 | Desde $ 295.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-02 02:28:37.995694+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-santa-barbara-central-bogota/193709784,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 85.387.500 | $ 202.275.000 | $ 540.000.000 | $ 139.732.800 | $ 314.000.000 | $ 10.500.000 | $ 764.057.440 | $ 844.524.340 | Desde $ 590.000.000 | Desde $ 443.000.000 | Desde $ 466.800.000 | Desde $ 207.580.000 | Desde $ 276.000.000 | Desde $ 417.500.000 | Desde $ 1.213.000.000 | Desde $ 1.125.585.055 | Desde $ 224.750.000 | Desde $ 230.607.000 | Desde $ 262.635.750 | Desde $ 262.635.750 | Desde $ 262.000.000 | Desde $ 247.666.000 | Desde $ 262.000.000 | Desde $ 295.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-02 02:28:38.028021+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-el-dorado-bogota/193476685,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 85.387.500 | $ 202.275.000 | $ 540.000.000 | $ 139.732.800 | $ 314.000.000 | $ 10.500.000 | $ 764.057.440 | $ 844.524.340 | Desde $ 590.000.000 | Desde $ 443.000.000 | Desde $ 466.800.000 | Desde $ 207.580.000 | Desde $ 276.000.000 | Desde $ 417.500.000 | Desde $ 1.213.000.000 | Desde $ 1.125.585.055 | Desde $ 224.750.000 | Desde $ 230.607.000 | Desde $ 262.635.750 | Desde $ 262.635.750 | Desde $ 262.000.000 | Desde $ 247.666.000 | Desde $ 262.000.000 | Desde $ 295.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-02 02:28:38.174510+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lindaraja-bogota/193754421,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 85.387.500 | $ 202.275.000 | $ 540.000.000 | $ 139.732.800 | $ 314.000.000 | $ 10.500.000 | $ 764.057.440 | $ 844.524.340 | Desde $ 590.000.000 | Desde $ 443.000.000 | Desde $ 466.800.000 | Desde $ 207.580.000 | Desde $ 276.000.000 | Desde $ 417.500.000 | Desde $ 1.213.000.000 | Desde $ 1.125.585.055 | Desde $ 224.750.000 | Desde $ 230.607.000 | Desde $ 262.635.750 | Desde $ 262.635.750 | Desde $ 262.000.000 | Desde $ 247.666.000 | Desde $ 262.000.000 | Desde $ 295.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-02 02:28:38.198213+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-antonio-granados-bogota/194186464,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 85.387.500 | $ 202.275.000 | $ 540.000.000 | $ 139.732.800 | $ 314.000.000 | $ 10.500.000 | $ 764.057.440 | $ 844.524.340 | Desde $ 590.000.000 | Desde $ 443.000.000 | Desde $ 466.800.000 | Desde $ 207.580.000 | Desde $ 276.000.000 | Desde $ 417.500.000 | Desde $ 1.213.000.000 | Desde $ 1.125.585.055 | Desde $ 224.750.000 | Desde $ 230.607.000 | Desde $ 262.635.750 | Desde $ 262.635.750 | Desde $ 262.000.000 | Desde $ 247.666.000 | Desde $ 262.000.000 | Desde $ 295.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-02 02:28:38.394235+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-la-porciuncula-bogota/193930407,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 85.387.500 | $ 202.275.000 | $ 540.000.000 | $ 139.732.800 | $ 314.000.000 | $ 10.500.000 | $ 764.057.440 | $ 844.524.340 | Desde $ 590.000.000 | Desde $ 443.000.000 | Desde $ 466.800.000 | Desde $ 207.580.000 | Desde $ 276.000.000 | Desde $ 417.500.000 | Desde $ 1.213.000.000 | Desde $ 1.125.585.055 | Desde $ 224.750.000 | Desde $ 230.607.000 | Desde $ 262.635.750 | Desde $ 262.635.750 | Desde $ 262.000.000 | Desde $ 247.666.000 | Desde $ 262.000.000 | Desde $ 295.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-02 02:28:38.967205+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-chapinero-bogota/194193700,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 85.387.500 | $ 202.275.000 | $ 540.000.000 | $ 139.732.800 | $ 314.000.000 | $ 10.500.000 | $ 764.057.440 | $ 844.524.340 | Desde $ 590.000.000 | Desde $ 443.000.000 | Desde $ 466.800.000 | Desde $ 207.580.000 | Desde $ 276.000.000 | Desde $ 417.500.000 | Desde $ 1.213.000.000 | Desde $ 1.125.585.055 | Desde $ 224.750.000 | Desde $ 230.607.000 | Desde $ 262.635.750 | Desde $ 262.635.750 | Desde $ 262.000.000 | Desde $ 247.666.000 | Desde $ 262.000.000 | Desde $ 295.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-02 02:28:39.142245+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-prado-veraniego-bogota/193944860,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 85.387.500 | $ 202.275.000 | $ 540.000.000 | $ 139.732.800 | $ 314.000.000 | $ 10.500.000 | $ 764.057.440 | $ 844.524.340 | Desde $ 590.000.000 | Desde $ 443.000.000 | Desde $ 466.800.000 | Desde $ 207.580.000 | Desde $ 276.000.000 | Desde $ 417.500.000 | Desde $ 1.213.000.000 | Desde $ 1.125.585.055 | Desde $ 224.750.000 | Desde $ 230.607.000 | Desde $ 262.635.750 | Desde $ 262.635.750 | Desde $ 262.000.000 | Desde $ 247.666.000 | Desde $ 262.000.000 | Desde $ 295.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-02 02:28:39.238501+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-cedritos-bogota/193997959,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 85.387.500 | $ 202.275.000 | $ 540.000.000 | $ 139.732.800 | $ 314.000.000 | $ 10.500.000 | $ 764.057.440 | $ 844.524.340 | Desde $ 590.000.000 | Desde $ 443.000.000 | Desde $ 466.800.000 | Desde $ 207.580.000 | Desde $ 276.000.000 | Desde $ 417.500.000 | Desde $ 1.213.000.000 | Desde $ 1.125.585.055 | Desde $ 224.750.000 | Desde $ 230.607.000 | Desde $ 262.635.750 | Desde $ 262.635.750 | Desde $ 262.000.000 | Desde $ 247.666.000 | Desde $ 262.000.000 | Desde $ 295.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-02 02:28:39.257137+00:00
