url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-marly-bogota/193756049,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 535.000.000 | $ 24.366.667 | $ 6.600.000 | $ 2.700.000 | $ 300.000.000 | $ 252.000.000 | $ 1.700.000 | $ 565.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-13 00:46:17.194978+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chapinero-bogota/193847304,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 535.000.000 | $ 24.366.667 | $ 6.600.000 | $ 2.700.000 | $ 300.000.000 | $ 252.000.000 | $ 1.700.000 | $ 565.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-13 00:46:17.453717+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-la-macarena-bogota/192657270,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 535.000.000 | $ 24.366.667 | $ 6.600.000 | $ 2.700.000 | $ 300.000.000 | $ 252.000.000 | $ 1.700.000 | $ 565.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-13 00:46:17.512809+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-san-patricio-bogota/193772840,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 535.000.000 | $ 24.366.667 | $ 6.600.000 | $ 2.700.000 | $ 300.000.000 | $ 252.000.000 | $ 1.700.000 | $ 565.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-13 00:46:18.277336+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193736850,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 535.000.000 | $ 24.366.667 | $ 6.600.000 | $ 2.700.000 | $ 300.000.000 | $ 252.000.000 | $ 1.700.000 | $ 565.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-13 00:46:18.649070+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-chapinero-alto-bogota/193704568,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 535.000.000 | $ 24.366.667 | $ 6.600.000 | $ 2.700.000 | $ 300.000.000 | $ 252.000.000 | $ 1.700.000 | $ 565.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-13 00:46:19.042231+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-colon-bogota/193592800,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 535.000.000 | $ 24.366.667 | $ 6.600.000 | $ 2.700.000 | $ 300.000.000 | $ 252.000.000 | $ 1.700.000 | $ 565.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-13 00:46:19.059883+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-nueva-castilla-bogota/193526525,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 535.000.000 | $ 24.366.667 | $ 6.600.000 | $ 2.700.000 | $ 300.000.000 | $ 252.000.000 | $ 1.700.000 | $ 565.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-13 00:46:20.070590+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-fontibon-bogota/193843018,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 535.000.000 | $ 24.366.667 | $ 6.600.000 | $ 2.700.000 | $ 300.000.000 | $ 252.000.000 | $ 1.700.000 | $ 565.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-13 00:46:20.085929+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193413670,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 535.000.000 | $ 24.366.667 | $ 6.600.000 | $ 2.700.000 | $ 300.000.000 | $ 252.000.000 | $ 1.700.000 | $ 565.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-13 00:46:20.445359+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-polo-club-bogota/193708046,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 535.000.000 | $ 24.366.667 | $ 6.600.000 | $ 2.700.000 | $ 300.000.000 | $ 252.000.000 | $ 1.700.000 | $ 565.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-13 00:46:20.556488+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-barrancas-norte-bogota/192750248,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 535.000.000 | $ 24.366.667 | $ 6.600.000 | $ 2.700.000 | $ 300.000.000 | $ 252.000.000 | $ 1.700.000 | $ 565.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-13 00:46:21.151045+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-milenta-bogota/193001187,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 535.000.000 | $ 24.366.667 | $ 6.600.000 | $ 2.700.000 | $ 300.000.000 | $ 252.000.000 | $ 1.700.000 | $ 565.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-13 00:46:21.158320+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-calleja-bogota/193719294,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 535.000.000 | $ 24.366.667 | $ 6.600.000 | $ 2.700.000 | $ 300.000.000 | $ 252.000.000 | $ 1.700.000 | $ 565.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-13 00:46:21.316574+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chapinero-bogota/193063091,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 535.000.000 | $ 24.366.667 | $ 6.600.000 | $ 2.700.000 | $ 300.000.000 | $ 252.000.000 | $ 1.700.000 | $ 565.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-13 00:46:21.596142+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-ciudad-salitre-bogota/193839918,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 535.000.000 | $ 24.366.667 | $ 6.600.000 | $ 2.700.000 | $ 300.000.000 | $ 252.000.000 | $ 1.700.000 | $ 565.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-13 00:46:21.901383+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-las-ferias-bogota/193424704,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 535.000.000 | $ 24.366.667 | $ 6.600.000 | $ 2.700.000 | $ 300.000.000 | $ 252.000.000 | $ 1.700.000 | $ 565.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-13 00:46:22.212741+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-polo-club-bogota/193708046,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 535.000.000 | $ 24.366.667 | $ 6.600.000 | $ 2.700.000 | $ 300.000.000 | $ 252.000.000 | $ 1.700.000 | $ 565.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-13 00:46:22.235953+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-ciudad-salitre-bogota/193839918,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 535.000.000 | $ 24.366.667 | $ 6.600.000 | $ 2.700.000 | $ 300.000.000 | $ 252.000.000 | $ 1.700.000 | $ 565.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-13 00:46:22.246339+00:00
