url,information,date_time
https://www.fincaraiz.com.co//bodega-en-arriendo-en-barrios-unidos-bogota/193108875,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.000.000 | $ 1.800.000 | $ 330.000.000 | $ 350.000.000 | $ 190.000.000 | $ 16.000.000 | $ 280.000.000 | $ 870.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-22 18:06:33.923872+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/192813390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.000.000 | $ 1.800.000 | $ 330.000.000 | $ 350.000.000 | $ 190.000.000 | $ 16.000.000 | $ 280.000.000 | $ 870.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-22 18:06:33.982802+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-olaya-bogota/10510376,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.000.000 | $ 1.800.000 | $ 330.000.000 | $ 350.000.000 | $ 190.000.000 | $ 16.000.000 | $ 280.000.000 | $ 870.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-22 18:06:34.074780+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cedritos-bogota/193290820,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.000.000 | $ 1.800.000 | $ 330.000.000 | $ 350.000.000 | $ 190.000.000 | $ 16.000.000 | $ 280.000.000 | $ 870.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-22 18:06:34.099387+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-virrey-bogota/193161500,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.000.000 | $ 1.800.000 | $ 330.000.000 | $ 350.000.000 | $ 190.000.000 | $ 16.000.000 | $ 280.000.000 | $ 870.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-22 18:06:34.111627+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-fontibon-bogota/193017021,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.000.000 | $ 1.800.000 | $ 330.000.000 | $ 350.000.000 | $ 190.000.000 | $ 16.000.000 | $ 280.000.000 | $ 870.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-22 18:06:34.120901+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-polo-club-bogota/192846817,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.000.000 | $ 1.800.000 | $ 330.000.000 | $ 350.000.000 | $ 190.000.000 | $ 16.000.000 | $ 280.000.000 | $ 870.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-22 18:06:34.172206+00:00
https://www.fincaraiz.com.co//consultorio-en-arriendo-en-bella-suiza-bogota/192732215,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.000.000 | $ 1.800.000 | $ 330.000.000 | $ 350.000.000 | $ 190.000.000 | $ 16.000.000 | $ 280.000.000 | $ 870.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-22 18:06:34.311296+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-hayuelos-bogota/193249623,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.000.000 | $ 1.800.000 | $ 330.000.000 | $ 350.000.000 | $ 190.000.000 | $ 16.000.000 | $ 280.000.000 | $ 870.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-22 18:06:34.803668+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-fontibon-bogota/192206859,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.000.000 | $ 1.800.000 | $ 330.000.000 | $ 350.000.000 | $ 190.000.000 | $ 16.000.000 | $ 280.000.000 | $ 870.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-22 18:06:34.840447+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/10924799,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.000.000 | $ 1.800.000 | $ 330.000.000 | $ 350.000.000 | $ 190.000.000 | $ 16.000.000 | $ 280.000.000 | $ 870.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-22 18:06:34.857594+00:00
