url,information,date_time
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193413670,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.500.000 | $ 26.500.000.000 | $ 1.200.000 | $ 2.375.000 | $ 520.000.000 | $ 387.000.000 | $ 420.000.000 | $ 40.000.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-18 07:40:53.615621+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-sagrado-corazon-bogota/193785437,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.500.000 | $ 26.500.000.000 | $ 1.200.000 | $ 2.375.000 | $ 520.000.000 | $ 387.000.000 | $ 420.000.000 | $ 40.000.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-18 07:40:53.671502+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193690056,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.500.000 | $ 26.500.000.000 | $ 1.200.000 | $ 2.375.000 | $ 520.000.000 | $ 387.000.000 | $ 420.000.000 | $ 40.000.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-18 07:40:53.698716+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-bogota/193881948,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.500.000 | $ 26.500.000.000 | $ 1.200.000 | $ 2.375.000 | $ 520.000.000 | $ 387.000.000 | $ 420.000.000 | $ 40.000.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-18 07:40:53.781586+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-los-rosales-bogota/193443091,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.500.000 | $ 26.500.000.000 | $ 1.200.000 | $ 2.375.000 | $ 520.000.000 | $ 387.000.000 | $ 420.000.000 | $ 40.000.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-18 07:40:53.838526+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-la-candelaria-bogota/193716943,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.500.000 | $ 26.500.000.000 | $ 1.200.000 | $ 2.375.000 | $ 520.000.000 | $ 387.000.000 | $ 420.000.000 | $ 40.000.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-18 07:40:53.959742+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-colina-campestre-bogota/193876400,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.500.000 | $ 26.500.000.000 | $ 1.200.000 | $ 2.375.000 | $ 520.000.000 | $ 387.000.000 | $ 420.000.000 | $ 40.000.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-18 07:40:54.235046+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-toberin-bogota/193765491,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.500.000 | $ 26.500.000.000 | $ 1.200.000 | $ 2.375.000 | $ 520.000.000 | $ 387.000.000 | $ 420.000.000 | $ 40.000.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-18 07:40:54.282065+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193736848,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.500.000 | $ 26.500.000.000 | $ 1.200.000 | $ 2.375.000 | $ 520.000.000 | $ 387.000.000 | $ 420.000.000 | $ 40.000.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-18 07:40:54.553827+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-antiguo-country-bogota/192750152,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.500.000 | $ 26.500.000.000 | $ 1.200.000 | $ 2.375.000 | $ 520.000.000 | $ 387.000.000 | $ 420.000.000 | $ 40.000.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-18 07:40:54.580622+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-santa-ana-bogota/191808973,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.500.000 | $ 26.500.000.000 | $ 1.200.000 | $ 2.375.000 | $ 520.000.000 | $ 387.000.000 | $ 420.000.000 | $ 40.000.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-18 07:40:54.596367+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-usaquen-bogota/193667012,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.500.000 | $ 26.500.000.000 | $ 1.200.000 | $ 2.375.000 | $ 520.000.000 | $ 387.000.000 | $ 420.000.000 | $ 40.000.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-18 07:40:54.839999+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-colina-campestre-bogota/193882387,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.500.000 | $ 26.500.000.000 | $ 1.200.000 | $ 2.375.000 | $ 520.000.000 | $ 387.000.000 | $ 420.000.000 | $ 40.000.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-18 07:40:54.847348+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-montevideo-bogota/193457805,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.500.000 | $ 26.500.000.000 | $ 1.200.000 | $ 2.375.000 | $ 520.000.000 | $ 387.000.000 | $ 420.000.000 | $ 40.000.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-18 07:40:54.854139+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-niza-bogota/193277613,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.500.000 | $ 26.500.000.000 | $ 1.200.000 | $ 2.375.000 | $ 520.000.000 | $ 387.000.000 | $ 420.000.000 | $ 40.000.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-18 07:40:55.025702+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-calleja-bogota/193873142,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.500.000 | $ 26.500.000.000 | $ 1.200.000 | $ 2.375.000 | $ 520.000.000 | $ 387.000.000 | $ 420.000.000 | $ 40.000.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-18 07:40:55.054010+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-la-candelaria-bogota/192750094,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.500.000 | $ 26.500.000.000 | $ 1.200.000 | $ 2.375.000 | $ 520.000.000 | $ 387.000.000 | $ 420.000.000 | $ 40.000.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-18 07:40:55.445796+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-chico-norte-bogota/193390131,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.500.000 | $ 26.500.000.000 | $ 1.200.000 | $ 2.375.000 | $ 520.000.000 | $ 387.000.000 | $ 420.000.000 | $ 40.000.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-18 07:40:55.524296+00:00
