url,information,date_time
https://www.fincaraiz.com.co//local-en-arriendo-en-chapinero-bogota/191801473,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 420.000.000 | $ 600.000.000 | $ 2.200.000 | $ 260.000.000 | $ 6.579.000 | $ 13.000.000 | $ 2.500.000 | $ 4.700.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-01 19:38:34.674932+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-macarena-bogota/192827261,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 420.000.000 | $ 600.000.000 | $ 2.200.000 | $ 260.000.000 | $ 6.579.000 | $ 13.000.000 | $ 2.500.000 | $ 4.700.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-01 19:38:34.827406+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-centro-internacional-bogota/193622088,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 420.000.000 | $ 600.000.000 | $ 2.200.000 | $ 260.000.000 | $ 6.579.000 | $ 13.000.000 | $ 2.500.000 | $ 4.700.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-01 19:38:34.921952+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-polo-club-bogota/193708046,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 420.000.000 | $ 600.000.000 | $ 2.200.000 | $ 260.000.000 | $ 6.579.000 | $ 13.000.000 | $ 2.500.000 | $ 4.700.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-01 19:38:35.110065+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-pasadena-bogota/193736900,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 420.000.000 | $ 600.000.000 | $ 2.200.000 | $ 260.000.000 | $ 6.579.000 | $ 13.000.000 | $ 2.500.000 | $ 4.700.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-01 19:38:35.120904+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-el-nogal-bogota/193771328,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 420.000.000 | $ 600.000.000 | $ 2.200.000 | $ 260.000.000 | $ 6.579.000 | $ 13.000.000 | $ 2.500.000 | $ 4.700.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-01 19:38:35.132123+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-bogota/193759425,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 420.000.000 | $ 600.000.000 | $ 2.200.000 | $ 260.000.000 | $ 6.579.000 | $ 13.000.000 | $ 2.500.000 | $ 4.700.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-01 19:38:35.259098+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-bogota/193778077,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 420.000.000 | $ 600.000.000 | $ 2.200.000 | $ 260.000.000 | $ 6.579.000 | $ 13.000.000 | $ 2.500.000 | $ 4.700.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-01 19:38:35.677667+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-ana-oriental-bogota/192275705,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 420.000.000 | $ 600.000.000 | $ 2.200.000 | $ 260.000.000 | $ 6.579.000 | $ 13.000.000 | $ 2.500.000 | $ 4.700.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-01 19:38:35.684394+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chapinero-alto-bogota/193802910,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 420.000.000 | $ 600.000.000 | $ 2.200.000 | $ 260.000.000 | $ 6.579.000 | $ 13.000.000 | $ 2.500.000 | $ 4.700.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-01 19:38:35.722786+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-batan-bogota/193735084,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 420.000.000 | $ 600.000.000 | $ 2.200.000 | $ 260.000.000 | $ 6.579.000 | $ 13.000.000 | $ 2.500.000 | $ 4.700.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-01 19:38:35.879043+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-zona-chapinero-bogota/191549668,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 420.000.000 | $ 600.000.000 | $ 2.200.000 | $ 260.000.000 | $ 6.579.000 | $ 13.000.000 | $ 2.500.000 | $ 4.700.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-01 19:38:36.226728+00:00
