url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-bogota/193496789,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 32.000.000 | $ 145.000.000 | $ 115.000.000 | $ 260.000.000 | $ 1.700.000 | $ 695.000.000 | $ 300.000.000 | $ 1.350.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-16 00:23:29.917421+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chapinero-bogota/193457006,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 32.000.000 | $ 145.000.000 | $ 115.000.000 | $ 260.000.000 | $ 1.700.000 | $ 695.000.000 | $ 300.000.000 | $ 1.350.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-16 00:23:29.986404+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-usaquen-bogota/10520463,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 32.000.000 | $ 145.000.000 | $ 115.000.000 | $ 260.000.000 | $ 1.700.000 | $ 695.000.000 | $ 300.000.000 | $ 1.350.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-16 00:23:30.015016+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-fontibon-bogota/193447024,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 32.000.000 | $ 145.000.000 | $ 115.000.000 | $ 260.000.000 | $ 1.700.000 | $ 695.000.000 | $ 300.000.000 | $ 1.350.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-16 00:23:30.209473+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/192813390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 32.000.000 | $ 145.000.000 | $ 115.000.000 | $ 260.000.000 | $ 1.700.000 | $ 695.000.000 | $ 300.000.000 | $ 1.350.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-16 00:23:30.270244+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-cabrera-bogota/193475320,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 32.000.000 | $ 145.000.000 | $ 115.000.000 | $ 260.000.000 | $ 1.700.000 | $ 695.000.000 | $ 300.000.000 | $ 1.350.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-16 00:23:30.486217+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-nuevo-country-bogota/193460052,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 32.000.000 | $ 145.000.000 | $ 115.000.000 | $ 260.000.000 | $ 1.700.000 | $ 695.000.000 | $ 300.000.000 | $ 1.350.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-16 00:23:30.504962+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-prado-pinzon-bogota/193482008,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 32.000.000 | $ 145.000.000 | $ 115.000.000 | $ 260.000.000 | $ 1.700.000 | $ 695.000.000 | $ 300.000.000 | $ 1.350.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-16 00:23:30.617346+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-sotileza-bogota/192785814,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 32.000.000 | $ 145.000.000 | $ 115.000.000 | $ 260.000.000 | $ 1.700.000 | $ 695.000.000 | $ 300.000.000 | $ 1.350.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-16 00:23:30.913534+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-occidental-bogota/192750095,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 32.000.000 | $ 145.000.000 | $ 115.000.000 | $ 260.000.000 | $ 1.700.000 | $ 695.000.000 | $ 300.000.000 | $ 1.350.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-16 00:23:30.923336+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-salle-bogota/193290107,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 32.000.000 | $ 145.000.000 | $ 115.000.000 | $ 260.000.000 | $ 1.700.000 | $ 695.000.000 | $ 300.000.000 | $ 1.350.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-16 00:23:30.929646+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-zona-centro-bogota/193316190,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 32.000.000 | $ 145.000.000 | $ 115.000.000 | $ 260.000.000 | $ 1.700.000 | $ 695.000.000 | $ 300.000.000 | $ 1.350.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-16 00:23:31.064258+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-bella-suiza-bogota/193388722,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 32.000.000 | $ 145.000.000 | $ 115.000.000 | $ 260.000.000 | $ 1.700.000 | $ 695.000.000 | $ 300.000.000 | $ 1.350.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-16 00:23:31.095939+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chapinero-alto-bogota/193295823,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 32.000.000 | $ 145.000.000 | $ 115.000.000 | $ 260.000.000 | $ 1.700.000 | $ 695.000.000 | $ 300.000.000 | $ 1.350.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-16 00:23:31.186634+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-maranta-iii-sector-bogota/193373064,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 32.000.000 | $ 145.000.000 | $ 115.000.000 | $ 260.000.000 | $ 1.700.000 | $ 695.000.000 | $ 300.000.000 | $ 1.350.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-16 00:23:31.476444+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-sucre-bogota/192750211,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 32.000.000 | $ 145.000.000 | $ 115.000.000 | $ 260.000.000 | $ 1.700.000 | $ 695.000.000 | $ 300.000.000 | $ 1.350.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-16 00:23:31.686512+00:00
