url,information,date_time
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chapinero-bogota/193885107,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 290.000.000 | $ 430.000.000 | $ 5.500.000 | $ 1.430.000.000 | $ 1.600.000 | $ 290.000.000 | $ 2.928.000.000 | $ 28.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-19 18:58:06.825634+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-zona-franca-bogota/193726444,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 290.000.000 | $ 430.000.000 | $ 5.500.000 | $ 1.430.000.000 | $ 1.600.000 | $ 290.000.000 | $ 2.928.000.000 | $ 28.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-19 18:58:06.835614+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cerros-de-suba-bogota/192648174,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 290.000.000 | $ 430.000.000 | $ 5.500.000 | $ 1.430.000.000 | $ 1.600.000 | $ 290.000.000 | $ 2.928.000.000 | $ 28.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-19 18:58:06.888001+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-barrios-unidos-bogota/193656137,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 290.000.000 | $ 430.000.000 | $ 5.500.000 | $ 1.430.000.000 | $ 1.600.000 | $ 290.000.000 | $ 2.928.000.000 | $ 28.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-19 18:58:06.906002+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-plan-bogota/193990992,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 290.000.000 | $ 430.000.000 | $ 5.500.000 | $ 1.430.000.000 | $ 1.600.000 | $ 290.000.000 | $ 2.928.000.000 | $ 28.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-19 18:58:06.913603+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-chapinero-bogota/193470079,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 290.000.000 | $ 430.000.000 | $ 5.500.000 | $ 1.430.000.000 | $ 1.600.000 | $ 290.000.000 | $ 2.928.000.000 | $ 28.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-19 18:58:07.162854+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-macarena-bogota/193969794,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 290.000.000 | $ 430.000.000 | $ 5.500.000 | $ 1.430.000.000 | $ 1.600.000 | $ 290.000.000 | $ 2.928.000.000 | $ 28.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-19 18:58:07.205097+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-reservado-bogota/193121691,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 290.000.000 | $ 430.000.000 | $ 5.500.000 | $ 1.430.000.000 | $ 1.600.000 | $ 290.000.000 | $ 2.928.000.000 | $ 28.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-19 18:58:07.314423+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-fontibon-bogota/193871240,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 290.000.000 | $ 430.000.000 | $ 5.500.000 | $ 1.430.000.000 | $ 1.600.000 | $ 290.000.000 | $ 2.928.000.000 | $ 28.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-19 18:58:07.678132+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-antiguo-country-bogota/193347003,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 290.000.000 | $ 430.000.000 | $ 5.500.000 | $ 1.430.000.000 | $ 1.600.000 | $ 290.000.000 | $ 2.928.000.000 | $ 28.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-19 18:58:07.791475+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-reservado-bogota/193836567,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 290.000.000 | $ 430.000.000 | $ 5.500.000 | $ 1.430.000.000 | $ 1.600.000 | $ 290.000.000 | $ 2.928.000.000 | $ 28.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-19 18:58:07.812386+00:00
