url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/192813390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 234.000.000 | $ 650.000.000 | $ 1.300.000 | $ 2.300.000.000 | $ 130.000.000 | $ 255.000.000 | $ 820.000 | $ 30.000.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-18 00:21:19.626583+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-quinta-camacho-bogota/193397381,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 234.000.000 | $ 650.000.000 | $ 1.300.000 | $ 2.300.000.000 | $ 130.000.000 | $ 255.000.000 | $ 820.000 | $ 30.000.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-18 00:21:19.634282+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-maranta-iii-sector-bogota/193373064,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 234.000.000 | $ 650.000.000 | $ 1.300.000 | $ 2.300.000.000 | $ 130.000.000 | $ 255.000.000 | $ 820.000 | $ 30.000.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-18 00:21:19.750706+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193397398,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 234.000.000 | $ 650.000.000 | $ 1.300.000 | $ 2.300.000.000 | $ 130.000.000 | $ 255.000.000 | $ 820.000 | $ 30.000.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-18 00:21:19.759710+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cedritos-bogota/193397362,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 234.000.000 | $ 650.000.000 | $ 1.300.000 | $ 2.300.000.000 | $ 130.000.000 | $ 255.000.000 | $ 820.000 | $ 30.000.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-18 00:21:19.766206+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-usaquen-bogota/10520463,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 234.000.000 | $ 650.000.000 | $ 1.300.000 | $ 2.300.000.000 | $ 130.000.000 | $ 255.000.000 | $ 820.000 | $ 30.000.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-18 00:21:19.802399+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-los-rosales-bogota/193397410,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 234.000.000 | $ 650.000.000 | $ 1.300.000 | $ 2.300.000.000 | $ 130.000.000 | $ 255.000.000 | $ 820.000 | $ 30.000.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-18 00:21:19.925309+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-reservado-bogota/193174528,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 234.000.000 | $ 650.000.000 | $ 1.300.000 | $ 2.300.000.000 | $ 130.000.000 | $ 255.000.000 | $ 820.000 | $ 30.000.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-18 00:21:20.066514+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-boyaca-real-bogota/193404010,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 234.000.000 | $ 650.000.000 | $ 1.300.000 | $ 2.300.000.000 | $ 130.000.000 | $ 255.000.000 | $ 820.000 | $ 30.000.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-18 00:21:20.691976+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-chapinero-bogota/192246598,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 234.000.000 | $ 650.000.000 | $ 1.300.000 | $ 2.300.000.000 | $ 130.000.000 | $ 255.000.000 | $ 820.000 | $ 30.000.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-18 00:21:20.777566+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-chapinero-bogota/193345853,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 234.000.000 | $ 650.000.000 | $ 1.300.000 | $ 2.300.000.000 | $ 130.000.000 | $ 255.000.000 | $ 820.000 | $ 30.000.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-18 00:21:20.803506+00:00
