url,information,date_time
https://www.fincaraiz.com.co//local-en-arriendo-en-chapinero-bogota/193470079,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 3.900.000 | $ 195.000.000 | $ 4.400.000.000 | $ 1.800.000 | $ 1.000.000.000 | $ 240.000.000 | $ 1.600.000 | $ 48.620.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-07 12:49:05.358872+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-bogota/193699189,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 3.900.000 | $ 195.000.000 | $ 4.400.000.000 | $ 1.800.000 | $ 1.000.000.000 | $ 240.000.000 | $ 1.600.000 | $ 48.620.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-07 12:49:05.453839+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-ana-bogota/193814904,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 3.900.000 | $ 195.000.000 | $ 4.400.000.000 | $ 1.800.000 | $ 1.000.000.000 | $ 240.000.000 | $ 1.600.000 | $ 48.620.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-07 12:49:05.489671+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-engativa-bogota/193857213,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 3.900.000 | $ 195.000.000 | $ 4.400.000.000 | $ 1.800.000 | $ 1.000.000.000 | $ 240.000.000 | $ 1.600.000 | $ 48.620.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-07 12:49:05.509364+00:00
https://www.fincaraiz.com.co//edificio-en-arriendo-en-chico-reservado-bogota/191996023,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 3.900.000 | $ 195.000.000 | $ 4.400.000.000 | $ 1.800.000 | $ 1.000.000.000 | $ 240.000.000 | $ 1.600.000 | $ 48.620.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-07 12:49:05.540489+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-antiguo-country-bogota/193347003,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 3.900.000 | $ 195.000.000 | $ 4.400.000.000 | $ 1.800.000 | $ 1.000.000.000 | $ 240.000.000 | $ 1.600.000 | $ 48.620.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-07 12:49:05.547356+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-paula-bogota/193699162,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 3.900.000 | $ 195.000.000 | $ 4.400.000.000 | $ 1.800.000 | $ 1.000.000.000 | $ 240.000.000 | $ 1.600.000 | $ 48.620.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-07 12:49:05.577505+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chapinero-bogota/193655701,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 3.900.000 | $ 195.000.000 | $ 4.400.000.000 | $ 1.800.000 | $ 1.000.000.000 | $ 240.000.000 | $ 1.600.000 | $ 48.620.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-07 12:49:05.600668+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-san-patricio-bogota/191269207,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 3.900.000 | $ 195.000.000 | $ 4.400.000.000 | $ 1.800.000 | $ 1.000.000.000 | $ 240.000.000 | $ 1.600.000 | $ 48.620.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-07 12:49:06.465822+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-usaquen-bogota/193465232,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 3.900.000 | $ 195.000.000 | $ 4.400.000.000 | $ 1.800.000 | $ 1.000.000.000 | $ 240.000.000 | $ 1.600.000 | $ 48.620.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-07 12:49:06.532326+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-gran-granada-bogota/193940653,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 3.900.000 | $ 195.000.000 | $ 4.400.000.000 | $ 1.800.000 | $ 1.000.000.000 | $ 240.000.000 | $ 1.600.000 | $ 48.620.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-07 12:49:06.666962+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-cabrera-bogota/193801384,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 3.900.000 | $ 195.000.000 | $ 4.400.000.000 | $ 1.800.000 | $ 1.000.000.000 | $ 240.000.000 | $ 1.600.000 | $ 48.620.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-07 12:49:06.699391+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193486539,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 3.900.000 | $ 195.000.000 | $ 4.400.000.000 | $ 1.800.000 | $ 1.000.000.000 | $ 240.000.000 | $ 1.600.000 | $ 48.620.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-07 12:49:06.900303+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-milenta-bogota/193001187,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 3.900.000 | $ 195.000.000 | $ 4.400.000.000 | $ 1.800.000 | $ 1.000.000.000 | $ 240.000.000 | $ 1.600.000 | $ 48.620.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-07 12:49:06.911740+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-el-nogal-bogota/192750176,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 3.900.000 | $ 195.000.000 | $ 4.400.000.000 | $ 1.800.000 | $ 1.000.000.000 | $ 240.000.000 | $ 1.600.000 | $ 48.620.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-07 12:49:06.918582+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-usaquen-bogota/193384446,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 3.900.000 | $ 195.000.000 | $ 4.400.000.000 | $ 1.800.000 | $ 1.000.000.000 | $ 240.000.000 | $ 1.600.000 | $ 48.620.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-07 12:49:06.955777+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-barrios-unidos-bogota/193165852,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 3.900.000 | $ 195.000.000 | $ 4.400.000.000 | $ 1.800.000 | $ 1.000.000.000 | $ 240.000.000 | $ 1.600.000 | $ 48.620.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-07 12:49:07.511974+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-los-rosales-bogota/193857679,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 3.900.000 | $ 195.000.000 | $ 4.400.000.000 | $ 1.800.000 | $ 1.000.000.000 | $ 240.000.000 | $ 1.600.000 | $ 48.620.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-07 12:49:07.661416+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-ciudad-salitre-bogota/193647529,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 3.900.000 | $ 195.000.000 | $ 4.400.000.000 | $ 1.800.000 | $ 1.000.000.000 | $ 240.000.000 | $ 1.600.000 | $ 48.620.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-07 12:49:07.668317+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-chapinero-bogota/193638884,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 3.900.000 | $ 195.000.000 | $ 4.400.000.000 | $ 1.800.000 | $ 1.000.000.000 | $ 240.000.000 | $ 1.600.000 | $ 48.620.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-07 12:49:07.706764+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-el-nogal-bogota/193771328,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 3.900.000 | $ 195.000.000 | $ 4.400.000.000 | $ 1.800.000 | $ 1.000.000.000 | $ 240.000.000 | $ 1.600.000 | $ 48.620.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-07 12:49:07.716919+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193486848,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 3.900.000 | $ 195.000.000 | $ 4.400.000.000 | $ 1.800.000 | $ 1.000.000.000 | $ 240.000.000 | $ 1.600.000 | $ 48.620.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-07 12:49:07.874870+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-paula-bogota/193442339,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 3.900.000 | $ 195.000.000 | $ 4.400.000.000 | $ 1.800.000 | $ 1.000.000.000 | $ 240.000.000 | $ 1.600.000 | $ 48.620.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-07 12:49:08.181581+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-la-cabana-fontibon-bogota/191985095,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 3.900.000 | $ 195.000.000 | $ 4.400.000.000 | $ 1.800.000 | $ 1.000.000.000 | $ 240.000.000 | $ 1.600.000 | $ 48.620.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-07 12:49:08.243686+00:00
