url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-reservado-bogota/193397415,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 280.000.000 | $ 7.500.000 | $ 750.000 | $ 6.000.000.000 | $ 20.000.000 | $ 334.000.000 | $ 280.000.000 | $ 219.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 06:21:44.906167+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-sotileza-bogota/192785814,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 280.000.000 | $ 7.500.000 | $ 750.000 | $ 6.000.000.000 | $ 20.000.000 | $ 334.000.000 | $ 280.000.000 | $ 219.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 06:21:45.017711+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-ricaurte-bogota/193410094,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 280.000.000 | $ 7.500.000 | $ 750.000 | $ 6.000.000.000 | $ 20.000.000 | $ 334.000.000 | $ 280.000.000 | $ 219.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 06:21:45.085687+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-nuevo-country-bogota/193460052,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 280.000.000 | $ 7.500.000 | $ 750.000 | $ 6.000.000.000 | $ 20.000.000 | $ 334.000.000 | $ 280.000.000 | $ 219.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 06:21:45.093477+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/192813390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 280.000.000 | $ 7.500.000 | $ 750.000 | $ 6.000.000.000 | $ 20.000.000 | $ 334.000.000 | $ 280.000.000 | $ 219.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 06:21:45.205295+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-ciudad-salitre-bogota/193444698,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 280.000.000 | $ 7.500.000 | $ 750.000 | $ 6.000.000.000 | $ 20.000.000 | $ 334.000.000 | $ 280.000.000 | $ 219.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 06:21:45.212273+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-usaquen-bogota/10520463,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 280.000.000 | $ 7.500.000 | $ 750.000 | $ 6.000.000.000 | $ 20.000.000 | $ 334.000.000 | $ 280.000.000 | $ 219.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 06:21:45.235653+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-bogota/193496789,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 280.000.000 | $ 7.500.000 | $ 750.000 | $ 6.000.000.000 | $ 20.000.000 | $ 334.000.000 | $ 280.000.000 | $ 219.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 06:21:45.334164+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-zona-centro-bogota/193316190,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 280.000.000 | $ 7.500.000 | $ 750.000 | $ 6.000.000.000 | $ 20.000.000 | $ 334.000.000 | $ 280.000.000 | $ 219.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 06:21:45.782569+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-bella-suiza-bogota/193388722,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 280.000.000 | $ 7.500.000 | $ 750.000 | $ 6.000.000.000 | $ 20.000.000 | $ 334.000.000 | $ 280.000.000 | $ 219.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 06:21:45.792677+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/10924799,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 280.000.000 | $ 7.500.000 | $ 750.000 | $ 6.000.000.000 | $ 20.000.000 | $ 334.000.000 | $ 280.000.000 | $ 219.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 06:21:45.931645+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-bogota/193476894,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 280.000.000 | $ 7.500.000 | $ 750.000 | $ 6.000.000.000 | $ 20.000.000 | $ 334.000.000 | $ 280.000.000 | $ 219.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 06:21:45.942984+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-fontibon-bogota/193017021,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 280.000.000 | $ 7.500.000 | $ 750.000 | $ 6.000.000.000 | $ 20.000.000 | $ 334.000.000 | $ 280.000.000 | $ 219.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 06:21:46.054685+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-modelia-occidental-bogota/193428194,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 280.000.000 | $ 7.500.000 | $ 750.000 | $ 6.000.000.000 | $ 20.000.000 | $ 334.000.000 | $ 280.000.000 | $ 219.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 06:21:46.062348+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-fontibon-bogota/192206859,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 280.000.000 | $ 7.500.000 | $ 750.000 | $ 6.000.000.000 | $ 20.000.000 | $ 334.000.000 | $ 280.000.000 | $ 219.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 06:21:46.069078+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-quinta-paredes-bogota/193472326,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 280.000.000 | $ 7.500.000 | $ 750.000 | $ 6.000.000.000 | $ 20.000.000 | $ 334.000.000 | $ 280.000.000 | $ 219.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 06:21:46.113656+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-quinta-paredes-bogota/193291243,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 280.000.000 | $ 7.500.000 | $ 750.000 | $ 6.000.000.000 | $ 20.000.000 | $ 334.000.000 | $ 280.000.000 | $ 219.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 06:21:46.609310+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-marsella-bogota/193041039,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 280.000.000 | $ 7.500.000 | $ 750.000 | $ 6.000.000.000 | $ 20.000.000 | $ 334.000.000 | $ 280.000.000 | $ 219.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 06:21:46.617383+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-la-castellana-bogota/193249147,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 280.000.000 | $ 7.500.000 | $ 750.000 | $ 6.000.000.000 | $ 20.000.000 | $ 334.000.000 | $ 280.000.000 | $ 219.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 06:21:46.623638+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-central-bogota/193336475,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 280.000.000 | $ 7.500.000 | $ 750.000 | $ 6.000.000.000 | $ 20.000.000 | $ 334.000.000 | $ 280.000.000 | $ 219.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 06:21:46.664370+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-chapinero-central-bogota/193141540,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 280.000.000 | $ 7.500.000 | $ 750.000 | $ 6.000.000.000 | $ 20.000.000 | $ 334.000.000 | $ 280.000.000 | $ 219.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 06:21:46.844610+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cedritos-bogota/193459520,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 280.000.000 | $ 7.500.000 | $ 750.000 | $ 6.000.000.000 | $ 20.000.000 | $ 334.000.000 | $ 280.000.000 | $ 219.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 06:21:46.873886+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-porciuncula-bogota/193524200,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 280.000.000 | $ 7.500.000 | $ 750.000 | $ 6.000.000.000 | $ 20.000.000 | $ 334.000.000 | $ 280.000.000 | $ 219.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 06:21:46.941821+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193414627,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 280.000.000 | $ 7.500.000 | $ 750.000 | $ 6.000.000.000 | $ 20.000.000 | $ 334.000.000 | $ 280.000.000 | $ 219.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 06:21:46.989213+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-la-castellana-bogota/193380595,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 280.000.000 | $ 7.500.000 | $ 750.000 | $ 6.000.000.000 | $ 20.000.000 | $ 334.000.000 | $ 280.000.000 | $ 219.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 06:21:47.355642+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-chapinero-bogota/193345853,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 280.000.000 | $ 7.500.000 | $ 750.000 | $ 6.000.000.000 | $ 20.000.000 | $ 334.000.000 | $ 280.000.000 | $ 219.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 06:21:47.403877+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-olaya-bogota/10510376,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 280.000.000 | $ 7.500.000 | $ 750.000 | $ 6.000.000.000 | $ 20.000.000 | $ 334.000.000 | $ 280.000.000 | $ 219.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 06:21:47.415606+00:00
