url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-reservado-bogota/193397415,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 280.000.000 | $ 7.500.000 | $ 750.000 | $ 6.000.000.000 | $ 20.000.000 | $ 334.000.000 | $ 280.000.000 | $ 219.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 06:21:44.906167+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-occidental-bogota/192750095,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 280.000.000 | $ 7.500.000 | $ 750.000 | $ 6.000.000.000 | $ 20.000.000 | $ 334.000.000 | $ 280.000.000 | $ 219.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 06:21:47.440302+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-chico-norte-bogota/193485149,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 280.000.000 | $ 7.500.000 | $ 750.000 | $ 6.000.000.000 | $ 20.000.000 | $ 334.000.000 | $ 280.000.000 | $ 219.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 06:21:47.531133+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-quinta-camacho-bogota/192750262,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 280.000.000 | $ 7.500.000 | $ 750.000 | $ 6.000.000.000 | $ 20.000.000 | $ 334.000.000 | $ 280.000.000 | $ 219.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 06:21:47.617030+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-iberia-bogota/192563302,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 280.000.000 | $ 7.500.000 | $ 750.000 | $ 6.000.000.000 | $ 20.000.000 | $ 334.000.000 | $ 280.000.000 | $ 219.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 06:21:47.663262+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-santa-barbara-bogota/193436237,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 280.000.000 | $ 7.500.000 | $ 750.000 | $ 6.000.000.000 | $ 20.000.000 | $ 334.000.000 | $ 280.000.000 | $ 219.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 06:21:47.681150+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-bosque-de-pinos-bogota/10769713,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 280.000.000 | $ 7.500.000 | $ 750.000 | $ 6.000.000.000 | $ 20.000.000 | $ 334.000.000 | $ 280.000.000 | $ 219.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 06:21:48.172150+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chapinero-alto-bogota/193458129,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 280.000.000 | $ 7.500.000 | $ 750.000 | $ 6.000.000.000 | $ 20.000.000 | $ 334.000.000 | $ 280.000.000 | $ 219.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 06:21:48.348992+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-modelia-bogota/193374690,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 280.000.000 | $ 7.500.000 | $ 750.000 | $ 6.000.000.000 | $ 20.000.000 | $ 334.000.000 | $ 280.000.000 | $ 219.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 06:21:48.406731+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-ciudad-quirigua-bogota/193438198,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 280.000.000 | $ 7.500.000 | $ 750.000 | $ 6.000.000.000 | $ 20.000.000 | $ 334.000.000 | $ 280.000.000 | $ 219.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 06:21:48.521304+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-virrey-bogota/193528761,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 280.000.000 | $ 7.500.000 | $ 750.000 | $ 6.000.000.000 | $ 20.000.000 | $ 334.000.000 | $ 280.000.000 | $ 219.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 06:21:48.531462+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-batan-bogota/193520529,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 280.000.000 | $ 7.500.000 | $ 750.000 | $ 6.000.000.000 | $ 20.000.000 | $ 334.000.000 | $ 280.000.000 | $ 219.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 06:21:48.537573+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-el-contador-bogota/193526513,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 280.000.000 | $ 7.500.000 | $ 750.000 | $ 6.000.000.000 | $ 20.000.000 | $ 334.000.000 | $ 280.000.000 | $ 219.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 06:21:48.555009+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-fontibon-bogota/193236771,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 280.000.000 | $ 7.500.000 | $ 750.000 | $ 6.000.000.000 | $ 20.000.000 | $ 334.000.000 | $ 280.000.000 | $ 219.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 06:21:48.561093+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/193299473,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 280.000.000 | $ 7.500.000 | $ 750.000 | $ 6.000.000.000 | $ 20.000.000 | $ 334.000.000 | $ 280.000.000 | $ 219.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 06:21:48.978487+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-garces-navas-bogota/193344708,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 280.000.000 | $ 7.500.000 | $ 750.000 | $ 6.000.000.000 | $ 20.000.000 | $ 334.000.000 | $ 280.000.000 | $ 219.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 06:21:48.989961+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-fontibon-bogota/193066062,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 280.000.000 | $ 7.500.000 | $ 750.000 | $ 6.000.000.000 | $ 20.000.000 | $ 334.000.000 | $ 280.000.000 | $ 219.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 06:21:49.016920+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-pradera-norte-bogota/193437815,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 280.000.000 | $ 7.500.000 | $ 750.000 | $ 6.000.000.000 | $ 20.000.000 | $ 334.000.000 | $ 280.000.000 | $ 219.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 06:21:49.217591+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-lombardia-bogota/193426299,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 280.000.000 | $ 7.500.000 | $ 750.000 | $ 6.000.000.000 | $ 20.000.000 | $ 334.000.000 | $ 280.000.000 | $ 219.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 06:21:49.233376+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-verbenal-san-antonio-bogota/193042986,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 280.000.000 | $ 7.500.000 | $ 750.000 | $ 6.000.000.000 | $ 20.000.000 | $ 334.000.000 | $ 280.000.000 | $ 219.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 06:21:49.240303+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-las-aguas-bogota/191974102,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 280.000.000 | $ 7.500.000 | $ 750.000 | $ 6.000.000.000 | $ 20.000.000 | $ 334.000.000 | $ 280.000.000 | $ 219.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 06:21:49.257531+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193172388,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 280.000.000 | $ 7.500.000 | $ 750.000 | $ 6.000.000.000 | $ 20.000.000 | $ 334.000.000 | $ 280.000.000 | $ 219.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 06:21:49.561256+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193420807,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 280.000.000 | $ 7.500.000 | $ 750.000 | $ 6.000.000.000 | $ 20.000.000 | $ 334.000.000 | $ 280.000.000 | $ 219.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 06:21:49.780902+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-cantalejo-bogota/193396471,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 280.000.000 | $ 7.500.000 | $ 750.000 | $ 6.000.000.000 | $ 20.000.000 | $ 334.000.000 | $ 280.000.000 | $ 219.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 06:21:49.822742+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-chapinero-bogota/193351990,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 280.000.000 | $ 7.500.000 | $ 750.000 | $ 6.000.000.000 | $ 20.000.000 | $ 334.000.000 | $ 280.000.000 | $ 219.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 06:21:49.895697+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-salle-bogota/193290107,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 280.000.000 | $ 7.500.000 | $ 750.000 | $ 6.000.000.000 | $ 20.000.000 | $ 334.000.000 | $ 280.000.000 | $ 219.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 06:21:50.047305+00:00
