url,information,date_time
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-la-soledad-bogota/193327633,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 660.000.000 | $ 1.727.000 | $ 3.500.000 | $ 180.000.000 | $ 740.000.000 | $ 4.000.000 | $ 1.221.000 | $ 210.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-28 00:17:15.455095+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-cedritos-bogota/192772526,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 660.000.000 | $ 1.727.000 | $ 3.500.000 | $ 180.000.000 | $ 740.000.000 | $ 4.000.000 | $ 1.221.000 | $ 210.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-28 00:17:15.679441+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/192813390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 660.000.000 | $ 1.727.000 | $ 3.500.000 | $ 180.000.000 | $ 740.000.000 | $ 4.000.000 | $ 1.221.000 | $ 210.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-28 00:17:15.686383+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-bogota-dc-bogota/193249470,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 660.000.000 | $ 1.727.000 | $ 3.500.000 | $ 180.000.000 | $ 740.000.000 | $ 4.000.000 | $ 1.221.000 | $ 210.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-28 00:17:15.767241+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-fontibon-bogota/193328931,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 660.000.000 | $ 1.727.000 | $ 3.500.000 | $ 180.000.000 | $ 740.000.000 | $ 4.000.000 | $ 1.221.000 | $ 210.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-28 00:17:15.883941+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-zona-norte-bogota/192034819,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 660.000.000 | $ 1.727.000 | $ 3.500.000 | $ 180.000.000 | $ 740.000.000 | $ 4.000.000 | $ 1.221.000 | $ 210.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-28 00:17:15.890408+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-teresa-bogota/193173849,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 660.000.000 | $ 1.727.000 | $ 3.500.000 | $ 180.000.000 | $ 740.000.000 | $ 4.000.000 | $ 1.221.000 | $ 210.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-28 00:17:16.513498+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-modelia-bogota/193074721,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 660.000.000 | $ 1.727.000 | $ 3.500.000 | $ 180.000.000 | $ 740.000.000 | $ 4.000.000 | $ 1.221.000 | $ 210.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-28 00:17:16.532142+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-castilla-bogota/193250505,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 660.000.000 | $ 1.727.000 | $ 3.500.000 | $ 180.000.000 | $ 740.000.000 | $ 4.000.000 | $ 1.221.000 | $ 210.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-28 00:17:16.595595+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-chapinero-bogota/192246598,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 660.000.000 | $ 1.727.000 | $ 3.500.000 | $ 180.000.000 | $ 740.000.000 | $ 4.000.000 | $ 1.221.000 | $ 210.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-28 00:17:16.606728+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-spring-bogota/193238290,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 660.000.000 | $ 1.727.000 | $ 3.500.000 | $ 180.000.000 | $ 740.000.000 | $ 4.000.000 | $ 1.221.000 | $ 210.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-28 00:17:16.731156+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-engativa-bogota/193179518,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 660.000.000 | $ 1.727.000 | $ 3.500.000 | $ 180.000.000 | $ 740.000.000 | $ 4.000.000 | $ 1.221.000 | $ 210.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-28 00:17:16.775681+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-los-rosales-bogota/193323974,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 660.000.000 | $ 1.727.000 | $ 3.500.000 | $ 180.000.000 | $ 740.000.000 | $ 4.000.000 | $ 1.221.000 | $ 210.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-28 00:17:16.796985+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cedritos-bogota/193163675,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 660.000.000 | $ 1.727.000 | $ 3.500.000 | $ 180.000.000 | $ 740.000.000 | $ 4.000.000 | $ 1.221.000 | $ 210.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-28 00:17:16.841368+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-barrios-unidos-bogota/193108875,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 660.000.000 | $ 1.727.000 | $ 3.500.000 | $ 180.000.000 | $ 740.000.000 | $ 4.000.000 | $ 1.221.000 | $ 210.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-28 00:17:17.221060+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-rionegro-bogota/193115062,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 660.000.000 | $ 1.727.000 | $ 3.500.000 | $ 180.000.000 | $ 740.000.000 | $ 4.000.000 | $ 1.221.000 | $ 210.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-28 00:17:17.248079+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-chico-norte-bogota/192089858,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 660.000.000 | $ 1.727.000 | $ 3.500.000 | $ 180.000.000 | $ 740.000.000 | $ 4.000.000 | $ 1.221.000 | $ 210.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-28 00:17:17.721128+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-retiro-bogota/193156656,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 660.000.000 | $ 1.727.000 | $ 3.500.000 | $ 180.000.000 | $ 740.000.000 | $ 4.000.000 | $ 1.221.000 | $ 210.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-28 00:17:17.786648+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-las-nieves-bogota/192901073,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 660.000.000 | $ 1.727.000 | $ 3.500.000 | $ 180.000.000 | $ 740.000.000 | $ 4.000.000 | $ 1.221.000 | $ 210.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-28 00:17:17.843495+00:00
