url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-mazuren-bogota/194283841,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 620.000.000 | $ 650.000.000 | $ 3.500.000.000 | $ 415.000.000 | $ 1.515.000 | $ 650.000.000 | $ 900.000 | $ 800.000.000 | Desde $ 303.000.000 | Desde $ 291.000.000 | Desde $ 372.500.000 | Desde $ 160.000.000 | Desde $ 332.235.437 | Desde $ 1.302.270.000 | Desde $ 634.818.500 | Desde $ 715.847.506 | Desde $ 160.000.000 | Desde $ 237.013.000 | Desde $ 270.623.000 | Desde $ 262.635.000 | Desde $ 459.300.000 | Desde $ 320.685.000 | Desde $ 571.110.000 | Desde $ 300.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-25 03:02:28.952164+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-santa-barbara-oriental-bogota/194249577,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 620.000.000 | $ 650.000.000 | $ 3.500.000.000 | $ 415.000.000 | $ 1.515.000 | $ 650.000.000 | $ 900.000 | $ 800.000.000 | Desde $ 303.000.000 | Desde $ 291.000.000 | Desde $ 372.500.000 | Desde $ 160.000.000 | Desde $ 332.235.437 | Desde $ 1.302.270.000 | Desde $ 634.818.500 | Desde $ 715.847.506 | Desde $ 160.000.000 | Desde $ 237.013.000 | Desde $ 270.623.000 | Desde $ 262.635.000 | Desde $ 459.300.000 | Desde $ 320.685.000 | Desde $ 571.110.000 | Desde $ 300.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-25 03:02:29.064625+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-engativa-bogota/194226866,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 620.000.000 | $ 650.000.000 | $ 3.500.000.000 | $ 415.000.000 | $ 1.515.000 | $ 650.000.000 | $ 900.000 | $ 800.000.000 | Desde $ 303.000.000 | Desde $ 291.000.000 | Desde $ 372.500.000 | Desde $ 160.000.000 | Desde $ 332.235.437 | Desde $ 1.302.270.000 | Desde $ 634.818.500 | Desde $ 715.847.506 | Desde $ 160.000.000 | Desde $ 237.013.000 | Desde $ 270.623.000 | Desde $ 262.635.000 | Desde $ 459.300.000 | Desde $ 320.685.000 | Desde $ 571.110.000 | Desde $ 300.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-25 03:02:29.095687+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-los-rosales-bogota/194207853,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 620.000.000 | $ 650.000.000 | $ 3.500.000.000 | $ 415.000.000 | $ 1.515.000 | $ 650.000.000 | $ 900.000 | $ 800.000.000 | Desde $ 303.000.000 | Desde $ 291.000.000 | Desde $ 372.500.000 | Desde $ 160.000.000 | Desde $ 332.235.437 | Desde $ 1.302.270.000 | Desde $ 634.818.500 | Desde $ 715.847.506 | Desde $ 160.000.000 | Desde $ 237.013.000 | Desde $ 270.623.000 | Desde $ 262.635.000 | Desde $ 459.300.000 | Desde $ 320.685.000 | Desde $ 571.110.000 | Desde $ 300.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-25 03:02:29.222766+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-montevideo-bogota/194224905,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 620.000.000 | $ 650.000.000 | $ 3.500.000.000 | $ 415.000.000 | $ 1.515.000 | $ 650.000.000 | $ 900.000 | $ 800.000.000 | Desde $ 303.000.000 | Desde $ 291.000.000 | Desde $ 372.500.000 | Desde $ 160.000.000 | Desde $ 332.235.437 | Desde $ 1.302.270.000 | Desde $ 634.818.500 | Desde $ 715.847.506 | Desde $ 160.000.000 | Desde $ 237.013.000 | Desde $ 270.623.000 | Desde $ 262.635.000 | Desde $ 459.300.000 | Desde $ 320.685.000 | Desde $ 571.110.000 | Desde $ 300.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-25 03:02:29.322409+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/194276588,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 620.000.000 | $ 650.000.000 | $ 3.500.000.000 | $ 415.000.000 | $ 1.515.000 | $ 650.000.000 | $ 900.000 | $ 800.000.000 | Desde $ 303.000.000 | Desde $ 291.000.000 | Desde $ 372.500.000 | Desde $ 160.000.000 | Desde $ 332.235.437 | Desde $ 1.302.270.000 | Desde $ 634.818.500 | Desde $ 715.847.506 | Desde $ 160.000.000 | Desde $ 237.013.000 | Desde $ 270.623.000 | Desde $ 262.635.000 | Desde $ 459.300.000 | Desde $ 320.685.000 | Desde $ 571.110.000 | Desde $ 300.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-25 03:02:30.064079+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/194173825,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 620.000.000 | $ 650.000.000 | $ 3.500.000.000 | $ 415.000.000 | $ 1.515.000 | $ 650.000.000 | $ 900.000 | $ 800.000.000 | Desde $ 303.000.000 | Desde $ 291.000.000 | Desde $ 372.500.000 | Desde $ 160.000.000 | Desde $ 332.235.437 | Desde $ 1.302.270.000 | Desde $ 634.818.500 | Desde $ 715.847.506 | Desde $ 160.000.000 | Desde $ 237.013.000 | Desde $ 270.623.000 | Desde $ 262.635.000 | Desde $ 459.300.000 | Desde $ 320.685.000 | Desde $ 571.110.000 | Desde $ 300.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-25 03:02:30.096904+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-san-patricio-bogota/194129806,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 620.000.000 | $ 650.000.000 | $ 3.500.000.000 | $ 415.000.000 | $ 1.515.000 | $ 650.000.000 | $ 900.000 | $ 800.000.000 | Desde $ 303.000.000 | Desde $ 291.000.000 | Desde $ 372.500.000 | Desde $ 160.000.000 | Desde $ 332.235.437 | Desde $ 1.302.270.000 | Desde $ 634.818.500 | Desde $ 715.847.506 | Desde $ 160.000.000 | Desde $ 237.013.000 | Desde $ 270.623.000 | Desde $ 262.635.000 | Desde $ 459.300.000 | Desde $ 320.685.000 | Desde $ 571.110.000 | Desde $ 300.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-25 03:02:30.371954+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chapinero-bogota/193647366,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 620.000.000 | $ 650.000.000 | $ 3.500.000.000 | $ 415.000.000 | $ 1.515.000 | $ 650.000.000 | $ 900.000 | $ 800.000.000 | Desde $ 303.000.000 | Desde $ 291.000.000 | Desde $ 372.500.000 | Desde $ 160.000.000 | Desde $ 332.235.437 | Desde $ 1.302.270.000 | Desde $ 634.818.500 | Desde $ 715.847.506 | Desde $ 160.000.000 | Desde $ 237.013.000 | Desde $ 270.623.000 | Desde $ 262.635.000 | Desde $ 459.300.000 | Desde $ 320.685.000 | Desde $ 571.110.000 | Desde $ 300.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-25 03:02:30.414807+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-el-chico-bogota/194195627,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 620.000.000 | $ 650.000.000 | $ 3.500.000.000 | $ 415.000.000 | $ 1.515.000 | $ 650.000.000 | $ 900.000 | $ 800.000.000 | Desde $ 303.000.000 | Desde $ 291.000.000 | Desde $ 372.500.000 | Desde $ 160.000.000 | Desde $ 332.235.437 | Desde $ 1.302.270.000 | Desde $ 634.818.500 | Desde $ 715.847.506 | Desde $ 160.000.000 | Desde $ 237.013.000 | Desde $ 270.623.000 | Desde $ 262.635.000 | Desde $ 459.300.000 | Desde $ 320.685.000 | Desde $ 571.110.000 | Desde $ 300.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-25 03:02:30.531853+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-suba-las-mercedes-bogota/193647225,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 620.000.000 | $ 650.000.000 | $ 3.500.000.000 | $ 415.000.000 | $ 1.515.000 | $ 650.000.000 | $ 900.000 | $ 800.000.000 | Desde $ 303.000.000 | Desde $ 291.000.000 | Desde $ 372.500.000 | Desde $ 160.000.000 | Desde $ 332.235.437 | Desde $ 1.302.270.000 | Desde $ 634.818.500 | Desde $ 715.847.506 | Desde $ 160.000.000 | Desde $ 237.013.000 | Desde $ 270.623.000 | Desde $ 262.635.000 | Desde $ 459.300.000 | Desde $ 320.685.000 | Desde $ 571.110.000 | Desde $ 300.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-25 03:02:30.545459+00:00
