url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-paula-bogota/192911859,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.700.000 | $ 750.000.000 | $ 1.060.000.000 | $ 3.700.000 | $ 1.530.000 | $ 2.800.000 | $ 1.250.000.000 | $ 1.320.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-26 18:07:12.925669+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-mazuren-bogota/193274554,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.700.000 | $ 750.000.000 | $ 1.060.000.000 | $ 3.700.000 | $ 1.530.000 | $ 2.800.000 | $ 1.250.000.000 | $ 1.320.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-26 18:07:12.933645+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/192813390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.700.000 | $ 750.000.000 | $ 1.060.000.000 | $ 3.700.000 | $ 1.530.000 | $ 2.800.000 | $ 1.250.000.000 | $ 1.320.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-26 18:07:12.939427+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-barrios-unidos-bogota/193108875,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.700.000 | $ 750.000.000 | $ 1.060.000.000 | $ 3.700.000 | $ 1.530.000 | $ 2.800.000 | $ 1.250.000.000 | $ 1.320.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-26 18:07:12.947240+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-bogota/193092938,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.700.000 | $ 750.000.000 | $ 1.060.000.000 | $ 3.700.000 | $ 1.530.000 | $ 2.800.000 | $ 1.250.000.000 | $ 1.320.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-26 18:07:13.102626+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-bogota-dc-bogota/193249470,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.700.000 | $ 750.000.000 | $ 1.060.000.000 | $ 3.700.000 | $ 1.530.000 | $ 2.800.000 | $ 1.250.000.000 | $ 1.320.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-26 18:07:13.123251+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-polo-club-bogota/192846817,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.700.000 | $ 750.000.000 | $ 1.060.000.000 | $ 3.700.000 | $ 1.530.000 | $ 2.800.000 | $ 1.250.000.000 | $ 1.320.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-26 18:07:13.177664+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-tierra-buena-bogota/193230441,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.700.000 | $ 750.000.000 | $ 1.060.000.000 | $ 3.700.000 | $ 1.530.000 | $ 2.800.000 | $ 1.250.000.000 | $ 1.320.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-26 18:07:13.201804+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/10924799,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.700.000 | $ 750.000.000 | $ 1.060.000.000 | $ 3.700.000 | $ 1.530.000 | $ 2.800.000 | $ 1.250.000.000 | $ 1.320.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-26 18:07:13.849989+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-el-lago-bogota/192437735,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.700.000 | $ 750.000.000 | $ 1.060.000.000 | $ 3.700.000 | $ 1.530.000 | $ 2.800.000 | $ 1.250.000.000 | $ 1.320.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-26 18:07:13.879195+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-bogota/193092274,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.700.000 | $ 750.000.000 | $ 1.060.000.000 | $ 3.700.000 | $ 1.530.000 | $ 2.800.000 | $ 1.250.000.000 | $ 1.320.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-26 18:07:13.909375+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-villa-maria-bogota/192805643,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.700.000 | $ 750.000.000 | $ 1.060.000.000 | $ 3.700.000 | $ 1.530.000 | $ 2.800.000 | $ 1.250.000.000 | $ 1.320.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-26 18:07:13.919203+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-castilla-bogota/193250505,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.700.000 | $ 750.000.000 | $ 1.060.000.000 | $ 3.700.000 | $ 1.530.000 | $ 2.800.000 | $ 1.250.000.000 | $ 1.320.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-26 18:07:13.960701+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-quinta-paredes-bogota/193284604,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.700.000 | $ 750.000.000 | $ 1.060.000.000 | $ 3.700.000 | $ 1.530.000 | $ 2.800.000 | $ 1.250.000.000 | $ 1.320.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-26 18:07:13.987003+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-paloquemao-bogota/193088752,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.700.000 | $ 750.000.000 | $ 1.060.000.000 | $ 3.700.000 | $ 1.530.000 | $ 2.800.000 | $ 1.250.000.000 | $ 1.320.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-26 18:07:14.104034+00:00
