url,information,date_time
https://www.fincaraiz.com.co//casa-en-arriendo-en-engativa-bogota/193475832,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.000.500 | $ 550.000.000 | $ 400.000.000 | $ 6.500.000.000 | $ 6.890.000 | $ 1.283.500 | $ 196.000.000 | $ 442.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-30 12:18:54.143943+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-venecia-bogota/193449006,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.000.500 | $ 550.000.000 | $ 400.000.000 | $ 6.500.000.000 | $ 6.890.000 | $ 1.283.500 | $ 196.000.000 | $ 442.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-30 12:18:54.151046+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-chico-norte-bogota/193390131,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.000.500 | $ 550.000.000 | $ 400.000.000 | $ 6.500.000.000 | $ 6.890.000 | $ 1.283.500 | $ 196.000.000 | $ 442.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-30 12:18:54.158027+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-fontibon-bogota/193150679,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.000.500 | $ 550.000.000 | $ 400.000.000 | $ 6.500.000.000 | $ 6.890.000 | $ 1.283.500 | $ 196.000.000 | $ 442.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-30 12:18:54.314392+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-jose-joaquin-vargas-bogota/193402923,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.000.500 | $ 550.000.000 | $ 400.000.000 | $ 6.500.000.000 | $ 6.890.000 | $ 1.283.500 | $ 196.000.000 | $ 442.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-30 12:18:54.450632+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-zona-franca-bogota/193070184,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.000.500 | $ 550.000.000 | $ 400.000.000 | $ 6.500.000.000 | $ 6.890.000 | $ 1.283.500 | $ 196.000.000 | $ 442.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-30 12:18:54.479311+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-ricaurte-bogota/193410094,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.000.500 | $ 550.000.000 | $ 400.000.000 | $ 6.500.000.000 | $ 6.890.000 | $ 1.283.500 | $ 196.000.000 | $ 442.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-30 12:18:54.486365+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/192813390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.000.500 | $ 550.000.000 | $ 400.000.000 | $ 6.500.000.000 | $ 6.890.000 | $ 1.283.500 | $ 196.000.000 | $ 442.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-30 12:18:54.493664+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-las-aguas-bogota/191974102,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.000.500 | $ 550.000.000 | $ 400.000.000 | $ 6.500.000.000 | $ 6.890.000 | $ 1.283.500 | $ 196.000.000 | $ 442.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-30 12:18:55.046491+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-las-ferias-bogota/193424704,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.000.500 | $ 550.000.000 | $ 400.000.000 | $ 6.500.000.000 | $ 6.890.000 | $ 1.283.500 | $ 196.000.000 | $ 442.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-30 12:18:55.063774+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193486848,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.000.500 | $ 550.000.000 | $ 400.000.000 | $ 6.500.000.000 | $ 6.890.000 | $ 1.283.500 | $ 196.000.000 | $ 442.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-30 12:18:55.071462+00:00
