url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-virrey-bogota/193575284,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 810.000.000 | $ 360.000.000 | $ 2.100.000 | $ 2.450.000 | $ 550.000.000 | $ 532.925.000 | $ 2.850.000 | $ 327.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-06 06:55:41.620722+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-olaya-bogota/10510376,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 810.000.000 | $ 360.000.000 | $ 2.100.000 | $ 2.450.000 | $ 550.000.000 | $ 532.925.000 | $ 2.850.000 | $ 327.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-06 06:55:41.650028+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-bogota/7242367,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 810.000.000 | $ 360.000.000 | $ 2.100.000 | $ 2.450.000 | $ 550.000.000 | $ 532.925.000 | $ 2.850.000 | $ 327.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-06 06:55:42.122159+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-reservado-bogota/193174528,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 810.000.000 | $ 360.000.000 | $ 2.100.000 | $ 2.450.000 | $ 550.000.000 | $ 532.925.000 | $ 2.850.000 | $ 327.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-06 06:55:42.909679+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-colon-bogota/193592800,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 810.000.000 | $ 360.000.000 | $ 2.100.000 | $ 2.450.000 | $ 550.000.000 | $ 532.925.000 | $ 2.850.000 | $ 327.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-06 06:55:42.980034+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193486539,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 810.000.000 | $ 360.000.000 | $ 2.100.000 | $ 2.450.000 | $ 550.000.000 | $ 532.925.000 | $ 2.850.000 | $ 327.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-06 06:55:42.993451+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-los-pantanos-bogota/193592439,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 810.000.000 | $ 360.000.000 | $ 2.100.000 | $ 2.450.000 | $ 550.000.000 | $ 532.925.000 | $ 2.850.000 | $ 327.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-06 06:55:43.039387+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193068433,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 810.000.000 | $ 360.000.000 | $ 2.100.000 | $ 2.450.000 | $ 550.000.000 | $ 532.925.000 | $ 2.850.000 | $ 327.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-06 06:55:43.104480+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-las-orquideas-bogota/193454696,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 810.000.000 | $ 360.000.000 | $ 2.100.000 | $ 2.450.000 | $ 550.000.000 | $ 532.925.000 | $ 2.850.000 | $ 327.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-06 06:55:43.443415+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-los-rosales-bogota/193443091,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 810.000.000 | $ 360.000.000 | $ 2.100.000 | $ 2.450.000 | $ 550.000.000 | $ 532.925.000 | $ 2.850.000 | $ 327.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-06 06:55:43.489847+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-batan-bogota/193481563,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 810.000.000 | $ 360.000.000 | $ 2.100.000 | $ 2.450.000 | $ 550.000.000 | $ 532.925.000 | $ 2.850.000 | $ 327.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-06 06:55:44.267384+00:00
