url,information,date_time
https://www.fincaraiz.com.co//bodega-en-arriendo-en-puente-aranda-bogota/193814519,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 415.000.000 | $ 420.000.000 | $ 179.000.000 | $ 5.500.000 | $ 225.000.000 | $ 490.000.000 | $ 590.000.000 | $ 3.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-07 07:24:03.283147+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193690056,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 415.000.000 | $ 420.000.000 | $ 179.000.000 | $ 5.500.000 | $ 225.000.000 | $ 490.000.000 | $ 590.000.000 | $ 3.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-07 07:24:03.327695+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-la-esmeralda-bogota/193468903,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 415.000.000 | $ 420.000.000 | $ 179.000.000 | $ 5.500.000 | $ 225.000.000 | $ 490.000.000 | $ 590.000.000 | $ 3.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-07 07:24:03.460391+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-gran-granada-bogota/193831044,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 415.000.000 | $ 420.000.000 | $ 179.000.000 | $ 5.500.000 | $ 225.000.000 | $ 490.000.000 | $ 590.000.000 | $ 3.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-07 07:24:03.553196+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cerros-de-suba-bogota/192648174,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 415.000.000 | $ 420.000.000 | $ 179.000.000 | $ 5.500.000 | $ 225.000.000 | $ 490.000.000 | $ 590.000.000 | $ 3.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-07 07:24:03.670294+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-la-macarena-bogota/192657270,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 415.000.000 | $ 420.000.000 | $ 179.000.000 | $ 5.500.000 | $ 225.000.000 | $ 490.000.000 | $ 590.000.000 | $ 3.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-07 07:24:03.678272+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-el-nogal-bogota/193771328,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 415.000.000 | $ 420.000.000 | $ 179.000.000 | $ 5.500.000 | $ 225.000.000 | $ 490.000.000 | $ 590.000.000 | $ 3.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-07 07:24:03.686479+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-tintal-bogota/193830315,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 415.000.000 | $ 420.000.000 | $ 179.000.000 | $ 5.500.000 | $ 225.000.000 | $ 490.000.000 | $ 590.000.000 | $ 3.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-07 07:24:03.698331+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-san-patricio-bogota/193772840,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 415.000.000 | $ 420.000.000 | $ 179.000.000 | $ 5.500.000 | $ 225.000.000 | $ 490.000.000 | $ 590.000.000 | $ 3.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-07 07:24:04.435660+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-alfonso-lopez-bogota/193835005,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 415.000.000 | $ 420.000.000 | $ 179.000.000 | $ 5.500.000 | $ 225.000.000 | $ 490.000.000 | $ 590.000.000 | $ 3.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-07 07:24:04.446941+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-san-jose-de-bavaria-bogota/193741235,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 415.000.000 | $ 420.000.000 | $ 179.000.000 | $ 5.500.000 | $ 225.000.000 | $ 490.000.000 | $ 590.000.000 | $ 3.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-07 07:24:04.475721+00:00
