url,information,date_time
https://www.fincaraiz.com.co//oficina-en-arriendo-en-antiguo-country-bogota/193397320,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 255.000.000 | $ 16.000.000 | $ 2.895.700 | $ 1.750.000 | $ 520.000.000 | $ 1.750.000 | $ 2.500.000 | $ 310.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-25 12:13:30.548717+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-la-victoria-bogota/193297384,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 255.000.000 | $ 16.000.000 | $ 2.895.700 | $ 1.750.000 | $ 520.000.000 | $ 1.750.000 | $ 2.500.000 | $ 310.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-25 12:13:30.597550+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-el-nogal-bogota/192567194,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 255.000.000 | $ 16.000.000 | $ 2.895.700 | $ 1.750.000 | $ 520.000.000 | $ 1.750.000 | $ 2.500.000 | $ 310.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-25 12:13:30.780607+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193149472,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 255.000.000 | $ 16.000.000 | $ 2.895.700 | $ 1.750.000 | $ 520.000.000 | $ 1.750.000 | $ 2.500.000 | $ 310.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-25 12:13:30.817006+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-los-rosales-bogota/193434859,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 255.000.000 | $ 16.000.000 | $ 2.895.700 | $ 1.750.000 | $ 520.000.000 | $ 1.750.000 | $ 2.500.000 | $ 310.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-25 12:13:30.825172+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/10924799,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 255.000.000 | $ 16.000.000 | $ 2.895.700 | $ 1.750.000 | $ 520.000.000 | $ 1.750.000 | $ 2.500.000 | $ 310.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-25 12:13:30.835112+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-usaquen-bogota/10520463,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 255.000.000 | $ 16.000.000 | $ 2.895.700 | $ 1.750.000 | $ 520.000.000 | $ 1.750.000 | $ 2.500.000 | $ 310.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-25 12:13:30.854041+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/192813390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 255.000.000 | $ 16.000.000 | $ 2.895.700 | $ 1.750.000 | $ 520.000.000 | $ 1.750.000 | $ 2.500.000 | $ 310.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-25 12:13:30.866764+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-barrios-unidos-bogota/193394000,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 255.000.000 | $ 16.000.000 | $ 2.895.700 | $ 1.750.000 | $ 520.000.000 | $ 1.750.000 | $ 2.500.000 | $ 310.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-25 12:13:31.444970+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-prado-veraniego-bogota/193418435,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 255.000.000 | $ 16.000.000 | $ 2.895.700 | $ 1.750.000 | $ 520.000.000 | $ 1.750.000 | $ 2.500.000 | $ 310.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-25 12:13:31.466317+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-las-nieves-bogota/193112027,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 255.000.000 | $ 16.000.000 | $ 2.895.700 | $ 1.750.000 | $ 520.000.000 | $ 1.750.000 | $ 2.500.000 | $ 310.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-25 12:13:31.489230+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-centro-industrial-bogota/193427059,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 255.000.000 | $ 16.000.000 | $ 2.895.700 | $ 1.750.000 | $ 520.000.000 | $ 1.750.000 | $ 2.500.000 | $ 310.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-25 12:13:31.498252+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-chico-bogota/192750131,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 255.000.000 | $ 16.000.000 | $ 2.895.700 | $ 1.750.000 | $ 520.000.000 | $ 1.750.000 | $ 2.500.000 | $ 310.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-25 12:13:31.555993+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-escuela-de-caballeria-bogota/193289136,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 255.000.000 | $ 16.000.000 | $ 2.895.700 | $ 1.750.000 | $ 520.000.000 | $ 1.750.000 | $ 2.500.000 | $ 310.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-25 12:13:31.714886+00:00
