url,information,date_time
https://www.fincaraiz.com.co//bodega-en-arriendo-en-barrios-unidos-bogota/193108875,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 900.000.000 | $ 1.900.000 | $ 690.000.000 | $ 3.700.000 | $ 900.000.000 | $ 1.600.000.000 | $ 1.200.000.000 | $ 2.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-31 00:18:49.175069+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-rionegro-bogota/193115062,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 900.000.000 | $ 1.900.000 | $ 690.000.000 | $ 3.700.000 | $ 900.000.000 | $ 1.600.000.000 | $ 1.200.000.000 | $ 2.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-31 00:18:49.225976+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-mirandela-bogota/193281264,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 900.000.000 | $ 1.900.000 | $ 690.000.000 | $ 3.700.000 | $ 900.000.000 | $ 1.600.000.000 | $ 1.200.000.000 | $ 2.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-31 00:18:49.247447+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/192813390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 900.000.000 | $ 1.900.000 | $ 690.000.000 | $ 3.700.000 | $ 900.000.000 | $ 1.600.000.000 | $ 1.200.000.000 | $ 2.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-31 00:18:49.435481+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-quinta-paredes-bogota/193291243,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 900.000.000 | $ 1.900.000 | $ 690.000.000 | $ 3.700.000 | $ 900.000.000 | $ 1.600.000.000 | $ 1.200.000.000 | $ 2.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-31 00:18:49.444321+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-usaquen-bogota/10520463,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 900.000.000 | $ 1.900.000 | $ 690.000.000 | $ 3.700.000 | $ 900.000.000 | $ 1.600.000.000 | $ 1.200.000.000 | $ 2.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-31 00:18:49.455755+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-jose-joaquin-vargas-bogota/193272966,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 900.000.000 | $ 1.900.000 | $ 690.000.000 | $ 3.700.000 | $ 900.000.000 | $ 1.600.000.000 | $ 1.200.000.000 | $ 2.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-31 00:18:49.474837+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cerros-de-suba-bogota/192648174,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 900.000.000 | $ 1.900.000 | $ 690.000.000 | $ 3.700.000 | $ 900.000.000 | $ 1.600.000.000 | $ 1.200.000.000 | $ 2.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-31 00:18:49.509071+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-bogota/193215920,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 900.000.000 | $ 1.900.000 | $ 690.000.000 | $ 3.700.000 | $ 900.000.000 | $ 1.600.000.000 | $ 1.200.000.000 | $ 2.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-31 00:18:50.078342+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193057392,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 900.000.000 | $ 1.900.000 | $ 690.000.000 | $ 3.700.000 | $ 900.000.000 | $ 1.600.000.000 | $ 1.200.000.000 | $ 2.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-31 00:18:50.085591+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-villa-del-prado-bogota/193124201,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 900.000.000 | $ 1.900.000 | $ 690.000.000 | $ 3.700.000 | $ 900.000.000 | $ 1.600.000.000 | $ 1.200.000.000 | $ 2.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-31 00:18:50.196034+00:00
