url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/192813390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 485.000.000 | $ 4.200.000 | $ 280.000.000 | $ 180.000.000 | $ 490.000.000 | $ 6.800.000 | $ 1.900.000.000 | $ 499.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-26 06:07:48.006629+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-barrios-unidos-bogota/193108875,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 485.000.000 | $ 4.200.000 | $ 280.000.000 | $ 180.000.000 | $ 490.000.000 | $ 6.800.000 | $ 1.900.000.000 | $ 499.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-26 06:07:48.255787+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-bogota/193279243,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 485.000.000 | $ 4.200.000 | $ 280.000.000 | $ 180.000.000 | $ 490.000.000 | $ 6.800.000 | $ 1.900.000.000 | $ 499.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-26 06:07:48.264137+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/10924799,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 485.000.000 | $ 4.200.000 | $ 280.000.000 | $ 180.000.000 | $ 490.000.000 | $ 6.800.000 | $ 1.900.000.000 | $ 499.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-26 06:07:48.272206+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-paula-bogota/192911859,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 485.000.000 | $ 4.200.000 | $ 280.000.000 | $ 180.000.000 | $ 490.000.000 | $ 6.800.000 | $ 1.900.000.000 | $ 499.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-26 06:07:48.302711+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-tierra-buena-bogota/193230441,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 485.000.000 | $ 4.200.000 | $ 280.000.000 | $ 180.000.000 | $ 490.000.000 | $ 6.800.000 | $ 1.900.000.000 | $ 499.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-26 06:07:48.355922+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-polo-club-bogota/192846817,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 485.000.000 | $ 4.200.000 | $ 280.000.000 | $ 180.000.000 | $ 490.000.000 | $ 6.800.000 | $ 1.900.000.000 | $ 499.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-26 06:07:48.391076+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-bogota-dc-bogota/193249470,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 485.000.000 | $ 4.200.000 | $ 280.000.000 | $ 180.000.000 | $ 490.000.000 | $ 6.800.000 | $ 1.900.000.000 | $ 499.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-26 06:07:48.607841+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-bogota/193092274,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 485.000.000 | $ 4.200.000 | $ 280.000.000 | $ 180.000.000 | $ 490.000.000 | $ 6.800.000 | $ 1.900.000.000 | $ 499.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-26 06:07:48.877477+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-quinta-paredes-bogota/193284604,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 485.000.000 | $ 4.200.000 | $ 280.000.000 | $ 180.000.000 | $ 490.000.000 | $ 6.800.000 | $ 1.900.000.000 | $ 499.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-26 06:07:48.896297+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-el-lago-bogota/192437735,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 485.000.000 | $ 4.200.000 | $ 280.000.000 | $ 180.000.000 | $ 490.000.000 | $ 6.800.000 | $ 1.900.000.000 | $ 499.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-26 06:07:48.966451+00:00
