url,information,date_time
https://www.fincaraiz.com.co//local-en-arriendo-en-barrios-unidos-bogota/193486843,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.700.000 | $ 400.000.000 | $ 1.100.000 | $ 1.800.000 | $ 790.000.000 | $ 330.000.000 | $ 11.000.000 | $ 2.600.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-02 00:22:03.677580+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-pinar-de-suba-bogota/193463557,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.700.000 | $ 400.000.000 | $ 1.100.000 | $ 1.800.000 | $ 790.000.000 | $ 330.000.000 | $ 11.000.000 | $ 2.600.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-02 00:22:03.686014+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-santa-barbara-bogota/193244989,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.700.000 | $ 400.000.000 | $ 1.100.000 | $ 1.800.000 | $ 790.000.000 | $ 330.000.000 | $ 11.000.000 | $ 2.600.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-02 00:22:03.764218+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-cabrera-bogota/193428692,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.700.000 | $ 400.000.000 | $ 1.100.000 | $ 1.800.000 | $ 790.000.000 | $ 330.000.000 | $ 11.000.000 | $ 2.600.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-02 00:22:03.771356+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-milenta-bogota/193001187,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.700.000 | $ 400.000.000 | $ 1.100.000 | $ 1.800.000 | $ 790.000.000 | $ 330.000.000 | $ 11.000.000 | $ 2.600.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-02 00:22:03.778239+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-cantalejo-bogota/193396471,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.700.000 | $ 400.000.000 | $ 1.100.000 | $ 1.800.000 | $ 790.000.000 | $ 330.000.000 | $ 11.000.000 | $ 2.600.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-02 00:22:03.794762+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cedritos-bogota/193445985,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.700.000 | $ 400.000.000 | $ 1.100.000 | $ 1.800.000 | $ 790.000.000 | $ 330.000.000 | $ 11.000.000 | $ 2.600.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-02 00:22:03.888396+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-puente-aranda-bogota/193519752,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.700.000 | $ 400.000.000 | $ 1.100.000 | $ 1.800.000 | $ 790.000.000 | $ 330.000.000 | $ 11.000.000 | $ 2.600.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-02 00:22:03.941892+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-fontibon-bogota/193406127,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.700.000 | $ 400.000.000 | $ 1.100.000 | $ 1.800.000 | $ 790.000.000 | $ 330.000.000 | $ 11.000.000 | $ 2.600.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-02 00:22:04.628476+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-carolina-bogota/193502839,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.700.000 | $ 400.000.000 | $ 1.100.000 | $ 1.800.000 | $ 790.000.000 | $ 330.000.000 | $ 11.000.000 | $ 2.600.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-02 00:22:04.680102+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-los-rosales-bogota/193455498,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.700.000 | $ 400.000.000 | $ 1.100.000 | $ 1.800.000 | $ 790.000.000 | $ 330.000.000 | $ 11.000.000 | $ 2.600.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-02 00:22:04.769544+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-modelia-bogota/193374690,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.700.000 | $ 400.000.000 | $ 1.100.000 | $ 1.800.000 | $ 790.000.000 | $ 330.000.000 | $ 11.000.000 | $ 2.600.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-02 00:22:04.866988+00:00
