url,information,date_time
https://www.fincaraiz.com.co//oficina-en-arriendo-en-usaquen-bogota/193384446,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 690.000.000 | $ 3.600.000 | $ 360.000.000 | $ 230.000.000 | $ 550.000.000 | $ 1.200.000 | $ 7.999.000 | $ 2.400.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-20 08:48:43.410305+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-macarena-bogota/192827261,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 690.000.000 | $ 3.600.000 | $ 360.000.000 | $ 230.000.000 | $ 550.000.000 | $ 1.200.000 | $ 7.999.000 | $ 2.400.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-20 08:48:43.435446+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-villa-alsacia-2-bogota/193364947,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 690.000.000 | $ 3.600.000 | $ 360.000.000 | $ 230.000.000 | $ 550.000.000 | $ 1.200.000 | $ 7.999.000 | $ 2.400.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-20 08:48:43.505438+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-polo-club-bogota/193708046,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 690.000.000 | $ 3.600.000 | $ 360.000.000 | $ 230.000.000 | $ 550.000.000 | $ 1.200.000 | $ 7.999.000 | $ 2.400.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-20 08:48:43.769707+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-paula-bogota/193442339,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 690.000.000 | $ 3.600.000 | $ 360.000.000 | $ 230.000.000 | $ 550.000.000 | $ 1.200.000 | $ 7.999.000 | $ 2.400.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-20 08:48:43.777324+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-barrancas-norte-bogota/192750248,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 690.000.000 | $ 3.600.000 | $ 360.000.000 | $ 230.000.000 | $ 550.000.000 | $ 1.200.000 | $ 7.999.000 | $ 2.400.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-20 08:48:43.894125+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-colon-bogota/193592800,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 690.000.000 | $ 3.600.000 | $ 360.000.000 | $ 230.000.000 | $ 550.000.000 | $ 1.200.000 | $ 7.999.000 | $ 2.400.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-20 08:48:44.163395+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-kennedy-bogota/193733211,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 690.000.000 | $ 3.600.000 | $ 360.000.000 | $ 230.000.000 | $ 550.000.000 | $ 1.200.000 | $ 7.999.000 | $ 2.400.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-20 08:48:44.262028+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-ana-bogota/193683957,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 690.000.000 | $ 3.600.000 | $ 360.000.000 | $ 230.000.000 | $ 550.000.000 | $ 1.200.000 | $ 7.999.000 | $ 2.400.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-20 08:48:44.430884+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chapinero-alto-bogota/194004576,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 690.000.000 | $ 3.600.000 | $ 360.000.000 | $ 230.000.000 | $ 550.000.000 | $ 1.200.000 | $ 7.999.000 | $ 2.400.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-20 08:48:44.619030+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-country-club-bogota/193837427,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 690.000.000 | $ 3.600.000 | $ 360.000.000 | $ 230.000.000 | $ 550.000.000 | $ 1.200.000 | $ 7.999.000 | $ 2.400.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-20 08:48:44.679750+00:00
