url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/192813390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 900.000 | $ 1.800.000 | $ 2.100.000 | $ 4.500.000 | $ 1.400.000 | $ 335.000.000 | $ 213.000.000 | $ 12.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-27 06:17:52.734331+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-cabrera-bogota/193440186,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 900.000 | $ 1.800.000 | $ 2.100.000 | $ 4.500.000 | $ 1.400.000 | $ 335.000.000 | $ 213.000.000 | $ 12.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-27 06:17:52.756199+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-centro-industrial-bogota/193427059,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 900.000 | $ 1.800.000 | $ 2.100.000 | $ 4.500.000 | $ 1.400.000 | $ 335.000.000 | $ 213.000.000 | $ 12.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-27 06:17:52.970515+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-el-nogal-bogota/192567194,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 900.000 | $ 1.800.000 | $ 2.100.000 | $ 4.500.000 | $ 1.400.000 | $ 335.000.000 | $ 213.000.000 | $ 12.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-27 06:17:53.101900+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-barrios-unidos-bogota/193394000,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 900.000 | $ 1.800.000 | $ 2.100.000 | $ 4.500.000 | $ 1.400.000 | $ 335.000.000 | $ 213.000.000 | $ 12.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-27 06:17:53.378328+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-usaquen-bogota/10520463,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 900.000 | $ 1.800.000 | $ 2.100.000 | $ 4.500.000 | $ 1.400.000 | $ 335.000.000 | $ 213.000.000 | $ 12.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-27 06:17:53.449092+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193149472,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 900.000 | $ 1.800.000 | $ 2.100.000 | $ 4.500.000 | $ 1.400.000 | $ 335.000.000 | $ 213.000.000 | $ 12.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-27 06:17:53.464521+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-antiguo-country-bogota/193397320,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 900.000 | $ 1.800.000 | $ 2.100.000 | $ 4.500.000 | $ 1.400.000 | $ 335.000.000 | $ 213.000.000 | $ 12.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-27 06:17:53.487593+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-siberia-bogota/193116222,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 900.000 | $ 1.800.000 | $ 2.100.000 | $ 4.500.000 | $ 1.400.000 | $ 335.000.000 | $ 213.000.000 | $ 12.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-27 06:17:53.620445+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-unicentro-bogota-bogota/192716572,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 900.000 | $ 1.800.000 | $ 2.100.000 | $ 4.500.000 | $ 1.400.000 | $ 335.000.000 | $ 213.000.000 | $ 12.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-27 06:17:53.636592+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-batan-bogota/193438135,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 900.000 | $ 1.800.000 | $ 2.100.000 | $ 4.500.000 | $ 1.400.000 | $ 335.000.000 | $ 213.000.000 | $ 12.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-27 06:17:53.673682+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-la-espa%C3%B1ola-bogota/193405992,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 900.000 | $ 1.800.000 | $ 2.100.000 | $ 4.500.000 | $ 1.400.000 | $ 335.000.000 | $ 213.000.000 | $ 12.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-27 06:17:53.853290+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-central-bogota/192745092,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 900.000 | $ 1.800.000 | $ 2.100.000 | $ 4.500.000 | $ 1.400.000 | $ 335.000.000 | $ 213.000.000 | $ 12.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-27 06:17:53.860467+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-navarra-bogota/193409317,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 900.000 | $ 1.800.000 | $ 2.100.000 | $ 4.500.000 | $ 1.400.000 | $ 335.000.000 | $ 213.000.000 | $ 12.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-27 06:17:53.899735+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-paloquemao-bogota/193088752,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 900.000 | $ 1.800.000 | $ 2.100.000 | $ 4.500.000 | $ 1.400.000 | $ 335.000.000 | $ 213.000.000 | $ 12.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-27 06:17:54.022268+00:00
