url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-zona-centro-bogota/191054340,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 241.339.286 | $ 5.000.000 | $ 1.700.000 | $ 1.350.000 | $ 2.300.000 | $ 150.000.000 | $ 1.300.000 | $ 260.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-17 00:36:24.639505+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chapinero-bogota/193609739,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 241.339.286 | $ 5.000.000 | $ 1.700.000 | $ 1.350.000 | $ 2.300.000 | $ 150.000.000 | $ 1.300.000 | $ 260.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-17 00:36:24.668843+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-montevideo-bogota/193592330,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 241.339.286 | $ 5.000.000 | $ 1.700.000 | $ 1.350.000 | $ 2.300.000 | $ 150.000.000 | $ 1.300.000 | $ 260.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-17 00:36:24.734200+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193414627,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 241.339.286 | $ 5.000.000 | $ 1.700.000 | $ 1.350.000 | $ 2.300.000 | $ 150.000.000 | $ 1.300.000 | $ 260.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-17 00:36:24.741635+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-veracruz-bogota/193729595,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 241.339.286 | $ 5.000.000 | $ 1.700.000 | $ 1.350.000 | $ 2.300.000 | $ 150.000.000 | $ 1.300.000 | $ 260.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-17 00:36:24.758617+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-la-macarena-bogota/192657270,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 241.339.286 | $ 5.000.000 | $ 1.700.000 | $ 1.350.000 | $ 2.300.000 | $ 150.000.000 | $ 1.300.000 | $ 260.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-17 00:36:24.816952+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cerros-de-suba-bogota/192648174,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 241.339.286 | $ 5.000.000 | $ 1.700.000 | $ 1.350.000 | $ 2.300.000 | $ 150.000.000 | $ 1.300.000 | $ 260.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-17 00:36:24.853028+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-antiguo-country-bogota/193347003,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 241.339.286 | $ 5.000.000 | $ 1.700.000 | $ 1.350.000 | $ 2.300.000 | $ 150.000.000 | $ 1.300.000 | $ 260.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-17 00:36:24.860175+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-la-victoria-bogota/193297384,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 241.339.286 | $ 5.000.000 | $ 1.700.000 | $ 1.350.000 | $ 2.300.000 | $ 150.000.000 | $ 1.300.000 | $ 260.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-17 00:36:25.566051+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-las-nieves-bogota/193595921,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 241.339.286 | $ 5.000.000 | $ 1.700.000 | $ 1.350.000 | $ 2.300.000 | $ 150.000.000 | $ 1.300.000 | $ 260.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-17 00:36:25.573197+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-bosques-del-marques-bogota/193617043,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 241.339.286 | $ 5.000.000 | $ 1.700.000 | $ 1.350.000 | $ 2.300.000 | $ 150.000.000 | $ 1.300.000 | $ 260.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-17 00:36:25.579905+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-montevideo-bogota/193457805,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 241.339.286 | $ 5.000.000 | $ 1.700.000 | $ 1.350.000 | $ 2.300.000 | $ 150.000.000 | $ 1.300.000 | $ 260.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-17 00:36:25.586569+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chapinero-alto-bogota/193346916,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 241.339.286 | $ 5.000.000 | $ 1.700.000 | $ 1.350.000 | $ 2.300.000 | $ 150.000.000 | $ 1.300.000 | $ 260.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-17 00:36:25.605808+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-alhambra-bogota/193754230,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 241.339.286 | $ 5.000.000 | $ 1.700.000 | $ 1.350.000 | $ 2.300.000 | $ 150.000.000 | $ 1.300.000 | $ 260.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-17 00:36:25.741282+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-san-patricio-bogota/193318968,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 241.339.286 | $ 5.000.000 | $ 1.700.000 | $ 1.350.000 | $ 2.300.000 | $ 150.000.000 | $ 1.300.000 | $ 260.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-17 00:36:25.807261+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-santa-paula-bogota/193282905,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 241.339.286 | $ 5.000.000 | $ 1.700.000 | $ 1.350.000 | $ 2.300.000 | $ 150.000.000 | $ 1.300.000 | $ 260.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-17 00:36:25.851853+00:00
