url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-cabrera-bogota/193440186,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 700.000 | $ 1.317.200 | $ 432.000.000 | $ 12.675.000 | $ 7.000.000 | $ 2.900.000 | $ 3.000.000 | $ 399.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-07 12:07:18.763771+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chapinero-central-bogota/193457006,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 700.000 | $ 1.317.200 | $ 432.000.000 | $ 12.675.000 | $ 7.000.000 | $ 2.900.000 | $ 3.000.000 | $ 399.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-07 12:07:18.782860+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-usaquen-bogota/10520463,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 700.000 | $ 1.317.200 | $ 432.000.000 | $ 12.675.000 | $ 7.000.000 | $ 2.900.000 | $ 3.000.000 | $ 399.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-07 12:07:18.789846+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-nuevo-country-bogota/193460052,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 700.000 | $ 1.317.200 | $ 432.000.000 | $ 12.675.000 | $ 7.000.000 | $ 2.900.000 | $ 3.000.000 | $ 399.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-07 12:07:18.832292+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-balcones-del-salitre-bogota/193444698,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 700.000 | $ 1.317.200 | $ 432.000.000 | $ 12.675.000 | $ 7.000.000 | $ 2.900.000 | $ 3.000.000 | $ 399.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-07 12:07:18.851989+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-navarra-bogota/193397405,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 700.000 | $ 1.317.200 | $ 432.000.000 | $ 12.675.000 | $ 7.000.000 | $ 2.900.000 | $ 3.000.000 | $ 399.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-07 12:07:19.048924+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-antiguo-country-bogota/193397320,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 700.000 | $ 1.317.200 | $ 432.000.000 | $ 12.675.000 | $ 7.000.000 | $ 2.900.000 | $ 3.000.000 | $ 399.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-07 12:07:19.056947+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/192813390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 700.000 | $ 1.317.200 | $ 432.000.000 | $ 12.675.000 | $ 7.000.000 | $ 2.900.000 | $ 3.000.000 | $ 399.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-07 12:07:19.065966+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-quinta-paredes-bogota/193472326,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 700.000 | $ 1.317.200 | $ 432.000.000 | $ 12.675.000 | $ 7.000.000 | $ 2.900.000 | $ 3.000.000 | $ 399.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-07 12:07:19.590478+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-el-nogal-bogota/192567194,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 700.000 | $ 1.317.200 | $ 432.000.000 | $ 12.675.000 | $ 7.000.000 | $ 2.900.000 | $ 3.000.000 | $ 399.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-07 12:07:19.599718+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-chico-bogota/192750131,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 700.000 | $ 1.317.200 | $ 432.000.000 | $ 12.675.000 | $ 7.000.000 | $ 2.900.000 | $ 3.000.000 | $ 399.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-07 12:07:19.650747+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-fontibon-bogota/193447024,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 700.000 | $ 1.317.200 | $ 432.000.000 | $ 12.675.000 | $ 7.000.000 | $ 2.900.000 | $ 3.000.000 | $ 399.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-07 12:07:19.761695+00:00
