url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-verbenal-san-antonio-bogota/193306237,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 180.000.000 | $ 235.000.000 | $ 750.000 | $ 633.300.000 | $ 1.650.000 | $ 2.800.000 | $ 479.000.000 | $ 670.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-25 18:06:00.663166+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-barrios-unidos-bogota/193108875,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 180.000.000 | $ 235.000.000 | $ 750.000 | $ 633.300.000 | $ 1.650.000 | $ 2.800.000 | $ 479.000.000 | $ 670.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-25 18:06:00.838471+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chapinero-bogota/193218668,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 180.000.000 | $ 235.000.000 | $ 750.000 | $ 633.300.000 | $ 1.650.000 | $ 2.800.000 | $ 479.000.000 | $ 670.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-25 18:06:00.855275+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-bonanza-bogota/193155940,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 180.000.000 | $ 235.000.000 | $ 750.000 | $ 633.300.000 | $ 1.650.000 | $ 2.800.000 | $ 479.000.000 | $ 670.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-25 18:06:00.868370+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cerros-de-suba-bogota/192648174,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 180.000.000 | $ 235.000.000 | $ 750.000 | $ 633.300.000 | $ 1.650.000 | $ 2.800.000 | $ 479.000.000 | $ 670.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-25 18:06:00.911714+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-paula-bogota/192911859,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 180.000.000 | $ 235.000.000 | $ 750.000 | $ 633.300.000 | $ 1.650.000 | $ 2.800.000 | $ 479.000.000 | $ 670.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-25 18:06:00.923632+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/192813390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 180.000.000 | $ 235.000.000 | $ 750.000 | $ 633.300.000 | $ 1.650.000 | $ 2.800.000 | $ 479.000.000 | $ 670.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-25 18:06:00.932934+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-polo-club-bogota/192846817,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 180.000.000 | $ 235.000.000 | $ 750.000 | $ 633.300.000 | $ 1.650.000 | $ 2.800.000 | $ 479.000.000 | $ 670.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-25 18:06:00.954499+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-chico-norte-bogota/193115999,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 180.000.000 | $ 235.000.000 | $ 750.000 | $ 633.300.000 | $ 1.650.000 | $ 2.800.000 | $ 479.000.000 | $ 670.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-25 18:06:01.587448+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-puente-largo-bogota/192750159,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 180.000.000 | $ 235.000.000 | $ 750.000 | $ 633.300.000 | $ 1.650.000 | $ 2.800.000 | $ 479.000.000 | $ 670.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-25 18:06:01.596235+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cedritos-bogota/193163675,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 180.000.000 | $ 235.000.000 | $ 750.000 | $ 633.300.000 | $ 1.650.000 | $ 2.800.000 | $ 479.000.000 | $ 670.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-25 18:06:01.618069+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-colina-campestre-bogota/193254684,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 180.000.000 | $ 235.000.000 | $ 750.000 | $ 633.300.000 | $ 1.650.000 | $ 2.800.000 | $ 479.000.000 | $ 670.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-25 18:06:01.814676+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-bogota/192920547,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 180.000.000 | $ 235.000.000 | $ 750.000 | $ 633.300.000 | $ 1.650.000 | $ 2.800.000 | $ 479.000.000 | $ 670.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-25 18:06:01.822884+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-ciudad-salitre-bogota/193308777,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 180.000.000 | $ 235.000.000 | $ 750.000 | $ 633.300.000 | $ 1.650.000 | $ 2.800.000 | $ 479.000.000 | $ 670.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-25 18:06:01.829456+00:00
