url,information,date_time
https://www.fincaraiz.com.co//bodega-en-arriendo-en-barrios-unidos-bogota/193108875,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 920.000.000 | $ 250.000.000 | $ 680.000.000 | $ 198.000.000 | $ 287.000.000 | $ 1.800.000 | $ 6.200.000 | $ 620.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-04 00:18:06.116176+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-teusaquillo-bogota/193030542,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 920.000.000 | $ 250.000.000 | $ 680.000.000 | $ 198.000.000 | $ 287.000.000 | $ 1.800.000 | $ 6.200.000 | $ 620.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-04 00:18:06.168242+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-modelia-bogota/193135632,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 920.000.000 | $ 250.000.000 | $ 680.000.000 | $ 198.000.000 | $ 287.000.000 | $ 1.800.000 | $ 6.200.000 | $ 620.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-04 00:18:06.197534+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193355333,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 920.000.000 | $ 250.000.000 | $ 680.000.000 | $ 198.000.000 | $ 287.000.000 | $ 1.800.000 | $ 6.200.000 | $ 620.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-04 00:18:06.214557+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/192813390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 920.000.000 | $ 250.000.000 | $ 680.000.000 | $ 198.000.000 | $ 287.000.000 | $ 1.800.000 | $ 6.200.000 | $ 620.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-04 00:18:06.225505+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-montevideo-bogota/193320151,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 920.000.000 | $ 250.000.000 | $ 680.000.000 | $ 198.000.000 | $ 287.000.000 | $ 1.800.000 | $ 6.200.000 | $ 620.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-04 00:18:06.233557+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-fontibon-bogota/192589991,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 920.000.000 | $ 250.000.000 | $ 680.000.000 | $ 198.000.000 | $ 287.000.000 | $ 1.800.000 | $ 6.200.000 | $ 620.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-04 00:18:06.255659+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-usaquen-bogota/10520463,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 920.000.000 | $ 250.000.000 | $ 680.000.000 | $ 198.000.000 | $ 287.000.000 | $ 1.800.000 | $ 6.200.000 | $ 620.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-04 00:18:06.545798+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-quinta-paredes-bogota/193284604,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 920.000.000 | $ 250.000.000 | $ 680.000.000 | $ 198.000.000 | $ 287.000.000 | $ 1.800.000 | $ 6.200.000 | $ 620.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-04 00:18:07.052083+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-modelia-bogota/192989807,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 920.000.000 | $ 250.000.000 | $ 680.000.000 | $ 198.000.000 | $ 287.000.000 | $ 1.800.000 | $ 6.200.000 | $ 620.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-04 00:18:07.115440+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-felicidad-bogota/192983335,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 920.000.000 | $ 250.000.000 | $ 680.000.000 | $ 198.000.000 | $ 287.000.000 | $ 1.800.000 | $ 6.200.000 | $ 620.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-04 00:18:07.248243+00:00
