url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-pontevedra-bogota/194034597,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 470.000.000 | $ 630.000.000 | $ 210.000.000 | $ 2.500.000 | $ 1.700.000 | $ 345.000.000 | $ 1.059.100.000 | $ 14.500.000 | Desde $ 309.000.000 | Desde $ 294.000.000 | Desde $ 372.500.000 | Desde $ 160.000.000 | Desde $ 332.235.437 | Desde $ 1.302.270.000 | Desde $ 634.818.500 | Desde $ 715.847.506 | Desde $ 160.000.000 | Desde $ 237.013.000 | Desde $ 270.623.000 | Desde $ 262.635.000 | Desde $ 459.300.000 | Desde $ 320.685.000 | Desde $ 571.110.000 | Desde $ 300.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-26 03:06:38.235344+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-ciudad-salitre-bogota/193647529,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 470.000.000 | $ 630.000.000 | $ 210.000.000 | $ 2.500.000 | $ 1.700.000 | $ 345.000.000 | $ 1.059.100.000 | $ 14.500.000 | Desde $ 309.000.000 | Desde $ 294.000.000 | Desde $ 372.500.000 | Desde $ 160.000.000 | Desde $ 332.235.437 | Desde $ 1.302.270.000 | Desde $ 634.818.500 | Desde $ 715.847.506 | Desde $ 160.000.000 | Desde $ 237.013.000 | Desde $ 270.623.000 | Desde $ 262.635.000 | Desde $ 459.300.000 | Desde $ 320.685.000 | Desde $ 571.110.000 | Desde $ 300.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-26 03:06:38.322602+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-las-aguas-bogota/191278257,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 470.000.000 | $ 630.000.000 | $ 210.000.000 | $ 2.500.000 | $ 1.700.000 | $ 345.000.000 | $ 1.059.100.000 | $ 14.500.000 | Desde $ 309.000.000 | Desde $ 294.000.000 | Desde $ 372.500.000 | Desde $ 160.000.000 | Desde $ 332.235.437 | Desde $ 1.302.270.000 | Desde $ 634.818.500 | Desde $ 715.847.506 | Desde $ 160.000.000 | Desde $ 237.013.000 | Desde $ 270.623.000 | Desde $ 262.635.000 | Desde $ 459.300.000 | Desde $ 320.685.000 | Desde $ 571.110.000 | Desde $ 300.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-26 03:06:38.691945+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-la-esmeralda-bogota/194114742,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 470.000.000 | $ 630.000.000 | $ 210.000.000 | $ 2.500.000 | $ 1.700.000 | $ 345.000.000 | $ 1.059.100.000 | $ 14.500.000 | Desde $ 309.000.000 | Desde $ 294.000.000 | Desde $ 372.500.000 | Desde $ 160.000.000 | Desde $ 332.235.437 | Desde $ 1.302.270.000 | Desde $ 634.818.500 | Desde $ 715.847.506 | Desde $ 160.000.000 | Desde $ 237.013.000 | Desde $ 270.623.000 | Desde $ 262.635.000 | Desde $ 459.300.000 | Desde $ 320.685.000 | Desde $ 571.110.000 | Desde $ 300.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-26 03:06:38.923407+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-country-club-bogota/193837427,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 470.000.000 | $ 630.000.000 | $ 210.000.000 | $ 2.500.000 | $ 1.700.000 | $ 345.000.000 | $ 1.059.100.000 | $ 14.500.000 | Desde $ 309.000.000 | Desde $ 294.000.000 | Desde $ 372.500.000 | Desde $ 160.000.000 | Desde $ 332.235.437 | Desde $ 1.302.270.000 | Desde $ 634.818.500 | Desde $ 715.847.506 | Desde $ 160.000.000 | Desde $ 237.013.000 | Desde $ 270.623.000 | Desde $ 262.635.000 | Desde $ 459.300.000 | Desde $ 320.685.000 | Desde $ 571.110.000 | Desde $ 300.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-26 03:06:38.948194+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-teresa-bogota/194319000,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 470.000.000 | $ 630.000.000 | $ 210.000.000 | $ 2.500.000 | $ 1.700.000 | $ 345.000.000 | $ 1.059.100.000 | $ 14.500.000 | Desde $ 309.000.000 | Desde $ 294.000.000 | Desde $ 372.500.000 | Desde $ 160.000.000 | Desde $ 332.235.437 | Desde $ 1.302.270.000 | Desde $ 634.818.500 | Desde $ 715.847.506 | Desde $ 160.000.000 | Desde $ 237.013.000 | Desde $ 270.623.000 | Desde $ 262.635.000 | Desde $ 459.300.000 | Desde $ 320.685.000 | Desde $ 571.110.000 | Desde $ 300.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-26 03:06:39.587271+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-montevideo-bogota/194221498,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 470.000.000 | $ 630.000.000 | $ 210.000.000 | $ 2.500.000 | $ 1.700.000 | $ 345.000.000 | $ 1.059.100.000 | $ 14.500.000 | Desde $ 309.000.000 | Desde $ 294.000.000 | Desde $ 372.500.000 | Desde $ 160.000.000 | Desde $ 332.235.437 | Desde $ 1.302.270.000 | Desde $ 634.818.500 | Desde $ 715.847.506 | Desde $ 160.000.000 | Desde $ 237.013.000 | Desde $ 270.623.000 | Desde $ 262.635.000 | Desde $ 459.300.000 | Desde $ 320.685.000 | Desde $ 571.110.000 | Desde $ 300.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-26 03:06:39.673549+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-la-floresta-bogota/193908257,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 470.000.000 | $ 630.000.000 | $ 210.000.000 | $ 2.500.000 | $ 1.700.000 | $ 345.000.000 | $ 1.059.100.000 | $ 14.500.000 | Desde $ 309.000.000 | Desde $ 294.000.000 | Desde $ 372.500.000 | Desde $ 160.000.000 | Desde $ 332.235.437 | Desde $ 1.302.270.000 | Desde $ 634.818.500 | Desde $ 715.847.506 | Desde $ 160.000.000 | Desde $ 237.013.000 | Desde $ 270.623.000 | Desde $ 262.635.000 | Desde $ 459.300.000 | Desde $ 320.685.000 | Desde $ 571.110.000 | Desde $ 300.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-26 03:06:39.691416+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/194141482,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 470.000.000 | $ 630.000.000 | $ 210.000.000 | $ 2.500.000 | $ 1.700.000 | $ 345.000.000 | $ 1.059.100.000 | $ 14.500.000 | Desde $ 309.000.000 | Desde $ 294.000.000 | Desde $ 372.500.000 | Desde $ 160.000.000 | Desde $ 332.235.437 | Desde $ 1.302.270.000 | Desde $ 634.818.500 | Desde $ 715.847.506 | Desde $ 160.000.000 | Desde $ 237.013.000 | Desde $ 270.623.000 | Desde $ 262.635.000 | Desde $ 459.300.000 | Desde $ 320.685.000 | Desde $ 571.110.000 | Desde $ 300.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-26 03:06:39.703197+00:00
https://www.fincaraiz.com.co//edificio-en-arriendo-en-villas-del-mediterraneo-bogota/193858217,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 470.000.000 | $ 630.000.000 | $ 210.000.000 | $ 2.500.000 | $ 1.700.000 | $ 345.000.000 | $ 1.059.100.000 | $ 14.500.000 | Desde $ 309.000.000 | Desde $ 294.000.000 | Desde $ 372.500.000 | Desde $ 160.000.000 | Desde $ 332.235.437 | Desde $ 1.302.270.000 | Desde $ 634.818.500 | Desde $ 715.847.506 | Desde $ 160.000.000 | Desde $ 237.013.000 | Desde $ 270.623.000 | Desde $ 262.635.000 | Desde $ 459.300.000 | Desde $ 320.685.000 | Desde $ 571.110.000 | Desde $ 300.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-26 03:06:39.863989+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-fontibon-bogota/194319025,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 470.000.000 | $ 630.000.000 | $ 210.000.000 | $ 2.500.000 | $ 1.700.000 | $ 345.000.000 | $ 1.059.100.000 | $ 14.500.000 | Desde $ 309.000.000 | Desde $ 294.000.000 | Desde $ 372.500.000 | Desde $ 160.000.000 | Desde $ 332.235.437 | Desde $ 1.302.270.000 | Desde $ 634.818.500 | Desde $ 715.847.506 | Desde $ 160.000.000 | Desde $ 237.013.000 | Desde $ 270.623.000 | Desde $ 262.635.000 | Desde $ 459.300.000 | Desde $ 320.685.000 | Desde $ 571.110.000 | Desde $ 300.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-26 03:06:40.007091+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-ciudad-salitre-bogota/193336462,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 470.000.000 | $ 630.000.000 | $ 210.000.000 | $ 2.500.000 | $ 1.700.000 | $ 345.000.000 | $ 1.059.100.000 | $ 14.500.000 | Desde $ 309.000.000 | Desde $ 294.000.000 | Desde $ 372.500.000 | Desde $ 160.000.000 | Desde $ 332.235.437 | Desde $ 1.302.270.000 | Desde $ 634.818.500 | Desde $ 715.847.506 | Desde $ 160.000.000 | Desde $ 237.013.000 | Desde $ 270.623.000 | Desde $ 262.635.000 | Desde $ 459.300.000 | Desde $ 320.685.000 | Desde $ 571.110.000 | Desde $ 300.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-26 03:06:40.212479+00:00
