url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-colon-bogota/193592800,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 490.000.000 | $ 350.000.000 | $ 1.200.000.000 | $ 9.000.000 | $ 1.850.000 | $ 160.000.000 | $ 7.700.000 | $ 550.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-27 07:04:47.249709+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193690056,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 490.000.000 | $ 350.000.000 | $ 1.200.000.000 | $ 9.000.000 | $ 1.850.000 | $ 160.000.000 | $ 7.700.000 | $ 550.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-27 07:04:47.341658+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-san-fernando-occidental-bogota/193165852,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 490.000.000 | $ 350.000.000 | $ 1.200.000.000 | $ 9.000.000 | $ 1.850.000 | $ 160.000.000 | $ 7.700.000 | $ 550.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-27 07:04:47.372902+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-navarra-bogota/193606209,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 490.000.000 | $ 350.000.000 | $ 1.200.000.000 | $ 9.000.000 | $ 1.850.000 | $ 160.000.000 | $ 7.700.000 | $ 550.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-27 07:04:47.380478+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-ciudad-salitre-bogota/193656170,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 490.000.000 | $ 350.000.000 | $ 1.200.000.000 | $ 9.000.000 | $ 1.850.000 | $ 160.000.000 | $ 7.700.000 | $ 550.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-27 07:04:47.441841+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-modelia-bogota/193384788,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 490.000.000 | $ 350.000.000 | $ 1.200.000.000 | $ 9.000.000 | $ 1.850.000 | $ 160.000.000 | $ 7.700.000 | $ 550.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-27 07:04:47.451880+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-chapinero-bogota/193470079,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 490.000.000 | $ 350.000.000 | $ 1.200.000.000 | $ 9.000.000 | $ 1.850.000 | $ 160.000.000 | $ 7.700.000 | $ 550.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-27 07:04:47.458799+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-bogota/193699189,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 490.000.000 | $ 350.000.000 | $ 1.200.000.000 | $ 9.000.000 | $ 1.850.000 | $ 160.000.000 | $ 7.700.000 | $ 550.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-27 07:04:47.465190+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-nogal-bogota/193861268,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 490.000.000 | $ 350.000.000 | $ 1.200.000.000 | $ 9.000.000 | $ 1.850.000 | $ 160.000.000 | $ 7.700.000 | $ 550.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-27 07:04:48.188441+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-milenta-bogota/193001187,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 490.000.000 | $ 350.000.000 | $ 1.200.000.000 | $ 9.000.000 | $ 1.850.000 | $ 160.000.000 | $ 7.700.000 | $ 550.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-27 07:04:48.243892+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-britalia-bogota/193921134,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 490.000.000 | $ 350.000.000 | $ 1.200.000.000 | $ 9.000.000 | $ 1.850.000 | $ 160.000.000 | $ 7.700.000 | $ 550.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-27 07:04:48.251197+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-la-candelaria-bogota/193716943,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 490.000.000 | $ 350.000.000 | $ 1.200.000.000 | $ 9.000.000 | $ 1.850.000 | $ 160.000.000 | $ 7.700.000 | $ 550.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-27 07:04:48.361348+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193413670,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 490.000.000 | $ 350.000.000 | $ 1.200.000.000 | $ 9.000.000 | $ 1.850.000 | $ 160.000.000 | $ 7.700.000 | $ 550.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-27 07:04:48.401638+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-puente-aranda-bogota/193719110,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 490.000.000 | $ 350.000.000 | $ 1.200.000.000 | $ 9.000.000 | $ 1.850.000 | $ 160.000.000 | $ 7.700.000 | $ 550.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-27 07:04:48.512696+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/191878773,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 490.000.000 | $ 350.000.000 | $ 1.200.000.000 | $ 9.000.000 | $ 1.850.000 | $ 160.000.000 | $ 7.700.000 | $ 550.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-27 07:04:48.569209+00:00
