url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-los-rosales-bogota/193443091,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 550.000.000 | $ 1.502.000 | $ 870.000.000 | $ 470.000.000 | $ 1.300.000.000 | $ 17.500.000 | $ 4.700.000 | $ 4.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-25 00:27:14.819552+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-la-victoria-bogota/193297384,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 550.000.000 | $ 1.502.000 | $ 870.000.000 | $ 470.000.000 | $ 1.300.000.000 | $ 17.500.000 | $ 4.700.000 | $ 4.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-25 00:27:14.826641+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193660825,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 550.000.000 | $ 1.502.000 | $ 870.000.000 | $ 470.000.000 | $ 1.300.000.000 | $ 17.500.000 | $ 4.700.000 | $ 4.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-25 00:27:14.834485+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-chapinero-bogota/192246598,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 550.000.000 | $ 1.502.000 | $ 870.000.000 | $ 470.000.000 | $ 1.300.000.000 | $ 17.500.000 | $ 4.700.000 | $ 4.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-25 00:27:14.872872+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-barrios-unidos-bogota/193486843,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 550.000.000 | $ 1.502.000 | $ 870.000.000 | $ 470.000.000 | $ 1.300.000.000 | $ 17.500.000 | $ 4.700.000 | $ 4.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-25 00:27:14.882001+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-bogota/193588507,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 550.000.000 | $ 1.502.000 | $ 870.000.000 | $ 470.000.000 | $ 1.300.000.000 | $ 17.500.000 | $ 4.700.000 | $ 4.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-25 00:27:14.891458+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-bogota/193336407,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 550.000.000 | $ 1.502.000 | $ 870.000.000 | $ 470.000.000 | $ 1.300.000.000 | $ 17.500.000 | $ 4.700.000 | $ 4.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-25 00:27:14.897573+00:00
https://www.fincaraiz.com.co//edificio-en-arriendo-en-santa-ana-oriental-bogota/193555567,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 550.000.000 | $ 1.502.000 | $ 870.000.000 | $ 470.000.000 | $ 1.300.000.000 | $ 17.500.000 | $ 4.700.000 | $ 4.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-25 00:27:14.955710+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chapinero-bogota/193551296,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 550.000.000 | $ 1.502.000 | $ 870.000.000 | $ 470.000.000 | $ 1.300.000.000 | $ 17.500.000 | $ 4.700.000 | $ 4.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-25 00:27:15.837247+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-tierra-buena-bogota/193621226,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 550.000.000 | $ 1.502.000 | $ 870.000.000 | $ 470.000.000 | $ 1.300.000.000 | $ 17.500.000 | $ 4.700.000 | $ 4.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-25 00:27:15.849085+00:00
https://www.fincaraiz.com.co//edificio-en-arriendo-en-chico-norte-bogota/192980978,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 550.000.000 | $ 1.502.000 | $ 870.000.000 | $ 470.000.000 | $ 1.300.000.000 | $ 17.500.000 | $ 4.700.000 | $ 4.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-25 00:27:15.856015+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-quinta-paredes-bogota/193191106,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 550.000.000 | $ 1.502.000 | $ 870.000.000 | $ 470.000.000 | $ 1.300.000.000 | $ 17.500.000 | $ 4.700.000 | $ 4.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-25 00:27:16.079319+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-puente-aranda-bogota/193506520,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 550.000.000 | $ 1.502.000 | $ 870.000.000 | $ 470.000.000 | $ 1.300.000.000 | $ 17.500.000 | $ 4.700.000 | $ 4.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-25 00:27:16.085834+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-montevideo-bogota/193592330,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 550.000.000 | $ 1.502.000 | $ 870.000.000 | $ 470.000.000 | $ 1.300.000.000 | $ 17.500.000 | $ 4.700.000 | $ 4.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-25 00:27:16.094994+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-felicidad-bogota/193664954,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 550.000.000 | $ 1.502.000 | $ 870.000.000 | $ 470.000.000 | $ 1.300.000.000 | $ 17.500.000 | $ 4.700.000 | $ 4.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-25 00:27:16.101953+00:00
