url,information,date_time
https://www.fincaraiz.com.co//local-en-arriendo-en-chapinero-bogota/193470079,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 785.000.000 | $ 20.000.000 | $ 6.900.000 | $ 266.000.000 | $ 2.300.000 | $ 480.000.000 | $ 208.000.000 | $ 240.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-22 07:13:09.187592+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-bogota/193687683,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 785.000.000 | $ 20.000.000 | $ 6.900.000 | $ 266.000.000 | $ 2.300.000 | $ 480.000.000 | $ 208.000.000 | $ 240.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-22 07:13:09.272313+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-navarra-bogota/193606209,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 785.000.000 | $ 20.000.000 | $ 6.900.000 | $ 266.000.000 | $ 2.300.000 | $ 480.000.000 | $ 208.000.000 | $ 240.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-22 07:13:09.282770+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193413670,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 785.000.000 | $ 20.000.000 | $ 6.900.000 | $ 266.000.000 | $ 2.300.000 | $ 480.000.000 | $ 208.000.000 | $ 240.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-22 07:13:09.600550+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-santa-isabel-bogota/193692182,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 785.000.000 | $ 20.000.000 | $ 6.900.000 | $ 266.000.000 | $ 2.300.000 | $ 480.000.000 | $ 208.000.000 | $ 240.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-22 07:13:09.654531+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-chapinero-central-bogota/193631662,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 785.000.000 | $ 20.000.000 | $ 6.900.000 | $ 266.000.000 | $ 2.300.000 | $ 480.000.000 | $ 208.000.000 | $ 240.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-22 07:13:09.664044+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193420807,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 785.000.000 | $ 20.000.000 | $ 6.900.000 | $ 266.000.000 | $ 2.300.000 | $ 480.000.000 | $ 208.000.000 | $ 240.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-22 07:13:09.671237+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-chico-norte-bogota/193390131,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 785.000.000 | $ 20.000.000 | $ 6.900.000 | $ 266.000.000 | $ 2.300.000 | $ 480.000.000 | $ 208.000.000 | $ 240.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-22 07:13:09.720603+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-carolina-bogota/193502839,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 785.000.000 | $ 20.000.000 | $ 6.900.000 | $ 266.000.000 | $ 2.300.000 | $ 480.000.000 | $ 208.000.000 | $ 240.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-22 07:13:10.148144+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-antiguo-country-bogota/192750152,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 785.000.000 | $ 20.000.000 | $ 6.900.000 | $ 266.000.000 | $ 2.300.000 | $ 480.000.000 | $ 208.000.000 | $ 240.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-22 07:13:10.396071+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cedritos-bogota/193654082,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 785.000.000 | $ 20.000.000 | $ 6.900.000 | $ 266.000.000 | $ 2.300.000 | $ 480.000.000 | $ 208.000.000 | $ 240.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-22 07:13:10.448630+00:00
