url,information,date_time
https://www.fincaraiz.com.co//local-en-arriendo-en-zona-franca-bogota/193070184,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 480.000.000 | $ 9.000.000 | $ 1.100.000 | $ 410.000.000 | $ 1.250.000 | $ 230.000.000 | $ 16.000.000 | $ 8.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-15 18:25:36.238972+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-americas-central-bogota/193478079,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 480.000.000 | $ 9.000.000 | $ 1.100.000 | $ 410.000.000 | $ 1.250.000 | $ 230.000.000 | $ 16.000.000 | $ 8.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-15 18:25:36.278659+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-morato-bogota/191732929,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 480.000.000 | $ 9.000.000 | $ 1.100.000 | $ 410.000.000 | $ 1.250.000 | $ 230.000.000 | $ 16.000.000 | $ 8.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-15 18:25:36.371118+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-usatama-bogota/193380265,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 480.000.000 | $ 9.000.000 | $ 1.100.000 | $ 410.000.000 | $ 1.250.000 | $ 230.000.000 | $ 16.000.000 | $ 8.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-15 18:25:36.428855+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-alcazares-norte-bogota/191248514,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 480.000.000 | $ 9.000.000 | $ 1.100.000 | $ 410.000.000 | $ 1.250.000 | $ 230.000.000 | $ 16.000.000 | $ 8.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-15 18:25:36.435952+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-chico-norte-bogota/193390131,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 480.000.000 | $ 9.000.000 | $ 1.100.000 | $ 410.000.000 | $ 1.250.000 | $ 230.000.000 | $ 16.000.000 | $ 8.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-15 18:25:36.499233+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-montevideo-bogota/193592330,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 480.000.000 | $ 9.000.000 | $ 1.100.000 | $ 410.000.000 | $ 1.250.000 | $ 230.000.000 | $ 16.000.000 | $ 8.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-15 18:25:36.521776+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-bella-suiza-bogota/193620251,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 480.000.000 | $ 9.000.000 | $ 1.100.000 | $ 410.000.000 | $ 1.250.000 | $ 230.000.000 | $ 16.000.000 | $ 8.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-15 18:25:36.546405+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-bogota/193336407,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 480.000.000 | $ 9.000.000 | $ 1.100.000 | $ 410.000.000 | $ 1.250.000 | $ 230.000.000 | $ 16.000.000 | $ 8.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-15 18:25:37.178705+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-chapinero-bogota/192246598,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 480.000.000 | $ 9.000.000 | $ 1.100.000 | $ 410.000.000 | $ 1.250.000 | $ 230.000.000 | $ 16.000.000 | $ 8.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-15 18:25:37.360381+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-los-rosales-bogota/193406957,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 480.000.000 | $ 9.000.000 | $ 1.100.000 | $ 410.000.000 | $ 1.250.000 | $ 230.000.000 | $ 16.000.000 | $ 8.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-15 18:25:37.515501+00:00
