url,information,date_time
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-fontibon-bogota/193977872,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 750.000.000 | $ 4.700.000 | $ 1.650.000 | $ 3.600.000 | $ 1.100.000.000 | $ 1.700.000 | $ 950.000.000 | $ 3.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-14 13:21:21.919451+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-alcazares-norte-bogota/191248514,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 750.000.000 | $ 4.700.000 | $ 1.650.000 | $ 3.600.000 | $ 1.100.000.000 | $ 1.700.000 | $ 950.000.000 | $ 3.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-14 13:21:22.111952+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-las-nieves-bogota/193705908,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 750.000.000 | $ 4.700.000 | $ 1.650.000 | $ 3.600.000 | $ 1.100.000.000 | $ 1.700.000 | $ 950.000.000 | $ 3.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-14 13:21:22.151919+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193482149,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 750.000.000 | $ 4.700.000 | $ 1.650.000 | $ 3.600.000 | $ 1.100.000.000 | $ 1.700.000 | $ 950.000.000 | $ 3.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-14 13:21:22.176436+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-los-ejidos-bogota/193914141,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 750.000.000 | $ 4.700.000 | $ 1.650.000 | $ 3.600.000 | $ 1.100.000.000 | $ 1.700.000 | $ 950.000.000 | $ 3.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-14 13:21:22.360403+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-montevideo-bogota/193457805,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 750.000.000 | $ 4.700.000 | $ 1.650.000 | $ 3.600.000 | $ 1.100.000.000 | $ 1.700.000 | $ 950.000.000 | $ 3.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-14 13:21:22.461425+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-el-redil-bogota/193825242,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 750.000.000 | $ 4.700.000 | $ 1.650.000 | $ 3.600.000 | $ 1.100.000.000 | $ 1.700.000 | $ 950.000.000 | $ 3.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-14 13:21:22.500769+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cedritos-bogota/193847433,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 750.000.000 | $ 4.700.000 | $ 1.650.000 | $ 3.600.000 | $ 1.100.000.000 | $ 1.700.000 | $ 950.000.000 | $ 3.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-14 13:21:22.572092+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-macarena-bogota/192827261,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 750.000.000 | $ 4.700.000 | $ 1.650.000 | $ 3.600.000 | $ 1.100.000.000 | $ 1.700.000 | $ 950.000.000 | $ 3.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-14 13:21:22.990766+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cedro-golf-bogota/193372709,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 750.000.000 | $ 4.700.000 | $ 1.650.000 | $ 3.600.000 | $ 1.100.000.000 | $ 1.700.000 | $ 950.000.000 | $ 3.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-14 13:21:23.287495+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-chico-norte-bogota/193674574,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 750.000.000 | $ 4.700.000 | $ 1.650.000 | $ 3.600.000 | $ 1.100.000.000 | $ 1.700.000 | $ 950.000.000 | $ 3.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-14 13:21:23.311532+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193601488,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 750.000.000 | $ 4.700.000 | $ 1.650.000 | $ 3.600.000 | $ 1.100.000.000 | $ 1.700.000 | $ 950.000.000 | $ 3.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-14 13:21:23.384646+00:00
