url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-los-rosales-bogota/193443091,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.250.000.000 | $ 1.800.000 | $ 1.550.000 | $ 190.000.000 | $ 500.000.000 | $ 1.388.000 | $ 2.000.000 | $ 2.250.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-29 00:34:12.021016+00:00
https://www.fincaraiz.com.co//edificio-en-arriendo-en-santa-ana-oriental-bogota/193555567,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.250.000.000 | $ 1.800.000 | $ 1.550.000 | $ 190.000.000 | $ 500.000.000 | $ 1.388.000 | $ 2.000.000 | $ 2.250.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-29 00:34:13.116702+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-bogota/7242367,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.250.000.000 | $ 1.800.000 | $ 1.550.000 | $ 190.000.000 | $ 500.000.000 | $ 1.388.000 | $ 2.000.000 | $ 2.250.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-29 00:34:13.137598+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-renania-urapanes-bogota/193631573,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.250.000.000 | $ 1.800.000 | $ 1.550.000 | $ 190.000.000 | $ 500.000.000 | $ 1.388.000 | $ 2.000.000 | $ 2.250.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-29 00:34:13.147441+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-las-ferias-bogota/193424704,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.250.000.000 | $ 1.800.000 | $ 1.550.000 | $ 190.000.000 | $ 500.000.000 | $ 1.388.000 | $ 2.000.000 | $ 2.250.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-29 00:34:13.255109+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/192813390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.250.000.000 | $ 1.800.000 | $ 1.550.000 | $ 190.000.000 | $ 500.000.000 | $ 1.388.000 | $ 2.000.000 | $ 2.250.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-29 00:34:13.316140+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-primavera-engativa-bogota/193622811,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.250.000.000 | $ 1.800.000 | $ 1.550.000 | $ 190.000.000 | $ 500.000.000 | $ 1.388.000 | $ 2.000.000 | $ 2.250.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-29 00:34:13.816896+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-la-macarena-bogota/192657270,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.250.000.000 | $ 1.800.000 | $ 1.550.000 | $ 190.000.000 | $ 500.000.000 | $ 1.388.000 | $ 2.000.000 | $ 2.250.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-29 00:34:13.883741+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-los-pantanos-bogota/193592439,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.250.000.000 | $ 1.800.000 | $ 1.550.000 | $ 190.000.000 | $ 500.000.000 | $ 1.388.000 | $ 2.000.000 | $ 2.250.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-29 00:34:13.914492+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193486848,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.250.000.000 | $ 1.800.000 | $ 1.550.000 | $ 190.000.000 | $ 500.000.000 | $ 1.388.000 | $ 2.000.000 | $ 2.250.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-29 00:34:13.924441+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-bogota/5736240,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.250.000.000 | $ 1.800.000 | $ 1.550.000 | $ 190.000.000 | $ 500.000.000 | $ 1.388.000 | $ 2.000.000 | $ 2.250.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-29 00:34:13.931118+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-tintala-bogota/193567163,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.250.000.000 | $ 1.800.000 | $ 1.550.000 | $ 190.000.000 | $ 500.000.000 | $ 1.388.000 | $ 2.000.000 | $ 2.250.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-29 00:34:14.106595+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-felicidad-bogota/193664954,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.250.000.000 | $ 1.800.000 | $ 1.550.000 | $ 190.000.000 | $ 500.000.000 | $ 1.388.000 | $ 2.000.000 | $ 2.250.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-29 00:34:14.148927+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-chapinero-bogota/192550868,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.250.000.000 | $ 1.800.000 | $ 1.550.000 | $ 190.000.000 | $ 500.000.000 | $ 1.388.000 | $ 2.000.000 | $ 2.250.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-29 00:34:14.190066+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-chapinero-bogota/191102322,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.250.000.000 | $ 1.800.000 | $ 1.550.000 | $ 190.000.000 | $ 500.000.000 | $ 1.388.000 | $ 2.000.000 | $ 2.250.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-29 00:34:14.728523+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-bogota/7598985,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.250.000.000 | $ 1.800.000 | $ 1.550.000 | $ 190.000.000 | $ 500.000.000 | $ 1.388.000 | $ 2.000.000 | $ 2.250.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-29 00:34:14.787168+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-usaquen-bogota/193678399,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.250.000.000 | $ 1.800.000 | $ 1.550.000 | $ 190.000.000 | $ 500.000.000 | $ 1.388.000 | $ 2.000.000 | $ 2.250.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-29 00:34:14.869920+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-olaya-bogota/7092019,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.250.000.000 | $ 1.800.000 | $ 1.550.000 | $ 190.000.000 | $ 500.000.000 | $ 1.388.000 | $ 2.000.000 | $ 2.250.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-29 00:34:14.935868+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193399669,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.250.000.000 | $ 1.800.000 | $ 1.550.000 | $ 190.000.000 | $ 500.000.000 | $ 1.388.000 | $ 2.000.000 | $ 2.250.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-29 00:34:14.960736+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-bogota/193336407,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.250.000.000 | $ 1.800.000 | $ 1.550.000 | $ 190.000.000 | $ 500.000.000 | $ 1.388.000 | $ 2.000.000 | $ 2.250.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-29 00:34:15.083049+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chapinero-alto-bogota/193341175,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.250.000.000 | $ 1.800.000 | $ 1.550.000 | $ 190.000.000 | $ 500.000.000 | $ 1.388.000 | $ 2.000.000 | $ 2.250.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-29 00:34:15.253159+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-bogota/7598980,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.250.000.000 | $ 1.800.000 | $ 1.550.000 | $ 190.000.000 | $ 500.000.000 | $ 1.388.000 | $ 2.000.000 | $ 2.250.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-29 00:34:15.271296+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-modelia-occidental-bogota/193428194,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.250.000.000 | $ 1.800.000 | $ 1.550.000 | $ 190.000.000 | $ 500.000.000 | $ 1.388.000 | $ 2.000.000 | $ 2.250.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-29 00:34:15.617021+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193637248,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.250.000.000 | $ 1.800.000 | $ 1.550.000 | $ 190.000.000 | $ 500.000.000 | $ 1.388.000 | $ 2.000.000 | $ 2.250.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-29 00:34:15.774751+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-chico-bogota/193604826,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.250.000.000 | $ 1.800.000 | $ 1.550.000 | $ 190.000.000 | $ 500.000.000 | $ 1.388.000 | $ 2.000.000 | $ 2.250.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-29 00:34:15.788193+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-las-aguas-bogota/191974102,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.250.000.000 | $ 1.800.000 | $ 1.550.000 | $ 190.000.000 | $ 500.000.000 | $ 1.388.000 | $ 2.000.000 | $ 2.250.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-29 00:34:15.851262+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-bosque-de-pinos-bogota/192750149,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.250.000.000 | $ 1.800.000 | $ 1.550.000 | $ 190.000.000 | $ 500.000.000 | $ 1.388.000 | $ 2.000.000 | $ 2.250.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-29 00:34:15.900756+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-recodo-del-country-bogota/192058144,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.250.000.000 | $ 1.800.000 | $ 1.550.000 | $ 190.000.000 | $ 500.000.000 | $ 1.388.000 | $ 2.000.000 | $ 2.250.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-29 00:34:15.928912+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-fontibon-bogota/193066062,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.250.000.000 | $ 1.800.000 | $ 1.550.000 | $ 190.000.000 | $ 500.000.000 | $ 1.388.000 | $ 2.000.000 | $ 2.250.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-29 00:34:15.939655+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-alhambra-bogota/192253651,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.250.000.000 | $ 1.800.000 | $ 1.550.000 | $ 190.000.000 | $ 500.000.000 | $ 1.388.000 | $ 2.000.000 | $ 2.250.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-29 00:34:15.969752+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-bogota/193673763,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.250.000.000 | $ 1.800.000 | $ 1.550.000 | $ 190.000.000 | $ 500.000.000 | $ 1.388.000 | $ 2.000.000 | $ 2.250.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-29 00:34:16.508846+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-macarena-bogota/192827261,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.250.000.000 | $ 1.800.000 | $ 1.550.000 | $ 190.000.000 | $ 500.000.000 | $ 1.388.000 | $ 2.000.000 | $ 2.250.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-29 00:34:16.517073+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-santa-fe-bogota/192750030,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.250.000.000 | $ 1.800.000 | $ 1.550.000 | $ 190.000.000 | $ 500.000.000 | $ 1.388.000 | $ 2.000.000 | $ 2.250.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-29 00:34:16.730879+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-la-soledad-bogota/193584080,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.250.000.000 | $ 1.800.000 | $ 1.550.000 | $ 190.000.000 | $ 500.000.000 | $ 1.388.000 | $ 2.000.000 | $ 2.250.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-29 00:34:16.748116+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-zona-franca-bogota/193070184,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.250.000.000 | $ 1.800.000 | $ 1.550.000 | $ 190.000.000 | $ 500.000.000 | $ 1.388.000 | $ 2.000.000 | $ 2.250.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-29 00:34:16.756817+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cerros-de-suba-bogota/192648174,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.250.000.000 | $ 1.800.000 | $ 1.550.000 | $ 190.000.000 | $ 500.000.000 | $ 1.388.000 | $ 2.000.000 | $ 2.250.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-29 00:34:16.779549+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-alcazares-norte-bogota/191248514,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.250.000.000 | $ 1.800.000 | $ 1.550.000 | $ 190.000.000 | $ 500.000.000 | $ 1.388.000 | $ 2.000.000 | $ 2.250.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-29 00:34:16.813392+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193566489,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.250.000.000 | $ 1.800.000 | $ 1.550.000 | $ 190.000.000 | $ 500.000.000 | $ 1.388.000 | $ 2.000.000 | $ 2.250.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-29 00:34:16.819963+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193670348,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.250.000.000 | $ 1.800.000 | $ 1.550.000 | $ 190.000.000 | $ 500.000.000 | $ 1.388.000 | $ 2.000.000 | $ 2.250.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-29 00:34:17.404806+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193420807,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.250.000.000 | $ 1.800.000 | $ 1.550.000 | $ 190.000.000 | $ 500.000.000 | $ 1.388.000 | $ 2.000.000 | $ 2.250.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-29 00:34:17.437880+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193576476,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.250.000.000 | $ 1.800.000 | $ 1.550.000 | $ 190.000.000 | $ 500.000.000 | $ 1.388.000 | $ 2.000.000 | $ 2.250.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-29 00:34:17.447719+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-usaquen-bogota/193685923,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.250.000.000 | $ 1.800.000 | $ 1.550.000 | $ 190.000.000 | $ 500.000.000 | $ 1.388.000 | $ 2.000.000 | $ 2.250.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-29 00:34:17.515159+00:00
