url,information,date_time
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-polo-club-bogota/193708046,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.550.000.000 | $ 120.000.000 | $ 300.000.000 | $ 3.000.000 | $ 2.200.000 | $ 800.000.000 | $ 850.000 | $ 1.400.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-21 19:11:18.481977+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193862404,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.550.000.000 | $ 120.000.000 | $ 300.000.000 | $ 3.000.000 | $ 2.200.000 | $ 800.000.000 | $ 850.000 | $ 1.400.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-21 19:11:18.515149+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-reservado-bogota/193121691,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.550.000.000 | $ 120.000.000 | $ 300.000.000 | $ 3.000.000 | $ 2.200.000 | $ 800.000.000 | $ 850.000 | $ 1.400.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-21 19:11:18.591108+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-sagrado-corazon-bogota/193785437,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.550.000.000 | $ 120.000.000 | $ 300.000.000 | $ 3.000.000 | $ 2.200.000 | $ 800.000.000 | $ 850.000 | $ 1.400.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-21 19:11:18.598913+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chapinero-bogota/193722388,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.550.000.000 | $ 120.000.000 | $ 300.000.000 | $ 3.000.000 | $ 2.200.000 | $ 800.000.000 | $ 850.000 | $ 1.400.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-21 19:11:18.606119+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-country-club-bogota/193932548,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.550.000.000 | $ 120.000.000 | $ 300.000.000 | $ 3.000.000 | $ 2.200.000 | $ 800.000.000 | $ 850.000 | $ 1.400.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-21 19:11:18.660211+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chapinero-bogota/193655701,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.550.000.000 | $ 120.000.000 | $ 300.000.000 | $ 3.000.000 | $ 2.200.000 | $ 800.000.000 | $ 850.000 | $ 1.400.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-21 19:11:18.848690+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-quinta-camacho-bogota/193823701,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.550.000.000 | $ 120.000.000 | $ 300.000.000 | $ 3.000.000 | $ 2.200.000 | $ 800.000.000 | $ 850.000 | $ 1.400.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-21 19:11:19.065297+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-los-rosales-bogota/193443091,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.550.000.000 | $ 120.000.000 | $ 300.000.000 | $ 3.000.000 | $ 2.200.000 | $ 800.000.000 | $ 850.000 | $ 1.400.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-21 19:11:19.658500+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193690056,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.550.000.000 | $ 120.000.000 | $ 300.000.000 | $ 3.000.000 | $ 2.200.000 | $ 800.000.000 | $ 850.000 | $ 1.400.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-21 19:11:19.737551+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-santa-barbara-bogota/193124921,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.550.000.000 | $ 120.000.000 | $ 300.000.000 | $ 3.000.000 | $ 2.200.000 | $ 800.000.000 | $ 850.000 | $ 1.400.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-21 19:11:19.791518+00:00
https://www.fincaraiz.com.co//edificio-en-arriendo-en-bella-suiza-bogota/193896797,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.550.000.000 | $ 120.000.000 | $ 300.000.000 | $ 3.000.000 | $ 2.200.000 | $ 800.000.000 | $ 850.000 | $ 1.400.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-21 19:11:19.956810+00:00
