url,information,date_time
https://www.fincaraiz.com.co//local-en-arriendo-en-barrios-unidos-bogota/193486843,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.000.000 | $ 1.500.000.000 | $ 5.800.000 | $ 700.000 | $ 1.135.000 | $ 1.800.000.000 | $ 1.200.000 | $ 924.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-01 18:18:30.576980+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-pinar-de-suba-bogota/193463557,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.000.000 | $ 1.500.000.000 | $ 5.800.000 | $ 700.000 | $ 1.135.000 | $ 1.800.000.000 | $ 1.200.000 | $ 924.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-01 18:18:30.659587+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cedritos-bogota/193445985,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.000.000 | $ 1.500.000.000 | $ 5.800.000 | $ 700.000 | $ 1.135.000 | $ 1.800.000.000 | $ 1.200.000 | $ 924.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-01 18:18:30.804679+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-prado-veraniego-bogota/193584808,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.000.000 | $ 1.500.000.000 | $ 5.800.000 | $ 700.000 | $ 1.135.000 | $ 1.800.000.000 | $ 1.200.000 | $ 924.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-01 18:18:30.820702+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-colina-campestre-bogota/193409625,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.000.000 | $ 1.500.000.000 | $ 5.800.000 | $ 700.000 | $ 1.135.000 | $ 1.800.000.000 | $ 1.200.000 | $ 924.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-01 18:18:31.797925+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-barrios-unidos-bogota/193580761,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.000.000 | $ 1.500.000.000 | $ 5.800.000 | $ 700.000 | $ 1.135.000 | $ 1.800.000.000 | $ 1.200.000 | $ 924.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-01 18:18:31.839657+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-los-rosales-bogota/193455498,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.000.000 | $ 1.500.000.000 | $ 5.800.000 | $ 700.000 | $ 1.135.000 | $ 1.800.000.000 | $ 1.200.000 | $ 924.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-01 18:18:31.910041+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-verbenal-san-antonio-bogota/193042986,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.000.000 | $ 1.500.000.000 | $ 5.800.000 | $ 700.000 | $ 1.135.000 | $ 1.800.000.000 | $ 1.200.000 | $ 924.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-01 18:18:31.923321+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-chapinero-bogota/191102322,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.000.000 | $ 1.500.000.000 | $ 5.800.000 | $ 700.000 | $ 1.135.000 | $ 1.800.000.000 | $ 1.200.000 | $ 924.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-01 18:18:32.063015+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-puente-aranda-bogota/193519752,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.000.000 | $ 1.500.000.000 | $ 5.800.000 | $ 700.000 | $ 1.135.000 | $ 1.800.000.000 | $ 1.200.000 | $ 924.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-01 18:18:32.410199+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-milenta-bogota/193001187,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.000.000 | $ 1.500.000.000 | $ 5.800.000 | $ 700.000 | $ 1.135.000 | $ 1.800.000.000 | $ 1.200.000 | $ 924.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-01 18:18:32.421099+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-santa-barbara-bogota/193244989,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.000.000 | $ 1.500.000.000 | $ 5.800.000 | $ 700.000 | $ 1.135.000 | $ 1.800.000.000 | $ 1.200.000 | $ 924.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-01 18:18:32.453637+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-cantalejo-bogota/193396471,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.000.000 | $ 1.500.000.000 | $ 5.800.000 | $ 700.000 | $ 1.135.000 | $ 1.800.000.000 | $ 1.200.000 | $ 924.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-01 18:18:32.565649+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-salle-bogota/193290107,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.000.000 | $ 1.500.000.000 | $ 5.800.000 | $ 700.000 | $ 1.135.000 | $ 1.800.000.000 | $ 1.200.000 | $ 924.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-01 18:18:32.970615+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-nueva-castilla-bogota/193526525,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.000.000 | $ 1.500.000.000 | $ 5.800.000 | $ 700.000 | $ 1.135.000 | $ 1.800.000.000 | $ 1.200.000 | $ 924.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-01 18:18:33.009621+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-chico-bogota/192212430,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.000.000 | $ 1.500.000.000 | $ 5.800.000 | $ 700.000 | $ 1.135.000 | $ 1.800.000.000 | $ 1.200.000 | $ 924.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-01 18:18:33.080330+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-fontibon-bogota/193406127,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.000.000 | $ 1.500.000.000 | $ 5.800.000 | $ 700.000 | $ 1.135.000 | $ 1.800.000.000 | $ 1.200.000 | $ 924.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-01 18:18:33.264812+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-chapinero-bogota/193351990,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.000.000 | $ 1.500.000.000 | $ 5.800.000 | $ 700.000 | $ 1.135.000 | $ 1.800.000.000 | $ 1.200.000 | $ 924.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-01 18:18:33.272668+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-redil-bogota/193267147,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.000.000 | $ 1.500.000.000 | $ 5.800.000 | $ 700.000 | $ 1.135.000 | $ 1.800.000.000 | $ 1.200.000 | $ 924.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-01 18:18:33.335165+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-fontibon-bogota/193150679,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.000.000 | $ 1.500.000.000 | $ 5.800.000 | $ 700.000 | $ 1.135.000 | $ 1.800.000.000 | $ 1.200.000 | $ 924.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-01 18:18:33.400258+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-carolina-bogota/193502839,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.000.000 | $ 1.500.000.000 | $ 5.800.000 | $ 700.000 | $ 1.135.000 | $ 1.800.000.000 | $ 1.200.000 | $ 924.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-01 18:18:33.449462+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-modelia-bogota/193281252,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.000.000 | $ 1.500.000.000 | $ 5.800.000 | $ 700.000 | $ 1.135.000 | $ 1.800.000.000 | $ 1.200.000 | $ 924.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-01 18:18:33.672937+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-modelia-bogota/193374690,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.000.000 | $ 1.500.000.000 | $ 5.800.000 | $ 700.000 | $ 1.135.000 | $ 1.800.000.000 | $ 1.200.000 | $ 924.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-01 18:18:33.770796+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-la-castellana-bogota/193377678,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.000.000 | $ 1.500.000.000 | $ 5.800.000 | $ 700.000 | $ 1.135.000 | $ 1.800.000.000 | $ 1.200.000 | $ 924.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-01 18:18:34.219679+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-chapinero-central-bogota/193485893,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.000.000 | $ 1.500.000.000 | $ 5.800.000 | $ 700.000 | $ 1.135.000 | $ 1.800.000.000 | $ 1.200.000 | $ 924.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-01 18:18:34.301291+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-alcazares-norte-bogota/191248514,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.000.000 | $ 1.500.000.000 | $ 5.800.000 | $ 700.000 | $ 1.135.000 | $ 1.800.000.000 | $ 1.200.000 | $ 924.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-01 18:18:34.353165+00:00
