url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-ciudad-salitre-bogota/193656170,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 400.000.000 | $ 190.000.000 | $ 790.000 | $ 600.000.000 | $ 5.000.000 | $ 520.000.000 | $ 1.450.000 | $ 880.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-21 18:32:05.808178+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-ciudad-salitre-bogota/193839918,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 400.000.000 | $ 190.000.000 | $ 790.000 | $ 600.000.000 | $ 5.000.000 | $ 520.000.000 | $ 1.450.000 | $ 880.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-21 18:32:05.956604+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-lagos-de-torca-bogota/193857440,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 400.000.000 | $ 190.000.000 | $ 790.000 | $ 600.000.000 | $ 5.000.000 | $ 520.000.000 | $ 1.450.000 | $ 880.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-21 18:32:05.979165+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-tintal-bogota/193830315,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 400.000.000 | $ 190.000.000 | $ 790.000 | $ 600.000.000 | $ 5.000.000 | $ 520.000.000 | $ 1.450.000 | $ 880.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-21 18:32:06.090071+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-zona-centro-bogota/191054340,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 400.000.000 | $ 190.000.000 | $ 790.000 | $ 600.000.000 | $ 5.000.000 | $ 520.000.000 | $ 1.450.000 | $ 880.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-21 18:32:06.136859+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-macarena-bogota/192827261,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 400.000.000 | $ 190.000.000 | $ 790.000 | $ 600.000.000 | $ 5.000.000 | $ 520.000.000 | $ 1.450.000 | $ 880.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-21 18:32:06.147568+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-centro-internacional-bogota/193844725,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 400.000.000 | $ 190.000.000 | $ 790.000 | $ 600.000.000 | $ 5.000.000 | $ 520.000.000 | $ 1.450.000 | $ 880.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-21 18:32:06.160755+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-barrios-unidos-bogota/193656137,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 400.000.000 | $ 190.000.000 | $ 790.000 | $ 600.000.000 | $ 5.000.000 | $ 520.000.000 | $ 1.450.000 | $ 880.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-21 18:32:06.178812+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-calleja-bogota/193873142,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 400.000.000 | $ 190.000.000 | $ 790.000 | $ 600.000.000 | $ 5.000.000 | $ 520.000.000 | $ 1.450.000 | $ 880.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-21 18:32:06.727526+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-bellavista-occidental-bogota/193868668,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 400.000.000 | $ 190.000.000 | $ 790.000 | $ 600.000.000 | $ 5.000.000 | $ 520.000.000 | $ 1.450.000 | $ 880.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-21 18:32:06.781804+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-chapinero-bogota/192246598,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 400.000.000 | $ 190.000.000 | $ 790.000 | $ 600.000.000 | $ 5.000.000 | $ 520.000.000 | $ 1.450.000 | $ 880.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-21 18:32:06.821148+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-milenta-bogota/193001187,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 400.000.000 | $ 190.000.000 | $ 790.000 | $ 600.000.000 | $ 5.000.000 | $ 520.000.000 | $ 1.450.000 | $ 880.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-21 18:32:06.941169+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-minuto-de-dios-bogota/193896532,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 400.000.000 | $ 190.000.000 | $ 790.000 | $ 600.000.000 | $ 5.000.000 | $ 520.000.000 | $ 1.450.000 | $ 880.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-21 18:32:06.973498+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-tibana-bogota/193857209,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 400.000.000 | $ 190.000.000 | $ 790.000 | $ 600.000.000 | $ 5.000.000 | $ 520.000.000 | $ 1.450.000 | $ 880.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-21 18:32:07.068669+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-chico-bogota/193766285,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 400.000.000 | $ 190.000.000 | $ 790.000 | $ 600.000.000 | $ 5.000.000 | $ 520.000.000 | $ 1.450.000 | $ 880.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-21 18:32:07.607344+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193463260,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 400.000.000 | $ 190.000.000 | $ 790.000 | $ 600.000.000 | $ 5.000.000 | $ 520.000.000 | $ 1.450.000 | $ 880.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-21 18:32:07.643242+00:00
