url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/192813390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.200.000 | $ 4.850.000 | $ 215.000.000 | $ 150.000.000 | $ 7.500.000 | $ 380.000.000 | $ 770.000.000 | $ 12.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-07 06:13:22.394726+00:00
https://www.fincaraiz.com.co//consultorio-en-arriendo-en-bella-suiza-bogota/192732215,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.200.000 | $ 4.850.000 | $ 215.000.000 | $ 150.000.000 | $ 7.500.000 | $ 380.000.000 | $ 770.000.000 | $ 12.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-07 06:13:22.493935+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-barrios-unidos-bogota/193108875,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.200.000 | $ 4.850.000 | $ 215.000.000 | $ 150.000.000 | $ 7.500.000 | $ 380.000.000 | $ 770.000.000 | $ 12.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-07 06:13:22.605318+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-sotileza-bogota/193259760,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.200.000 | $ 4.850.000 | $ 215.000.000 | $ 150.000.000 | $ 7.500.000 | $ 380.000.000 | $ 770.000.000 | $ 12.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-07 06:13:22.626874+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-quinta-paredes-bogota/193291243,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.200.000 | $ 4.850.000 | $ 215.000.000 | $ 150.000.000 | $ 7.500.000 | $ 380.000.000 | $ 770.000.000 | $ 12.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-07 06:13:22.659338+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-usaquen-bogota/10520463,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.200.000 | $ 4.850.000 | $ 215.000.000 | $ 150.000.000 | $ 7.500.000 | $ 380.000.000 | $ 770.000.000 | $ 12.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-07 06:13:22.835776+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-campin-bogota/193225938,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.200.000 | $ 4.850.000 | $ 215.000.000 | $ 150.000.000 | $ 7.500.000 | $ 380.000.000 | $ 770.000.000 | $ 12.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-07 06:13:22.873875+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-autopista-muzu-bogota/193250798,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.200.000 | $ 4.850.000 | $ 215.000.000 | $ 150.000.000 | $ 7.500.000 | $ 380.000.000 | $ 770.000.000 | $ 12.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-07 06:13:23.032245+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-marly-bogota/191919864,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.200.000 | $ 4.850.000 | $ 215.000.000 | $ 150.000.000 | $ 7.500.000 | $ 380.000.000 | $ 770.000.000 | $ 12.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-07 06:13:23.298587+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-los-rosales-bogota/193244127,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.200.000 | $ 4.850.000 | $ 215.000.000 | $ 150.000.000 | $ 7.500.000 | $ 380.000.000 | $ 770.000.000 | $ 12.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-07 06:13:23.321516+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-refugio-bogota/193306979,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.200.000 | $ 4.850.000 | $ 215.000.000 | $ 150.000.000 | $ 7.500.000 | $ 380.000.000 | $ 770.000.000 | $ 12.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-07 06:13:23.333699+00:00
