url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-los-rosales-bogota/193253175,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.550.000.000 | $ 870.000.000 | $ 3.200.000.000 | $ 445.000.000 | $ 6.500.000 | $ 32.053.800 | $ 1.500.000.000 | $ 2.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-08 06:18:14.939630+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-barrios-unidos-bogota/193108875,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.550.000.000 | $ 870.000.000 | $ 3.200.000.000 | $ 445.000.000 | $ 6.500.000 | $ 32.053.800 | $ 1.500.000.000 | $ 2.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-08 06:18:15.166651+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/192813390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.550.000.000 | $ 870.000.000 | $ 3.200.000.000 | $ 445.000.000 | $ 6.500.000 | $ 32.053.800 | $ 1.500.000.000 | $ 2.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-08 06:18:15.224014+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-chico-reservado-bogota/192291972,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.550.000.000 | $ 870.000.000 | $ 3.200.000.000 | $ 445.000.000 | $ 6.500.000 | $ 32.053.800 | $ 1.500.000.000 | $ 2.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-08 06:18:15.247219+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-chapinero-bogota/193345853,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.550.000.000 | $ 870.000.000 | $ 3.200.000.000 | $ 445.000.000 | $ 6.500.000 | $ 32.053.800 | $ 1.500.000.000 | $ 2.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-08 06:18:15.268252+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-redil-bogota/193267147,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.550.000.000 | $ 870.000.000 | $ 3.200.000.000 | $ 445.000.000 | $ 6.500.000 | $ 32.053.800 | $ 1.500.000.000 | $ 2.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-08 06:18:15.319711+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-usaquen-bogota/10520463,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.550.000.000 | $ 870.000.000 | $ 3.200.000.000 | $ 445.000.000 | $ 6.500.000 | $ 32.053.800 | $ 1.500.000.000 | $ 2.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-08 06:18:15.386082+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-santa-barbara-bogota/192531805,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.550.000.000 | $ 870.000.000 | $ 3.200.000.000 | $ 445.000.000 | $ 6.500.000 | $ 32.053.800 | $ 1.500.000.000 | $ 2.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-08 06:18:15.858681+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-minuto-de-dios-bogota/192945918,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.550.000.000 | $ 870.000.000 | $ 3.200.000.000 | $ 445.000.000 | $ 6.500.000 | $ 32.053.800 | $ 1.500.000.000 | $ 2.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-08 06:18:15.866844+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cerros-de-suba-bogota/192648174,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.550.000.000 | $ 870.000.000 | $ 3.200.000.000 | $ 445.000.000 | $ 6.500.000 | $ 32.053.800 | $ 1.500.000.000 | $ 2.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-08 06:18:15.875007+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-quinta-paredes-bogota/193284604,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.550.000.000 | $ 870.000.000 | $ 3.200.000.000 | $ 445.000.000 | $ 6.500.000 | $ 32.053.800 | $ 1.500.000.000 | $ 2.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-08 06:18:15.985081+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-fontibon-bogota/193066062,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.550.000.000 | $ 870.000.000 | $ 3.200.000.000 | $ 445.000.000 | $ 6.500.000 | $ 32.053.800 | $ 1.500.000.000 | $ 2.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-08 06:18:16.112200+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-tierra-buena-bogota/193230441,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.550.000.000 | $ 870.000.000 | $ 3.200.000.000 | $ 445.000.000 | $ 6.500.000 | $ 32.053.800 | $ 1.500.000.000 | $ 2.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-08 06:18:16.153672+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-olaya-bogota/10510376,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.550.000.000 | $ 870.000.000 | $ 3.200.000.000 | $ 445.000.000 | $ 6.500.000 | $ 32.053.800 | $ 1.500.000.000 | $ 2.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-08 06:18:16.204770+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/10308129,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.550.000.000 | $ 870.000.000 | $ 3.200.000.000 | $ 445.000.000 | $ 6.500.000 | $ 32.053.800 | $ 1.500.000.000 | $ 2.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-08 06:18:16.225839+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-morato-bogota/193190693,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.550.000.000 | $ 870.000.000 | $ 3.200.000.000 | $ 445.000.000 | $ 6.500.000 | $ 32.053.800 | $ 1.500.000.000 | $ 2.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-08 06:18:16.703824+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-retiro-bogota/193156656,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.550.000.000 | $ 870.000.000 | $ 3.200.000.000 | $ 445.000.000 | $ 6.500.000 | $ 32.053.800 | $ 1.500.000.000 | $ 2.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-08 06:18:16.781833+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-uribe-bogota/192294739,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.550.000.000 | $ 870.000.000 | $ 3.200.000.000 | $ 445.000.000 | $ 6.500.000 | $ 32.053.800 | $ 1.500.000.000 | $ 2.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-08 06:18:16.791171+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-san-luis-bogota/193277986,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.550.000.000 | $ 870.000.000 | $ 3.200.000.000 | $ 445.000.000 | $ 6.500.000 | $ 32.053.800 | $ 1.500.000.000 | $ 2.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-08 06:18:16.797361+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-chico-norte-bogota/192089858,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.550.000.000 | $ 870.000.000 | $ 3.200.000.000 | $ 445.000.000 | $ 6.500.000 | $ 32.053.800 | $ 1.500.000.000 | $ 2.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-08 06:18:16.826789+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/10924799,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.550.000.000 | $ 870.000.000 | $ 3.200.000.000 | $ 445.000.000 | $ 6.500.000 | $ 32.053.800 | $ 1.500.000.000 | $ 2.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-08 06:18:16.837952+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-la-candelaria-bogota/192671815,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.550.000.000 | $ 870.000.000 | $ 3.200.000.000 | $ 445.000.000 | $ 6.500.000 | $ 32.053.800 | $ 1.500.000.000 | $ 2.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-08 06:18:16.847053+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-el-chico-bogota/193191158,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.550.000.000 | $ 870.000.000 | $ 3.200.000.000 | $ 445.000.000 | $ 6.500.000 | $ 32.053.800 | $ 1.500.000.000 | $ 2.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-08 06:18:16.981794+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-toberin-bogota/193146962,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.550.000.000 | $ 870.000.000 | $ 3.200.000.000 | $ 445.000.000 | $ 6.500.000 | $ 32.053.800 | $ 1.500.000.000 | $ 2.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-08 06:18:17.061943+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-lindaraja-bogota/192142756,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.550.000.000 | $ 870.000.000 | $ 3.200.000.000 | $ 445.000.000 | $ 6.500.000 | $ 32.053.800 | $ 1.500.000.000 | $ 2.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-08 06:18:17.649663+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-los-rosales-bogota/192128673,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.550.000.000 | $ 870.000.000 | $ 3.200.000.000 | $ 445.000.000 | $ 6.500.000 | $ 32.053.800 | $ 1.500.000.000 | $ 2.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-08 06:18:17.657678+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-quinta-camacho-bogota/192750262,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.550.000.000 | $ 870.000.000 | $ 3.200.000.000 | $ 445.000.000 | $ 6.500.000 | $ 32.053.800 | $ 1.500.000.000 | $ 2.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-08 06:18:17.689600+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-villa-del-prado-bogota/193124201,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.550.000.000 | $ 870.000.000 | $ 3.200.000.000 | $ 445.000.000 | $ 6.500.000 | $ 32.053.800 | $ 1.500.000.000 | $ 2.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-08 06:18:17.700493+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-montevideo-bogota/193320151,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.550.000.000 | $ 870.000.000 | $ 3.200.000.000 | $ 445.000.000 | $ 6.500.000 | $ 32.053.800 | $ 1.500.000.000 | $ 2.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-08 06:18:17.957175+00:00
https://www.fincaraiz.com.co//edificio-en-arriendo-en-la-castellana-bogota/192890904,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.550.000.000 | $ 870.000.000 | $ 3.200.000.000 | $ 445.000.000 | $ 6.500.000 | $ 32.053.800 | $ 1.500.000.000 | $ 2.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-08 06:18:17.978127+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-olaya-bogota/193365886,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.550.000.000 | $ 870.000.000 | $ 3.200.000.000 | $ 445.000.000 | $ 6.500.000 | $ 32.053.800 | $ 1.500.000.000 | $ 2.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-08 06:18:18.000228+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-san-cristobal-norte-bogota/193136663,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.550.000.000 | $ 870.000.000 | $ 3.200.000.000 | $ 445.000.000 | $ 6.500.000 | $ 32.053.800 | $ 1.500.000.000 | $ 2.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-08 06:18:18.067733+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-puente-largo-bogota/192750159,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.550.000.000 | $ 870.000.000 | $ 3.200.000.000 | $ 445.000.000 | $ 6.500.000 | $ 32.053.800 | $ 1.500.000.000 | $ 2.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-08 06:18:18.553243+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-los-rosales-bogota/193244127,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.550.000.000 | $ 870.000.000 | $ 3.200.000.000 | $ 445.000.000 | $ 6.500.000 | $ 32.053.800 | $ 1.500.000.000 | $ 2.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-08 06:18:18.562107+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-galerias-bogota/193256970,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.550.000.000 | $ 870.000.000 | $ 3.200.000.000 | $ 445.000.000 | $ 6.500.000 | $ 32.053.800 | $ 1.500.000.000 | $ 2.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-08 06:18:18.644345+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-quirigua-oriental-bogota/193001545,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.550.000.000 | $ 870.000.000 | $ 3.200.000.000 | $ 445.000.000 | $ 6.500.000 | $ 32.053.800 | $ 1.500.000.000 | $ 2.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-08 06:18:18.765663+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-toberin-bogota/193346422,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.550.000.000 | $ 870.000.000 | $ 3.200.000.000 | $ 445.000.000 | $ 6.500.000 | $ 32.053.800 | $ 1.500.000.000 | $ 2.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-08 06:18:18.794295+00:00
