url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cedritos-bogota/193397362,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.800.000 | $ 689.000.000 | $ 6.500.000 | $ 1.900.000 | $ 6.000.000 | $ 1.285.000.000 | $ 593.280.000 | $ 2.100.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-21 00:19:53.368274+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193420807,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.800.000 | $ 689.000.000 | $ 6.500.000 | $ 1.900.000 | $ 6.000.000 | $ 1.285.000.000 | $ 593.280.000 | $ 2.100.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-21 00:19:53.375553+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-usaquen-bogota/10520463,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.800.000 | $ 689.000.000 | $ 6.500.000 | $ 1.900.000 | $ 6.000.000 | $ 1.285.000.000 | $ 593.280.000 | $ 2.100.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-21 00:19:53.433674+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-quinta-camacho-bogota/193397381,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.800.000 | $ 689.000.000 | $ 6.500.000 | $ 1.900.000 | $ 6.000.000 | $ 1.285.000.000 | $ 593.280.000 | $ 2.100.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-21 00:19:53.540983+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193149472,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.800.000 | $ 689.000.000 | $ 6.500.000 | $ 1.900.000 | $ 6.000.000 | $ 1.285.000.000 | $ 593.280.000 | $ 2.100.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-21 00:19:53.575865+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-los-rosales-bogota/193397410,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.800.000 | $ 689.000.000 | $ 6.500.000 | $ 1.900.000 | $ 6.000.000 | $ 1.285.000.000 | $ 593.280.000 | $ 2.100.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-21 00:19:53.651515+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/192813390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.800.000 | $ 689.000.000 | $ 6.500.000 | $ 1.900.000 | $ 6.000.000 | $ 1.285.000.000 | $ 593.280.000 | $ 2.100.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-21 00:19:53.658314+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193397398,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.800.000 | $ 689.000.000 | $ 6.500.000 | $ 1.900.000 | $ 6.000.000 | $ 1.285.000.000 | $ 593.280.000 | $ 2.100.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-21 00:19:54.053898+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-cedritos-bogota/193326610,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.800.000 | $ 689.000.000 | $ 6.500.000 | $ 1.900.000 | $ 6.000.000 | $ 1.285.000.000 | $ 593.280.000 | $ 2.100.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-21 00:19:54.280720+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-unicentro-bogota-bogota/192716572,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.800.000 | $ 689.000.000 | $ 6.500.000 | $ 1.900.000 | $ 6.000.000 | $ 1.285.000.000 | $ 593.280.000 | $ 2.100.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-21 00:19:54.407681+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-la-victoria-bogota/193297384,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.800.000 | $ 689.000.000 | $ 6.500.000 | $ 1.900.000 | $ 6.000.000 | $ 1.285.000.000 | $ 593.280.000 | $ 2.100.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-21 00:19:54.590884+00:00
